name,hubble_type,type_group,B_T,bt_law_ape,per_galaxy_ape,delta_ape,bt_law_params,per_galaxy_params
ESO116-G012,Sd,late,0.06,6.211759090423584,4.46946382522583,1.742295265197754,"{'eta': 0.8067609348673486, 'ring_amp': 2.4237581964111943, 'M_max': 2.6597744866992863, 'lambda_ring': 22.472395424541375, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.3679669887925565, 'ring_amp': 1.0125506724975841, 'M_max': 4.094575783064954, 'bulge_gate_power': 6.56769473296225, 'lambda_hat': 26.39434415508784}"
ESO444-G084,Im,late,0.0,44.59874725341797,16.146495819091797,28.452251434326172,"{'eta': 1.0305084805586533, 'ring_amp': 3.0, 'M_max': 3.06971044661947, 'lambda_ring': 25.0, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9998567573310453, 'ring_amp': 14.999922285211653, 'M_max': 4.9999856259683, 'bulge_gate_power': 53.59493236443798, 'lambda_hat': 12.431100216973855}"
ESO563-G021,Sbc,intermediate,0.3,36.82300567626953,19.584199905395508,17.238805770874023,"{'eta': 0.2550240861821326, 'ring_amp': 1.0028092612599098, 'M_max': 1.6489174782333347, 'lambda_ring': 15.17754364143991, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.022181620305349765, 'ring_amp': 0.03740662489972164, 'M_max': 1.5506130132598577, 'bulge_gate_power': 2.7650599484565355, 'lambda_hat': 5.000044150874049}"
F561-1,Sm,late,0.03,78.58296966552734,10.2810697555542,68.30189990997314,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000000746749485, 'ring_amp': 1.659788259487276, 'M_max': 0.6115445819551328, 'bulge_gate_power': 41.45006164048185, 'lambda_hat': 5.000000066909801}"
F563-1,Sm,late,0.03,28.739376068115234,9.390008926391602,19.349367141723633,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999214102940255, 'ring_amp': 0.3201730087047125, 'M_max': 4.999988104723264, 'bulge_gate_power': 39.86323450667443, 'lambda_hat': 47.31476843854141}"
F563-V1,Im,late,0.0,73.098388671875,5.885758876800537,67.21262979507446,"{'eta': 1.0305084805586533, 'ring_amp': 3.0, 'M_max': 3.06971044661947, 'lambda_ring': 25.0, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.01000000105997286, 'ring_amp': 6.317060170585312, 'M_max': 0.8266408159929945, 'bulge_gate_power': 6.266126604158553, 'lambda_hat': 5.000001811810064}"
F563-V2,Im,late,0.0,24.95667839050293,6.900559902191162,18.056118488311768,"{'eta': 1.0305084805586533, 'ring_amp': 3.0, 'M_max': 3.06971044661947, 'lambda_ring': 25.0, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999999871829581, 'ring_amp': 14.999999953303734, 'M_max': 3.652011313609448, 'bulge_gate_power': 43.14544404876526, 'lambda_hat': 49.999999990555374}"
F565-V2,Im,late,0.0,24.661008834838867,2.5169262886047363,22.14408254623413,"{'eta': 1.0305084805586533, 'ring_amp': 3.0, 'M_max': 3.06971044661947, 'lambda_ring': 25.0, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.6782597982649508, 'ring_amp': 11.51198290614089, 'M_max': 4.999961247042732, 'bulge_gate_power': 17.388314945919305, 'lambda_hat': 11.393834520993863}"
F567-2,Sm,late,0.03,33.29740524291992,4.154174327850342,29.14323091506958,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.1293806339195693, 'ring_amp': 3.8779653003049256e-10, 'M_max': 0.6626452849928082, 'bulge_gate_power': 47.02649957902605, 'lambda_hat': 40.701726910122325}"
F568-1,Sc,intermediate,0.15,32.34878158569336,6.834573745727539,25.51420783996582,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.13766358118953861, 'ring_amp': 7.547608863204387, 'M_max': 3.7518419116974013, 'bulge_gate_power': 24.042549858794445, 'lambda_hat': 42.24787614285506}"
F568-3,Sd,late,0.06,10.284773826599121,6.463082313537598,3.8216915130615234,"{'eta': 0.8067609348673486, 'ring_amp': 2.4237581964111943, 'M_max': 2.6597744866992863, 'lambda_ring': 22.472395424541375, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.1497351826455731, 'ring_amp': 1.6593959182732554, 'M_max': 1.9712854552734695, 'bulge_gate_power': 38.69559857650219, 'lambda_hat': 43.258866473491985}"
F568-V1,Sd,late,0.06,25.919343948364258,4.527088642120361,21.392255306243896,"{'eta': 0.8067609348673486, 'ring_amp': 2.4237581964111943, 'M_max': 2.6597744866992863, 'lambda_ring': 22.472395424541375, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.6905944002294063, 'ring_amp': 2.5910500955630402, 'M_max': 4.073273752357531, 'bulge_gate_power': 8.25837283344052, 'lambda_hat': 22.5874758352055}"
F571-8,Sc,intermediate,0.15,55.413997650146484,47.91035461425781,7.503643035888672,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.671687976172297, 'ring_amp': 1.521696902532111e-11, 'M_max': 4.999997103258305, 'bulge_gate_power': 10.715050829877804, 'lambda_hat': 38.2434843956796}"
F571-V1,Sd,late,0.06,4.491265296936035,2.218097448348999,2.273167848587036,"{'eta': 0.8067609348673486, 'ring_amp': 2.4237581964111943, 'M_max': 2.6597744866992863, 'lambda_ring': 22.472395424541375, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.03201837013720072, 'ring_amp': 11.58009572330401, 'M_max': 4.290859625871251, 'bulge_gate_power': 52.02966322587177, 'lambda_hat': 31.60196251312915}"
F574-1,Sd,late,0.06,10.155706405639648,3.1480841636657715,7.007622241973877,"{'eta': 0.8067609348673486, 'ring_amp': 2.4237581964111943, 'M_max': 2.6597744866992863, 'lambda_ring': 22.472395424541375, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.03969180032454729, 'ring_amp': 10.802381239504461, 'M_max': 2.232220626203451, 'bulge_gate_power': 27.340071147814786, 'lambda_hat': 48.64855896482048}"
F574-2,Sm,late,0.03,125.3547134399414,33.90946578979492,91.44524765014648,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000007380740151, 'ring_amp': 1.6391024139479852e-06, 'M_max': 3.5192905259016563, 'bulge_gate_power': 34.832217597346734, 'lambda_hat': 5.069899220433766}"
F579-V1,Sc,intermediate,0.15,23.353687286376953,9.757652282714844,13.59603500366211,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.85001570277771, 'ring_amp': 10.177498733187965, 'M_max': 1.3438318739912911, 'bulge_gate_power': 32.98309439456793, 'lambda_hat': 19.89161010697422}"
F583-1,Sm,late,0.03,26.747669219970703,11.07363510131836,15.674034118652344,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9999999870346798, 'ring_amp': 0.29777064797744873, 'M_max': 4.817271284119534, 'bulge_gate_power': 39.396696381117614, 'lambda_hat': 49.475287474772095}"
F583-4,Sc,intermediate,0.15,16.61244773864746,9.000103950500488,7.612343788146973,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.08750147618009674, 'ring_amp': 6.090576639113926, 'M_max': 2.2658004135485608, 'bulge_gate_power': 32.940944302894046, 'lambda_hat': 34.08302418713297}"
IC2574,Sm,late,0.03,10.080735206604004,5.154267311096191,4.9264678955078125,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.31875255134628333, 'ring_amp': 3.9327494965577836, 'M_max': 3.883873573334366, 'bulge_gate_power': 8.464664694200772, 'lambda_hat': 10.934788207185504}"
IC4202,Sbc,intermediate,0.3,51.05842590332031,18.276592254638672,32.78183364868164,"{'eta': 0.2550240861821326, 'ring_amp': 1.0028092612599098, 'M_max': 1.6489174782333347, 'lambda_ring': 15.17754364143991, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010752637368131817, 'ring_amp': 14.99999676810502, 'M_max': 4.2802908195242875, 'bulge_gate_power': 23.92977821815692, 'lambda_hat': 49.999975510375876}"
KK98-251,Im,late,0.0,9.785183906555176,6.03050422668457,3.7546796798706055,"{'eta': 1.0305084805586533, 'ring_amp': 3.0, 'M_max': 3.06971044661947, 'lambda_ring': 25.0, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9986340298942247, 'ring_amp': 10.427109865675233, 'M_max': 2.841462312089197, 'bulge_gate_power': 28.94993289146404, 'lambda_hat': 7.630711908412413}"
NGC0024,Sc,intermediate,0.15,23.411746978759766,7.551593780517578,15.860153198242188,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.5716936342457126, 'ring_amp': 14.81132464109241, 'M_max': 1.172381090811818, 'bulge_gate_power': 32.13769056654479, 'lambda_hat': 10.366767940837988}"
NGC0055,Sm,late,0.03,31.32229995727539,3.0150744915008545,28.307225465774536,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.16982362185900982, 'ring_amp': 0.5012732881476034, 'M_max': 1.202077851448737, 'bulge_gate_power': 51.097713150633794, 'lambda_hat': 43.700659109657366}"
NGC0100,Scd,late,0.08,10.176206588745117,4.679586887359619,5.496619701385498,"{'eta': 0.7410850910925162, 'ring_amp': 2.254615931399539, 'M_max': 2.5394474011966444, 'lambda_ring': 21.697549924966125, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.8872968161035519, 'ring_amp': 0.010464488681194217, 'M_max': 2.953921595428708, 'bulge_gate_power': 54.45097483928447, 'lambda_hat': 9.876698001742664}"
NGC0247,Sd,late,0.06,17.769855499267578,4.630248069763184,13.139607429504395,"{'eta': 0.8067609348673486, 'ring_amp': 2.4237581964111943, 'M_max': 2.6597744866992863, 'lambda_ring': 22.472395424541375, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.879993025907167, 'ring_amp': 11.204778135479216, 'M_max': 1.393413676217913, 'bulge_gate_power': 33.04955262781546, 'lambda_hat': 19.893679231371348}"
NGC0289,Sbc,intermediate,0.3,19.629091262817383,26.695493698120117,-7.066402435302734,"{'eta': 0.2550240861821326, 'ring_amp': 1.0028092612599098, 'M_max': 1.6489174782333347, 'lambda_ring': 15.17754364143991, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010090887355050067, 'ring_amp': 9.183789547970386, 'M_max': 0.5000001408490987, 'bulge_gate_power': 34.03989279114407, 'lambda_hat': 18.226615671635866}"
NGC0300,Sd,late,0.06,6.235767841339111,3.078833818435669,3.1569340229034424,"{'eta': 0.8067609348673486, 'ring_amp': 2.4237581964111943, 'M_max': 2.6597744866992863, 'lambda_ring': 22.472395424541375, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.6645354504815157, 'ring_amp': 4.593815311821863, 'M_max': 4.238574297245658, 'bulge_gate_power': 14.351570395080692, 'lambda_hat': 5.000024579337943}"
NGC0801,Sc,intermediate,0.15,63.49913787841797,19.464622497558594,44.034515380859375,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000000272472831, 'ring_amp': 1.1618818792007164e-08, 'M_max': 0.5000000650376776, 'bulge_gate_power': 33.0922967608887, 'lambda_hat': 10.380359920262004}"
NGC0891,Sb,early,0.4,50.125789642333984,25.116966247558594,25.00882339477539,"{'eta': 0.14225789908040146, 'ring_amp': 0.7123900263200758, 'M_max': 1.4423144738818832, 'lambda_ring': 13.269391270219513, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000000064146844, 'ring_amp': 0.009104364858367619, 'M_max': 4.473376649256515, 'bulge_gate_power': 59.58656250156273, 'lambda_hat': 6.029924453297062}"
NGC1003,Scd,late,0.08,22.63426971435547,4.835995197296143,17.798274517059326,"{'eta': 0.7410850910925162, 'ring_amp': 2.254615931399539, 'M_max': 2.5394474011966444, 'lambda_ring': 21.697549924966125, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.2281643003044143, 'ring_amp': 0.04410720790028988, 'M_max': 4.941830859218959, 'bulge_gate_power': 15.25789443788645, 'lambda_hat': 24.530271651437047}"
NGC1090,Sbc,intermediate,0.3,40.593387603759766,12.617903709411621,27.975483894348145,"{'eta': 0.2550240861821326, 'ring_amp': 1.0028092612599098, 'M_max': 1.6489174782333347, 'lambda_ring': 15.17754364143991, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.02529918171471026, 'ring_amp': 1.9559881551333738e-08, 'M_max': 0.826403587399198, 'bulge_gate_power': 20.680318212950823, 'lambda_hat': 10.304199834721025}"
NGC1705,BCD,late,0.08,39.058040618896484,7.575066566467285,31.4829740524292,"{'eta': 0.7410850910925162, 'ring_amp': 2.254615931399539, 'M_max': 2.5394474011966444, 'lambda_ring': 21.697549924966125, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9556467266382433, 'ring_amp': 0.995577927146168, 'M_max': 4.9999995211030885, 'bulge_gate_power': 24.863194955427446, 'lambda_hat': 47.97515485004313}"
NGC2366,Im,late,0.0,9.062820434570312,5.590329647064209,3.4724907875061035,"{'eta': 1.0305084805586533, 'ring_amp': 3.0, 'M_max': 3.06971044661947, 'lambda_ring': 25.0, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.0848951588366735, 'ring_amp': 0.8156618065434253, 'M_max': 1.855852402970004, 'bulge_gate_power': 38.94541680402615, 'lambda_hat': 37.96057972952357}"
NGC2403,Scd,late,0.08,19.04853057861328,4.946294784545898,14.102235794067383,"{'eta': 0.7410850910925162, 'ring_amp': 2.254615931399539, 'M_max': 2.5394474011966444, 'lambda_ring': 21.697549924966125, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.3106262491716379, 'ring_amp': 3.1781924703758945e-06, 'M_max': 3.4555164126562783, 'bulge_gate_power': 43.053062572227134, 'lambda_hat': 5.624838748036028}"
NGC2683,Sb,early,0.4,21.795564651489258,6.172699451446533,15.622865200042725,"{'eta': 0.14225789908040146, 'ring_amp': 0.7123900263200758, 'M_max': 1.4423144738818832, 'lambda_ring': 13.269391270219513, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.029138926471208387, 'ring_amp': 2.936504703093716e-05, 'M_max': 1.188054741835371, 'bulge_gate_power': 23.329667153042948, 'lambda_hat': 7.110733377181596}"
NGC2841,Sb,early,0.4,10.53282356262207,2.7839972972869873,7.748826265335083,"{'eta': 0.14225789908040146, 'ring_amp': 0.7123900263200758, 'M_max': 1.4423144738818832, 'lambda_ring': 13.269391270219513, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.03499559717321167, 'ring_amp': 5.36738652028321, 'M_max': 4.221275192925453, 'bulge_gate_power': 6.827190065456678, 'lambda_hat': 5.081792306822073}"
NGC2903,Sbc,intermediate,0.3,51.7489013671875,32.85041809082031,18.898483276367188,"{'eta': 0.2550240861821326, 'ring_amp': 1.0028092612599098, 'M_max': 1.6489174782333347, 'lambda_ring': 15.17754364143991, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.044637319916398056, 'ring_amp': 1.2077815097421651e-08, 'M_max': 1.3826253278126097, 'bulge_gate_power': 39.163957546882706, 'lambda_hat': 21.58345573563682}"
NGC2915,BCD,late,0.08,48.93816375732422,30.66606903076172,18.2720947265625,"{'eta': 0.7410850910925162, 'ring_amp': 2.254615931399539, 'M_max': 2.5394474011966444, 'lambda_ring': 21.697549924966125, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.999999501282263, 'ring_amp': 0.35614463181958017, 'M_max': 4.9999998767346545, 'bulge_gate_power': 16.99698869001688, 'lambda_hat': 49.99993286288323}"
NGC2955,Sb,early,0.4,41.12062454223633,16.61916732788086,24.50145721435547,"{'eta': 0.14225789908040146, 'ring_amp': 0.7123900263200758, 'M_max': 1.4423144738818832, 'lambda_ring': 13.269391270219513, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000000006908406, 'ring_amp': 7.761148012367783e-06, 'M_max': 1.191906929628305, 'bulge_gate_power': 23.438416579219673, 'lambda_hat': 13.54158529840575}"
NGC2976,Sc,intermediate,0.15,16.289522171020508,11.570036888122559,4.719485282897949,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000029560968866, 'ring_amp': 1.0403998583077337e-05, 'M_max': 4.882365817465795, 'bulge_gate_power': 37.13970757898025, 'lambda_hat': 6.020434425679552}"
NGC2998,Sc,intermediate,0.15,38.72265625,10.462685585021973,28.259970664978027,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.012318277853985718, 'ring_amp': 0.4431251538630021, 'M_max': 1.301956390491417, 'bulge_gate_power': 53.992154712039834, 'lambda_hat': 20.655833384814255}"
NGC3109,Sm,late,0.03,37.97710418701172,8.992546081542969,28.98455810546875,"{'eta': 0.9134488203826004, 'ring_amp': 2.6985233089420975, 'M_max': 2.8552412151741056, 'lambda_ring': 23.69746861136605, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 1.9995794845204071, 'ring_amp': 11.444905429832241, 'M_max': 4.9999999653776905, 'bulge_gate_power': 36.60795698890615, 'lambda_hat': 7.241914106636109}"
NGC3198,Sc,intermediate,0.15,31.40483856201172,11.826128005981445,19.578710556030273,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.06268866482853769, 'ring_amp': 4.944346304305732e-08, 'M_max': 2.3537320034415625, 'bulge_gate_power': 50.308145187845476, 'lambda_hat': 18.35615000279367}"
NGC3521,Sbc,intermediate,0.3,36.712459564208984,24.625577926635742,12.086881637573242,"{'eta': 0.2550240861821326, 'ring_amp': 1.0028092612599098, 'M_max': 1.6489174782333347, 'lambda_ring': 15.17754364143991, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.010000000515930028, 'ring_amp': 6.580825914682857e-07, 'M_max': 1.3685327524983493, 'bulge_gate_power': 33.447568713028545, 'lambda_hat': 6.859602998351065}"
NGC3726,Sc,intermediate,0.15,65.71292877197266,17.335527420043945,48.37740135192871,"{'eta': 0.5427118050296204, 'ring_amp': 1.743723265330114, 'M_max': 2.1760005388256545, 'lambda_ring': 19.238379173361025, 'q': 3.5, 'R1': 70.0, 'R0': 5.0, 'p': 2.0, 'k_an': 1.4}","{'eta': 0.029402070365420613, 'ring_amp': 9.609121876916406e-09, 'M_max': 1.2501683608285115, 'bulge_gate_power': 1.9988278155354162, 'lambda_hat': 22.566783862212535}"
