complexity,loss,equation,score,sympy_format,lambda_format
12,0.45057744,6.8075953 / (exp(sqrt(x5) * 0.052773762) + abs(x3 + -1.7309419)),0.07849988610197813,6.8075953/(exp(0.052773762*sqrt(x5)) + Abs(x3 - 1.7309419)),PySRFunction(X=>6.8075953/(exp(0.052773762*sqrt(x5)) + Abs(x3 - 1.7309419)))
14,0.40942463,(7.0749063 / (abs(x3 + -1.7273109) + exp(sqrt(x5) * 0.04302076))) + -0.37326887,0.047888563768884916,-0.37326887 + 7.0749063/(exp(0.04302076*sqrt(x5)) + Abs(x3 - 1.7273109)),PySRFunction(X=>-0.37326887 + 7.0749063/(exp(0.04302076*sqrt(x5)) + Abs(x3 - 1.7273109)))
16,0.36444914,(9.803387 / (abs(x3 + -1.5729259) + (exp(sqrt(x5) * 0.04433975) + x12))) + -0.48382276,0.05818291226189675,-0.48382276 + 9.803387/(x12 + exp(0.04433975*sqrt(x5)) + Abs(x3 - 1.5729259)),PySRFunction(X=>-0.48382276 + 9.803387/(x12 + exp(0.04433975*sqrt(x5)) + Abs(x3 - 1.5729259)))
18,0.35537732,(7.197341 / (((exp(sqrt(x5) * 0.05547599) * 0.49951467) + x12) + abs(x3 + -1.5271626))) - 0.36829704,0.012603454920148546,-0.36829704 + 7.197341/(x12 + 0.49951467*exp(0.05547599*sqrt(x5)) + Abs(x3 - 1.5271626)),PySRFunction(X=>-0.36829704 + 7.197341/(x12 + 0.49951467*exp(0.05547599*sqrt(x5)) + Abs(x3 - 1.5271626)))
20,0.34377128,(6.6399546 / (abs(x3 + -1.5474589) + (((exp(sqrt(x5) * 0.10105863) * 0.07964452) + x12) + 0.6651696))) + -0.27281496,0.01660177287287577,-0.27281496 + 6.6399546/(x12 + 0.07964452*exp(0.10105863*sqrt(x5)) + Abs(x3 - 1.5474589) + 0.6651696),PySRFunction(X=>-0.27281496 + 6.6399546/(x12 + 0.07964452*exp(0.10105863*sqrt(x5)) + Abs(x3 - 1.5474589) + 0.6651696))
23,0.33138603,(25.50668 / ((((x6 + abs((exp(x0) * x4) + -0.45256817)) * 9.284025) + x3) + exp(sqrt(x5) * 0.06995165))) - 0.3255504,0.012230867637134483,-0.3255504 + 25.50668/(x3 + 9.284025*x6 + exp(0.06995165*sqrt(x5)) + 9.284025*Abs(x4*exp(x0) - 0.45256817)),PySRFunction(X=>-0.3255504 + 25.50668/(x3 + 9.284025*x6 + exp(0.06995165*sqrt(x5)) + 9.284025*Abs(x4*exp(x0) - 0.45256817)))
25,0.32972494,(25.26218 / ((x3 + ((x6 + abs((exp(x0) * x4) + -0.44789922)) * 9.657244)) + (exp(sqrt(x5) * 0.06964518) - x4))) + -0.3220457,0.00251257893287544,-0.3220457 + 25.26218/(x3 - x4 + 9.657244*x6 + exp(0.06964518*sqrt(x5)) + 9.657244*Abs(x4*exp(x0) - 0.44789922)),PySRFunction(X=>-0.3220457 + 25.26218/(x3 - x4 + 9.657244*x6 + exp(0.06964518*sqrt(x5)) + 9.657244*Abs(x4*exp(x0) - 0.44789922)))
27,0.32188755,((25.5937 / (exp(sqrt(x5) * 0.067367256) + (((abs((x4 * exp(x0)) + -0.44869274) + x6) * 9.148383) + x3))) + -0.42285272) - (x4 * -0.11050397),0.012028265396473736,0.11050397*x4 - 0.42285272 + 25.5937/(x3 + 9.148383*x6 + exp(0.067367256*sqrt(x5)) + 9.148383*Abs(x4*exp(x0) - 0.44869274)),PySRFunction(X=>0.11050397*x4 - 0.42285272 + 25.5937/(x3 + 9.148383*x6 + exp(0.067367256*sqrt(x5)) + 9.148383*Abs(x4*exp(x0) - 0.44869274)))
29,0.32095113,(25.64727 / ((((abs((exp(x0) * x4) + -0.4492493) + x6) * 9.128252) + x3) + exp(sqrt(x5) * 0.06730484))) + (-0.41852596 - ((x6 * x4) * -0.12533487)),0.001456696199970014,0.12533487*x4*x6 - 0.41852596 + 25.64727/(x3 + 9.128252*x6 + exp(0.06730484*sqrt(x5)) + 9.128252*Abs(x4*exp(x0) - 0.4492493)),PySRFunction(X=>0.12533487*x4*x6 - 0.41852596 + 25.64727/(x3 + 9.128252*x6 + exp(0.06730484*sqrt(x5)) + 9.128252*Abs(x4*exp(x0) - 0.4492493)))
30,0.31913292,((27.111628 / ((x3 + exp(sqrt(x5) * 0.06860926)) + ((x6 + abs((x4 * exp(x0)) + -0.45666897)) * 10.09674))) + -0.40618676) - (log(x7) * (x4 * -0.13739246)),0.00568117543419168,0.13739246*x4*log(x7) - 0.40618676 + 27.111628/(x3 + 10.09674*x6 + exp(0.06860926*sqrt(x5)) + 10.09674*Abs(x4*exp(x0) - 0.45666897)),PySRFunction(X=>0.13739246*x4*log(x7) - 0.40618676 + 27.111628/(x3 + 10.09674*x6 + exp(0.06860926*sqrt(x5)) + 10.09674*Abs(x4*exp(x0) - 0.45666897)))
