Galaxy,Galaxy_Type,Galaxy_Class,Baryonic_Mass_Msun,Median_G_Required_Outer,Mean_G_Required_Outer,Median_G_Ratio_Outer,Mean_G_Ratio_Outer
F574-1,Sd,spiral,5000000000.0,3.231782267013743,3.1492352096335354,1.0930901661023795,1.0651701612233473
F574-2,Sm,dwarf irregular,5000000000.0,0.7425078466063582,0.7143289567934344,0.25113945133724347,0.24160846663552613
F579-V1,Sc,spiral,5000000000.0,2.4066946644674454,2.4066946644674454,0.8140196502072221,0.8140196502072221
F583-1,Sm,dwarf irregular,2500000000.0,4.813779717788827,4.88281777783926,1.7140669006434386,1.7386496320010416
F583-4,Sc,spiral,5000000000.0,2.595212949766885,2.737961724935632,0.8777824494200889,0.9260645642001477
IC2574,Sm,dwarf irregular,3500000000.0,2.7123139719822906,2.7966533919574403,0.9419830121960389,0.9712739798700337
IC4202,Sbc,spiral,0.0,1.423318571055066,1.4271264339675869,inf,inf
KK98-251,Im,dwarf irregular,2500000000.0,2.3291222937808156,2.2807691548756956,0.8293423599271464,0.8121250131023209
NGC0024,Sc,spiral,1500000000.0,5.495377592948973,5.495377592948973,2.0323280593908306,2.0323280593908306
NGC0055,Sm,dwarf irregular,1500000000.0,2.2789876527436443,2.253857907259435,0.8428266257115705,0.8335330174000255
NGC0100,Scd,spiral,500000000.0,3.6894960034807314,3.6619048096330595,1.4803071141875868,1.4692369190977683
NGC0247,Sd,spiral,1500000000.0,2.6045996034371317,2.691342307568259,0.96324606781077,0.9953256890144744
NGC0289,Sbc,spiral,2500000000.0,3.088467457884587,3.27979910416069,1.0997262346076024,1.1678546619877672
NGC0300,Sd,spiral,5000000000.0,4.548003291390216,4.602373094874547,1.5382774155183394,1.5566669890141298
NGC0801,Sc,spiral,0.0,1.5134569393589383,1.5134569393589383,inf,inf
NGC0891,Sb,spiral,0.0,1.032276781573294,1.0288893806371426,inf,inf
NGC1003,Scd,spiral,2500000000.0,6.380635323922813,6.31978778457515,2.2719851042199686,2.250318813011002
NGC1090,Sbc,spiral,1500000000.0,1.7529669821147804,1.7442869996723516,0.6482910272641957,0.6450809526925407
NGC1705,BCD,dwarf BCD,5000000000.0,8.737398732246364,8.535022146030299,2.9552624039734803,2.8868122925597057
NGC2366,Im,dwarf irregular,2500000000.0,2.7570314850470963,2.7546126446996375,0.9817101507756122,0.9808488620543611
NGC2403,Scd,spiral,1500000000.0,4.455617562976938,4.515927141341698,1.6477987985341165,1.670102788803684
NGC2683,Sb,spiral,2500000000.0,2.104857675087318,2.1062600538504976,0.749487322425655,0.7499866745275489
NGC2841,Sb,spiral,0.0,4.472974734147891,4.438966933018203,inf,inf
NGC2903,Sbc,spiral,1500000000.0,1.8715572990359768,1.9313944137079233,0.6921486921060511,0.7142779534868922
NGC2915,BCD,dwarf BCD,2000000000.0,10.54476791954789,10.462319794143452,3.817389576976519,3.7875419201137546
NGC2955,Sb,spiral,0.0,1.146022480915928,1.146022480915928,inf,inf
NGC2976,Sc,spiral,5000000000.0,1.1518599846970423,1.1153204584900125,0.3895951886519279,0.3772363743906408
NGC2998,Sc,spiral,0.0,1.928015903196631,1.928015903196631,inf,inf
NGC3109,Sm,dwarf irregular,2500000000.0,7.370654309299297,7.083938442840282,2.624506173593271,2.522413804312101
NGC3198,Sc,spiral,1500000000.0,3.48374006901831,3.4455273852469808,1.288374197065989,1.2742421910046138
NGC3521,Sbc,spiral,2500000000.0,1.6759835972164974,1.6759835972164974,0.596775959521824,0.596775959521824
NGC3726,Sc,spiral,1000000000.0,2.294138777041937,2.2593798833662055,0.8743328696193898,0.8610857009840717
NGC3741,Im,dwarf irregular,2000000000.0,12.23745826781483,12.457501986661054,4.430172953701609,4.509832611003839
NGC3769,Sb,spiral,1000000000.0,4.012598219724964,4.016053941222192,1.5292651652945972,1.5305821958611496
NGC3877,Sc,spiral,500000000.0,0.7417601566581024,0.7396274064947398,0.2976105234660738,0.29675481709408374
NGC3893,Sc,spiral,1000000000.0,1.720095982700382,1.68433704901605,0.6555560071716261,0.6419277073426747
NGC3917,Scd,spiral,1000000000.0,1.8908649301184286,1.8964070164300777,0.7206387760660267,0.7227509535319387
NGC3949,Sbc,spiral,1000000000.0,1.0064085696402545,1.0064085696402545,0.383558353796582,0.383558353796582
NGC3953,Sbc,spiral,0.0,0.918584629163388,0.918584629163388,inf,inf
NGC3972,Sbc,spiral,500000000.0,1.7324069902178247,1.7084613113765545,0.6950798672415867,0.6854723331205733
NGC3992,Sbc,spiral,0.0,2.165987905368171,2.165987905368171,inf,inf
NGC4010,Sd,spiral,500000000.0,1.5096086896613097,1.3651213927871937,0.6056882785173909,0.5477167904684257
NGC4013,Sb,spiral,500000000.0,2.432577167702762,2.3764951246767905,0.9760035744078549,0.9535022226808985
NGC4051,Sbc,spiral,1500000000.0,0.7355586328163011,0.7355586328163011,0.2720279768796602,0.2720279768796602
NGC4068,Im,dwarf irregular,3000000000.0,1.713399852886465,1.713399852886465,0.6019041500592623,0.6019041500592623
NGC4085,Sc,spiral,1000000000.0,0.8464830589254442,0.8464830589254442,0.3226081915361625,0.3226081915361625
NGC4088,Sbc,spiral,0.0,1.000927404201456,1.0021232170080385,inf,inf
NGC4100,Sbc,spiral,1000000000.0,1.800842735884357,1.7944979474876261,0.6863298823749494,0.6839117823447523
NGC4138,S0,lenticular,1500000000.0,1.862233030707832,1.862233030707832,0.6887003445018953,0.6887003445018953
NGC4157,Sb,spiral,0.0,1.7398053122992316,1.7428982337181333,inf,inf
NGC4183,Scd,spiral,1000000000.0,2.921098568681016,2.991734972153832,1.1132772435367269,1.140197903248348
NGC4214,Im,dwarf irregular,5000000000.0,5.573935060734161,5.519970466984368,1.8852797304973492,1.8670272116480164
NGC4217,Sb,spiral,1000000000.0,1.222806433943521,1.23078157435165,0.46603103050175576,0.4690704836806292
NGC4389,Sbc,spiral,2000000000.0,0.4931525014741629,0.4931525014741629,0.17852979158483764,0.17852979158483764
NGC4559,Scd,spiral,500000000.0,2.018161035772745,1.999807518454703,0.8097306884225185,0.8023668527575304
NGC5005,Sbc,spiral,0.0,0.8584405199710798,0.8650467483737406,inf,inf
NGC5033,Sc,spiral,0.0,2.6549760003177942,2.6787585657942623,inf,inf
NGC5055,Sbc,spiral,0.0,2.0802931998620027,2.0717576027444013,inf,inf
NGC5371,Sbc,spiral,0.0,1.0762797590360231,1.089185224321918,inf,inf
NGC5585,Sd,spiral,1000000000.0,3.3609450941724583,3.385464480009082,1.280909768069928,1.290254496991464
NGC5907,Sc,spiral,0.0,2.211211475279571,2.189329307432476,inf,inf
NGC5985,Sb,spiral,0.0,2.206085182660936,2.1829652858200075,inf,inf
NGC6015,Scd,spiral,1000000000.0,3.179731921833983,3.2425196303872834,1.2118465385176926,1.2357759354424147
NGC6195,Sb,spiral,0.0,1.0723422766401824,1.096303001986845,inf,inf
NGC6503,Scd,spiral,1000000000.0,4.030501213313857,3.983405054450562,1.5360882816274015,1.5181391845025582
NGC6674,Sb,spiral,0.0,3.5329790022360306,3.57983337214784,inf,inf
NGC6789,BCD,dwarf BCD,3500000000.0,6.104953061864493,6.104953061864493,2.1202420272633886,2.1202420272633886
NGC6946,Scd,spiral,1000000000.0,1.3942347169545022,1.3589172319598706,0.5313650827042029,0.5179050260101125
NGC7331,Sb,spiral,0.0,1.5194131341847439,1.5103973777264914,inf,inf
NGC7793,Sd,spiral,4500000000.0,1.569899680689987,1.5748627778043363,0.5351550998455997,0.5368469447223408
NGC7814,Sab,spiral,500000000.0,2.378538697223907,2.3750432834612187,0.9543221490277494,0.9529197119861981
PGC51017,BCD,dwarf BCD,1500000000.0,0.7832336746505759,0.7832336746505759,0.2896593995823964,0.2896593995823964
UGC00128,Sdm,spiral,5000000000.0,4.8028622590472585,5.364496060905442,1.6244787150713371,1.8144408892029342
UGC00191,Sm,dwarf irregular,2500000000.0,3.2592323296566565,3.2592323296566565,1.1605313465273428,1.1605313465273428
UGC00634,Sm,dwarf irregular,4000000000.0,4.386369837088706,4.444724272147989,1.508367067619652,1.5284337540510433
UGC00731,Im,dwarf irregular,1500000000.0,3.902480740587652,3.992713177498918,1.4432349690592476,1.476605180714453
UGC00891,Sm,dwarf irregular,2500000000.0,4.482958729405065,4.4930275401739594,1.5962697974375561,1.5998550498337198
UGC01230,Sm,dwarf irregular,5000000000.0,3.453225517857386,3.5283495376147824,1.1679892217465573,1.1933985223894403
UGC01281,Sdm,spiral,500000000.0,4.313095055624667,4.356485493493373,1.7305087982166303,1.7479179982277326
UGC02023,Im,dwarf irregular,5000000000.0,1.7353121031889809,1.7353121031889809,0.5869370020608033,0.5869370020608033
UGC02259,Sdm,spiral,1500000000.0,4.203291841899063,4.203291841899063,1.5544824368503323,1.5544824368503323
UGC02455,Im,dwarf irregular,2500000000.0,0.6147916450224991,0.6147916450224991,0.21891197173626556,0.21891197173626556
UGC02487,S0,lenticular,0.0,3.3514841229065944,3.359132491620329,inf,inf
UGC02885,Sc,spiral,0.0,2.470583751101445,2.4703690084769114,inf,inf
UGC02916,Sab,spiral,0.0,1.509878353143353,1.5175943856219603,inf,inf
UGC02953,Sab,spiral,0.0,3.2178163638286894,3.244034594642475,inf,inf
UGC03205,Sab,spiral,0.0,3.165529320028739,3.165529320028739,inf,inf
UGC03546,Sa,spiral,0.0,2.103214467628312,2.103214467628312,inf,inf
UGC03580,Sa,spiral,2000000000.0,4.380978900639674,4.380978900639674,1.5859906372385084,1.5859906372385084
UGC04278,Sd,spiral,1500000000.0,3.4888018037188213,3.605511494288851,1.2902461531394427,1.3334083153269198
UGC04305,Im,dwarf irregular,5000000000.0,0.7889863858076184,0.7823464647686064,0.2668599516488709,0.26461412201315504
UGC04325,Sm,dwarf irregular,1500000000.0,2.824065280390095,2.824065280390095,1.044409963430427,1.044409963430427
UGC04483,Im,dwarf irregular,1500000000.0,2.8800322301938137,2.8800322301938137,1.0651079410599453,1.0651079410599453
UGC04499,Sdm,spiral,1500000000.0,2.5677886952040154,2.5677886952040154,0.9496324733982928,0.9496324733982928
UGC05005,Im,dwarf irregular,5000000000.0,4.373809743159406,4.293888050327823,1.4793596918483214,1.4523276676355077
UGC05253,Sab,spiral,0.0,2.4454905961529203,2.4808400726092543,inf,inf
UGC05414,Im,dwarf irregular,1500000000.0,2.085338339878712,2.085338339878712,0.7712102671337496,0.7712102671337496
UGC05716,Sm,dwarf irregular,5000000000.0,4.932760700462096,4.979223655387346,1.6684144437718316,1.6841296729923254
UGC05721,Sd,spiral,2500000000.0,6.385841369562384,6.384720111305895,2.2738388472321494,2.2734395951314728
UGC05750,Sdm,spiral,5000000000.0,2.9442780063622154,2.9442780063622154,0.9958472041496511,0.9958472041496511
UGC05764,Im,dwarf irregular,5000000000.0,5.59447257459959,5.5886636067804565,1.8922261620907235,1.8902613869067295
UGC05829,Im,dwarf irregular,5000000000.0,2.921582339811419,2.887858705771782,0.9881708176018846,0.9767644264256544
UGC05918,Im,dwarf irregular,2500000000.0,3.8566473628161377,3.826112516819781,1.3732559401562012,1.3623832430435376
UGC05986,Sm,dwarf irregular,1500000000.0,3.656666825727672,3.607052652119325,1.352326836158673,1.3339782740330954
UGC05999,Im,dwarf irregular,5000000000.0,3.1569798013303396,3.2704084492110908,1.0677896251366996,1.1061547528924462
UGC06399,Sm,dwarf irregular,1000000000.0,3.1513863807746287,3.1513863807746287,1.2010436008299843,1.2010436008299843
UGC06446,Sd,spiral,1500000000.0,4.278359808652043,4.27761512922149,1.5822444482158935,1.5819690471399228
UGC06614,Sa,spiral,0.0,3.4123214354971134,3.4123214354971134,inf,inf
UGC06628,Sm,dwarf irregular,5000000000.0,0.5871393943100699,0.5871393943100699,0.19858896578595392,0.19858896578595392
UGC06667,Scd,spiral,500000000.0,7.105892834887106,7.392588661478867,2.8510408213518255,2.9660695058418725
UGC06786,S0,lenticular,1500000000.0,4.023213454719858,3.9828893900660995,1.4878849459656798,1.472972098453677
UGC06787,Sab,spiral,1500000000.0,4.271836900680583,4.339443823890573,1.5798321137265892,1.6048348446080913
UGC06818,Sm,dwarf irregular,1500000000.0,3.007438060026562,3.007438060026562,1.1122258030302123,1.1122258030302123
UGC06917,Sm,dwarf irregular,1000000000.0,2.4733535351641476,2.457114408064227,0.9426344716476586,0.9364454813653467
UGC06923,Im,dwarf irregular,1000000000.0,1.754895875762864,1.754895875762864,0.6688188013269998,0.6688188013269998
UGC06930,Sd,spiral,2500000000.0,2.542757245708197,2.481345226211031,0.9054124381997519,0.8835451496878225
UGC06973,Sab,spiral,1500000000.0,0.878727034189086,0.8779791921111725,0.32497523198754796,0.3246986612854934
UGC06983,Scd,spiral,500000000.0,3.371195902400519,3.406670379642719,1.3525980982051475,1.3668312403427656
UGC07089,Sdm,spiral,1500000000.0,2.125390770537451,2.0870508060804913,0.7860226576015136,0.7718435799596236
UGC07125,Sm,dwarf irregular,1500000000.0,1.8641645749176021,1.8985587037721454,0.689414677853712,0.7021344868144428
UGC07151,Scd,spiral,1500000000.0,1.85022936684051,1.8548918743792189,0.6842610894224344,0.6859854013077901
UGC07232,Im,dwarf irregular,2500000000.0,2.569128602270626,2.569128602270626,0.9148026205634536,0.9148026205634536
UGC07261,Sdm,spiral,5000000000.0,2.6974938667417283,2.6974938667417283,0.9123770648019114,0.9123770648019114
UGC07323,Sdm,spiral,1500000000.0,1.5608682845223405,1.5608682845223405,0.5772481249911153,0.5772481249911153
UGC07399,Sdm,spiral,1500000000.0,6.444294272632707,6.527310452746247,2.383261177548111,2.4139626369791554
UGC07524,Sm,dwarf irregular,1500000000.0,2.658674926683884,2.789726353804122,0.9832444746347185,1.0317105696490825
UGC07559,Im,dwarf irregular,1500000000.0,2.0828955795132074,2.0828955795132074,0.7703068732633169,0.7703068732633169
UGC07577,Im,dwarf irregular,1500000000.0,1.2289445343713026,1.2289445343713026,0.4544944216103457,0.4544944216103457
UGC07603,Sd,spiral,1500000000.0,5.146513551513178,5.1543460793386915,1.9033094126590455,1.9062060773206653
UGC07608,Im,dwarf irregular,5000000000.0,6.044797276566266,6.001826291640395,2.04454010610144,2.030005970702026
UGC07690,Im,dwarf irregular,2500000000.0,2.0283684421650214,2.0283684421650214,0.7222514142424825,0.7222514142424825
UGC07866,Im,dwarf irregular,2500000000.0,2.1941415270887523,2.1941415270887523,0.7812790753619325,0.7812790753619325
UGC08286,Scd,spiral,1500000000.0,4.763541203304361,4.733637735762986,1.7616766611199646,1.7506176110129443
UGC08490,Sm,dwarf irregular,1500000000.0,6.021308065920568,6.0258425743020325,2.2268303004889316,2.2285072750850023
UGC08550,Sd,spiral,1500000000.0,4.556818142389723,4.773932642702127,1.6852253035719338,1.7655196752729205
UGC08699,Sab,spiral,4500000000.0,2.888015960499363,2.940963523209632,0.9844810395893852,1.0025300643502169
UGC08837,Im,dwarf irregular,2500000000.0,1.928067001341494,1.928067001341494,0.6865365727080579,0.6865365727080579
UGC09037,Scd,spiral,2500000000.0,1.4682394716655782,1.450120720959914,0.5228034576032047,0.5163518223630581
UGC09133,Sab,spiral,0.0,3.141452442297396,3.236719875313883,inf,inf
UGC09992,Im,dwarf irregular,5000000000.0,1.4249357541223249,1.4249357541223249,0.48195798215021524,0.48195798215021524
UGC10310,Sm,dwarf irregular,3000000000.0,2.3075310739566466,2.3075310739566466,0.8106178645138741,0.8106178645138741
UGC11455,Scd,spiral,0.0,1.523602996448417,1.493763257377493,inf,inf
UGC11557,Sdm,spiral,5000000000.0,0.8603669458108361,0.8603669458108361,0.291003096744625,0.291003096744625
UGC11820,Sm,dwarf irregular,5000000000.0,3.752706345540006,3.8846553375001314,1.2692830344570782,1.3139123236919652
UGC11914,Sab,spiral,0.0,1.2890600645578878,1.2890600645578878,inf,inf
UGC12506,Scd,spiral,0.0,2.5649448413546727,2.5553447436687016,inf,inf
UGC12632,Sm,dwarf irregular,1500000000.0,3.343531542167607,3.4347560590127433,1.2365215775753555,1.27025868519952
UGC12732,Sm,dwarf irregular,3000000000.0,4.175432228879734,4.158693579527565,1.4667971300569733,1.4609169716721784
UGCA281,BCD,dwarf BCD,1500000000.0,2.2114809116811838,2.2114809116811838,0.8178609446935265,0.8178609446935265
UGCA442,Sm,dwarf irregular,3500000000.0,5.982201941230863,6.126493295111651,2.077610727362515,2.1277229214397857
UGCA444,Im,dwarf irregular,2000000000.0,5.02567067524575,5.087773822041482,1.8193802840776252,1.841862704466981
