Galaxy,Galaxy_Type,Galaxy_Class,Baryonic_Mass_Msun,Mass_Category,Boundary_kpc,Outer_Points_Count,Avg_GR_Percent_Off,Median_GR_Percent_Off,Avg_Model_Percent_Off,Median_Model_Percent_Off,Median_G_Required_Outer,Mean_G_Required_Outer,Median_G_Ratio_Outer,Mean_G_Ratio_Outer
F561-1,Sm,dwarf irregular,5000000000.0,dwarf,6.4,3,8.039824698056117,9.192464121094387,84.69347027955219,87.75249628256158,0.8387154950158507,0.8758047243966204,0.28367989672975613,0.2962246378523989
F563-1,Sm,dwarf irregular,2500000000.0,dwarf,8.040000000000001,10,61.99403395141811,62.069197489842765,36.30857024054145,36.43453133891023,6.950707265739194,6.968357073259429,2.4749735049650345,2.48125816123241
F563-V1,Im,dwarf irregular,5000000000.0,dwarf,3.935,3,6.225840147349171,4.864710048545183,81.6828016062367,80.31107954232739,0.9093713746354138,0.9033609649825524,0.30757793218151436,0.3055450230487278
F563-V2,Im,dwarf irregular,5000000000.0,dwarf,6.4,4,53.18230918456771,53.53936074754696,19.498672444699938,20.112609704844566,4.632711883673361,4.565937758290131,1.5669285193238691,1.5443434149523607
F565-V2,Im,dwarf irregular,5000000000.0,dwarf,4.4,4,60.31175772794417,60.02442723435198,31.757501585624233,31.263447184853444,6.259142764031207,6.364841110995273,2.117038475464933,2.152788972897564
F567-2,Sm,dwarf irregular,5000000000.0,dwarf,3.8360000000000003,3,24.972621597356078,22.446718180618372,29.00686597758924,33.35006562674467,1.662645414371041,1.7946600890969322,0.5623588478451393,0.6070103530523316
F568-1,Sc,spiral,2500000000.0,dwarf,6.4,5,53.47857377411367,53.13452968664129,22.038130882179438,21.461572459657205,4.552962157179461,4.636041303894184,1.621196272165152,1.650778684295722
F568-3,Sd,spiral,5000000000.0,dwarf,7.192,6,42.17843026028395,40.67163318999014,5.644965441080502,5.369535656017042,2.845943378710631,3.0300747903678515,0.9625873476393891,1.0248663685398405
F568-V1,Sd,spiral,5000000000.0,dwarf,9.600000000000001,3,55.18893047120128,54.15108195990215,22.94898523589553,21.164442224360844,4.757094918850432,5.025489865105217,1.6089987645782486,1.6997783568104239
F571-8,Sc,spiral,2500000000.0,dwarf,12.440000000000001,1,60.71798837744944,60.71798837744944,34.17013842327347,34.17013842327347,6.480560365954144,6.480560365954144,2.3075659195319713,2.3075659195319713
F571-V1,Sd,spiral,5000000000.0,dwarf,5.436,5,48.22575597967745,47.271600151371196,10.976058318660645,9.335421851217406,3.596754669069769,3.770873165398643,1.2165352841903765,1.2754276229522614
F574-1,Sd,spiral,5000000000.0,dwarf,6.4,7,43.598376866782864,44.37385632452429,3.2656258989410643,4.35285605368647,3.231782267013743,3.1492352096335354,1.0930901661023795,1.0651701612233473
F574-2,Sm,dwarf irregular,5000000000.0,dwarf,4.332,3,18.551537900638124,16.051157434880025,103.84508544744465,99.5457715902025,0.7425078466063582,0.7143289567934344,0.25113945133724347,0.24160846663552613
F579-V1,Sc,spiral,5000000000.0,dwarf,12.128,2,35.47450616261321,35.47450616261321,10.949254963227892,10.949254963227892,2.4066946644674454,2.4066946644674454,0.8140196502072221,0.8140196502072221
F583-1,Sm,dwarf irregular,2500000000.0,dwarf,6.504000000000001,5,54.27928414281878,54.42182898177859,23.379983057200132,23.618863568396105,4.813779717788827,4.88281777783926,1.7140669006434386,1.7386496320010416
F583-4,Sc,spiral,5000000000.0,dwarf,5.832000000000001,3,39.42212318405443,37.92546139029081,5.20951061604016,6.734926016837101,2.595212949766885,2.737961724935632,0.8777824494200889,0.9260645642001477
IC2574,Sm,dwarf irregular,3500000000.0,dwarf,4.0920000000000005,22,39.50864884563097,39.27631946250414,8.05280755184326,7.2068378572416485,2.7123139719822906,2.7966533919574403,0.9419830121960389,0.9712739798700337
IC4202,Sbc,spiral,0.0,ultra-light,20.72,6,16.137663392561898,16.179694303503105,100.0,100.0,1.423318571055066,1.4271264339675869,inf,inf
KK98-251,Im,dwarf irregular,2500000000.0,dwarf,1.565,7,33.52745559266886,34.47547915320882,11.396494635609812,9.807771014185217,2.3291222937808156,2.2807691548756956,0.8293423599271464,0.8121250131023209
NGC0024,Sc,spiral,1500000000.0,dwarf,9.016,2,57.2193450422707,57.2193450422707,29.65239897308708,29.65239897308708,5.495377592948973,5.495377592948973,2.0323280593908306,2.0323280593908306
NGC0055,Sm,dwarf irregular,1500000000.0,dwarf,10.8,5,33.37798863945183,33.75867454378503,9.551821481768688,8.9258296604405,2.2789876527436443,2.253857907259435,0.8428266257115705,0.8335330174000255
NGC0100,Scd,spiral,500000000.0,ultra-light,7.696,5,47.62755517017901,47.938523855724966,17.318098304535486,17.809033611684626,3.6894960034807314,3.6619048096330595,1.4803071141875868,1.4692369190977683
NGC0247,Sd,spiral,1500000000.0,dwarf,9.600000000000001,10,38.83205067303914,38.0359895497618,4.116674883371684,3.899611897673962,2.6045996034371317,2.691342307568259,0.96324606781077,0.9953256890144744
NGC0289,Sbc,spiral,2500000000.0,dwarf,56.89600000000001,5,44.564044180341014,43.09787502535298,7.098920161036077,4.641874084874322,3.088467457884587,3.27979910416069,1.0997262346076024,1.1678546619877672
NGC0300,Sd,spiral,5000000000.0,dwarf,9.440000000000001,6,53.31373270072087,53.10844625344727,19.724650431611405,19.37166780374568,4.548003291390216,4.602373094874547,1.5382774155183394,1.5566669890141298
NGC0801,Sc,spiral,0.0,ultra-light,47.856,2,18.652790261705956,18.652790261705956,100.0,100.0,1.5134569393589383,1.5134569393589383,inf,inf
NGC0891,Sb,spiral,0.0,ultra-light,13.688,4,2.066624101958434,1.5755402512815813,100.0,100.0,1.032276781573294,1.0288893806371426,inf,inf
NGC1003,Scd,spiral,2500000000.0,dwarf,24.192,8,60.14229590050137,60.4104906401363,33.205377340455144,33.654825366575025,6.380635323922813,6.31978778457515,2.2719851042199686,2.250318813011002
NGC1090,Sbc,spiral,1500000000.0,dwarf,24.072000000000003,5,24.239285779496562,24.471104820663985,24.579310502936394,24.19811219181654,1.7529669821147804,1.7442869996723516,0.6482910272641957,0.6450809526925407
NGC1705,BCD,dwarf BCD,5000000000.0,dwarf,4.800000000000001,3,65.75317056482874,66.16946059473794,41.11381432801327,41.82960999140551,8.737398732246364,8.535022146030299,2.9552624039734803,2.8868122925597057
NGC2366,Im,dwarf irregular,2500000000.0,dwarf,4.848,6,39.71606639953746,39.77434494663527,1.6258510010871232,1.2400754620859513,2.7570314850470963,2.7546126446996375,0.9817101507756122,0.9808488620543611
NGC2403,Scd,spiral,1500000000.0,dwarf,16.696,9,52.86660297434125,52.625346513365535,22.4948423000928,22.098125296141976,4.455617562976938,4.515927141341698,1.6477987985341165,1.670102788803684
NGC2683,Sb,spiral,2500000000.0,dwarf,27.695999999999998,3,31.070519660957814,31.073118111826485,15.513894575346455,15.509540020833253,2.104857675087318,2.1062600538504976,0.749487322425655,0.7499866745275489
NGC2841,Sb,spiral,0.0,ultra-light,50.912000000000006,7,52.477584957009476,52.7173534309868,100.0,100.0,4.472974734147891,4.438966933018203,inf,inf
NGC2903,Sbc,spiral,1500000000.0,dwarf,19.968000000000004,6,27.928077787792166,26.895845218818266,18.513539216188956,20.210920544289493,1.8715572990359768,1.9313944137079233,0.6921486921060511,0.7142779534868922
NGC2915,BCD,dwarf BCD,2000000000.0,dwarf,8.032,6,69.06100675179171,69.20411131608475,48.57888981042624,48.81673192474807,10.54476791954789,10.462319794143452,3.817389576976519,3.7875419201137546
NGC2955,Sb,spiral,0.0,ultra-light,28.344,2,6.575101379466918,6.575101379466918,100.0,100.0,1.146022480915928,1.146022480915928,inf,inf
NGC2976,Sc,spiral,5000000000.0,dwarf,1.816,3,5.1080984093017205,6.824838461423837,63.16319577598901,60.21132329240145,1.1518599846970423,1.1153204584900125,0.3895951886519279,0.3772363743906408
NGC2998,Sc,spiral,0.0,ultra-light,33.824000000000005,2,27.975906507200868,27.975906507200868,100.0,100.0,1.928015903196631,1.928015903196631,inf,inf
NGC3109,Sm,dwarf irregular,2500000000.0,dwarf,3.2,13,62.183808074916215,63.166161585358346,36.626598869033394,38.27285355255609,7.370654309299297,7.083938442840282,2.624506173593271,2.522413804312101
NGC3198,Sc,spiral,1500000000.0,dwarf,35.264,5,46.088554677143215,46.42315591393776,11.349163538896416,11.899374711034682,3.48374006901831,3.4455273852469808,1.288374197065989,1.2742421910046138
NGC3521,Sbc,spiral,2500000000.0,dwarf,14.192,2,22.582297500415986,22.582297500415986,29.738687725710328,29.738687725710328,1.6759835972164974,1.6759835972164974,0.596775959521824,0.596775959521824
NGC3726,Sc,spiral,1000000000.0,dwarf,26.016000000000005,3,33.33741686898143,33.97777487097992,7.982549818043573,6.9452739339650496,2.294138777041937,2.2593798833662055,0.8743328696193898,0.8610857009840717
NGC3741,Im,dwarf irregular,2000000000.0,dwarf,5.6000000000000005,4,71.63198733554916,71.41140577812664,52.85190137327993,52.485291235741975,12.23745826781483,12.457501986661054,4.430172953701609,4.509832611003839
NGC3769,Sb,spiral,1000000000.0,dwarf,29.727999999999998,3,50.09695976556552,50.078553365800616,19.165185699513145,19.135370323537103,4.012598219724964,4.016053941222192,1.5292651652945972,1.5305821958611496
NGC3877,Sc,spiral,500000000.0,ultra-light,9.08,3,16.34249527509534,16.109632150828443,83.67328064591622,83.3056528597455,0.7417601566581024,0.7396274064947398,0.2976105234660738,0.29675481709408374
NGC3893,Sc,spiral,1000000000.0,dwarf,15.240000000000002,3,22.906845165150326,23.752842248232966,24.878380668551582,23.508002896205948,1.720095982700382,1.68433704901605,0.6555560071716261,0.6419277073426747
NGC3917,Scd,spiral,1000000000.0,dwarf,11.888,4,27.167858551705493,27.2329183304456,17.97623153663549,17.87084526942248,1.8908649301184286,1.8964070164300777,0.7206387760660267,0.7227509535319387
NGC3949,Sbc,spiral,1000000000.0,dwarf,5.656000000000001,2,4.025286751699722,4.025286751699722,61.8608044822229,61.8608044822229,1.0064085696402545,1.0064085696402545,0.383558353796582,0.383558353796582
NGC3953,Sbc,spiral,0.0,ultra-light,12.544,2,4.355611607509216,4.355611607509216,100.0,100.0,0.918584629163388,0.918584629163388,inf,inf
NGC3972,Sbc,spiral,500000000.0,ultra-light,6.976000000000001,3,23.20795664077403,24.024242942215757,21.233832039974878,19.94513711747378,1.7324069902178247,1.7084613113765545,0.6950798672415867,0.6854723331205733
NGC3992,Sbc,spiral,0.0,ultra-light,36.816,2,32.005954693979774,32.005954693979774,100.0,100.0,2.165987905368171,2.165987905368171,inf,inf
NGC4010,Sd,spiral,500000000.0,ultra-light,4.188000000000001,8,14.585738319277421,18.610587941796815,37.03212023076465,28.491831701090543,1.5096086896613097,1.3651213927871937,0.6056882785173909,0.5477167904684257
NGC4013,Sb,spiral,500000000.0,ultra-light,24.808000000000003,9,35.040062263690785,35.88396062458076,2.838602578441185,1.221855919974326,2.432577167702762,2.3764951246767905,0.9760035744078549,0.9535022226808985
NGC4051,Sbc,spiral,1500000000.0,dwarf,9.752,2,16.737919125690063,16.737919125690063,91.96135654024962,91.96135654024962,0.7355586328163011,0.7355586328163011,0.2720279768796602,0.2720279768796602
NGC4068,Im,dwarf irregular,3000000000.0,dwarf,1.864,2,23.10300477962437,23.10300477962437,29.74034954727179,29.74034954727179,1.713399852886465,1.713399852886465,0.6019041500592623,0.6019041500592623
NGC4085,Sc,spiral,1000000000.0,dwarf,4.960000000000001,2,9.045383581067004,9.045383581067004,76.63579795321866,76.63579795321866,0.8464830589254442,0.8464830589254442,0.3226081915361625,0.3226081915361625
NGC4088,Sbc,spiral,0.0,ultra-light,17.184,3,5.853650027015244,7.75906470547659,100.0,100.0,1.000927404201456,1.0021232170080385,inf,inf
NGC4100,Sbc,spiral,1000000000.0,dwarf,18.208000000000002,6,25.276356990224627,25.475665287447796,21.040156635248664,20.717309587876493,1.800842735884357,1.7944979474876261,0.6863298823749494,0.6839117823447523
NGC4138,S0,lenticular,1500000000.0,dwarf,14.863999999999999,2,26.472112946744247,26.472112946744247,20.907696899105556,20.907696899105556,1.862233030707832,1.862233030707832,0.6887003445018953,0.6887003445018953
NGC4157,Sb,spiral,0.0,ultra-light,23.688000000000002,4,24.079461290965643,24.16532580152805,100.0,100.0,1.7398053122992316,1.7428982337181333,inf,inf
NGC4183,Scd,spiral,1000000000.0,dwarf,16.816,5,41.995152886535,41.490431664753686,6.041575364587418,5.22400901903928,2.921098568681016,2.991734972153832,1.1132772435367269,1.140197903248348
NGC4214,Im,dwarf irregular,5000000000.0,dwarf,4.5040000000000004,3,57.38716924374058,57.64359934769383,26.72877736982574,27.169699667227363,5.573935060734161,5.519970466984368,1.8852797304973492,1.8670272116480164
NGC4217,Sb,spiral,1000000000.0,dwarf,13.376,4,9.7279230718212,9.537975795769583,46.22609245304814,46.53377616759508,1.222806433943521,1.23078157435165,0.46603103050175576,0.4690704836806292
NGC4389,Sbc,spiral,2000000000.0,dwarf,4.256,2,45.02026808593103,45.02026808593103,141.02604519621968,141.02604519621968,0.4931525014741629,0.4931525014741629,0.17852979158483764,0.17852979158483764
NGC4559,Scd,spiral,500000000.0,ultra-light,16.776,7,29.27630752412444,29.608196644954585,11.653550026768754,11.129587020049478,2.018161035772745,1.999807518454703,0.8097306884225185,0.8023668527575304
NGC5005,Sbc,spiral,0.0,ultra-light,9.176,3,7.661510110322779,7.930675590728501,100.0,100.0,0.8584405199710798,0.8650467483737406,inf,inf
NGC5033,Sc,spiral,0.0,ultra-light,35.672000000000004,4,38.756867530918235,38.59256796388655,100.0,100.0,2.6549760003177942,2.6787585657942623,inf,inf
NGC5055,Sbc,spiral,0.0,ultra-light,43.672000000000004,4,30.495173535701447,30.667361914939416,100.0,100.0,2.0802931998620027,2.0717576027444013,inf,inf
NGC5371,Sbc,spiral,0.0,ultra-light,36.992000000000004,4,5.567748052674352,4.478021956887147,100.0,100.0,1.0762797590360231,1.089185224321918,inf,inf
NGC5585,Sd,spiral,1000000000.0,dwarf,8.768,4,45.63952525076252,45.45277189667478,11.944866264705368,11.642356184622955,3.3609450941724583,3.385464480009082,1.280909768069928,1.290254496991464
NGC5907,Sc,spiral,0.0,ultra-light,40.264,4,32.34740755008671,32.717926807956275,100.0,100.0,2.211211475279571,2.189329307432476,inf,inf
NGC5985,Sb,spiral,0.0,ultra-light,27.776,3,32.29186749315824,32.673062344652365,100.0,100.0,2.206085182660936,2.1829652858200075,inf,inf
NGC6015,Scd,spiral,1000000000.0,dwarf,23.384,8,44.2607290891614,43.8726620801488,9.711440582469208,9.082835101474211,3.179731921833983,3.2425196303872834,1.2118465385176926,1.2357759354424147
NGC6195,Sb,spiral,0.0,ultra-light,29.144000000000002,3,4.376335963447143,3.431989108054093,100.0,100.0,1.0723422766401824,1.096303001986845,inf,inf
NGC6503,Scd,spiral,1000000000.0,dwarf,18.8,7,49.768164229848125,50.189549241587436,18.632590371699727,19.315165601844758,4.030501213313857,3.983405054450562,1.5360882816274015,1.5181391845025582
NGC6674,Sb,spiral,0.0,ultra-light,57.928,3,47.079614084152844,46.79781465218032,100.0,100.0,3.5329790022360306,3.57983337214784,inf,inf
NGC6789,BCD,dwarf BCD,3500000000.0,dwarf,0.568,1,59.52761148842415,59.52761148842415,31.32363809111879,31.32363809111879,6.104953061864493,6.104953061864493,2.1202420272633886,2.1202420272633886
NGC6946,Scd,spiral,1000000000.0,dwarf,16.32,12,14.080921297340906,15.309308569154272,39.174942832560056,37.18515510540675,1.3942347169545022,1.3589172319598706,0.5313650827042029,0.5179050260101125
NGC7331,Sb,spiral,0.0,ultra-light,29.048000000000002,7,18.468199210992967,18.873626641308665,100.0,100.0,1.5194131341847439,1.5103973777264914,inf,inf
NGC7793,Sd,spiral,4500000000.0,dwarf,6.296,4,20.279715867724136,20.167878150203858,36.541589503367106,36.7331404979836,1.569899680689987,1.5748627778043363,0.5351550998455997,0.5368469447223408
NGC7814,Sab,spiral,500000000.0,ultra-light,15.624000000000002,4,34.9879934391342,35.136356557674574,3.6682984755641903,3.0264655693066667,2.378538697223907,2.3750432834612187,0.9543221490277494,0.9529197119861981
PGC51017,BCD,dwarf BCD,1500000000.0,dwarf,2.904,2,13.055223979434222,13.055223979434222,85.90561080403928,85.90561080403928,0.7832336746505759,0.7832336746505759,0.2896593995823964,0.2896593995823964
UGC00128,Sdm,spiral,5000000000.0,dwarf,21.5,13,56.11563433422469,54.370056171998904,24.542419041037817,21.540960469219545,4.8028622590472585,5.364496060905442,1.6244787150713371,1.8144408892029342
UGC00191,Sm,dwarf irregular,2500000000.0,dwarf,7.984000000000001,1,44.608600223336914,44.608600223336914,7.173588387577281,7.173588387577281,3.2592323296566565,3.2592323296566565,1.1605313465273428,1.1605313465273428
UGC00634,Sm,dwarf irregular,4000000000.0,dwarf,7.204000000000001,3,51.96631892625285,52.252858480118256,18.088482365147595,18.577116365183798,4.386369837088706,4.444724272147989,1.508367067619652,1.5284337540510433
UGC00731,Im,dwarf irregular,1500000000.0,dwarf,6.4,5,49.85080274682843,49.37912873386237,17.53572441394613,16.76011367793273,3.902480740587652,3.992713177498918,1.4432349690592476,1.476605180714453
UGC00891,Sm,dwarf irregular,2500000000.0,dwarf,3.2,3,51.960448942454626,52.77003435861221,19.494016072465005,20.85074129296251,4.482958729405065,4.4930275401739594,1.5962697974375561,1.5998550498337198
UGC01230,Sm,dwarf irregular,5000000000.0,dwarf,14.616,4,46.50217150399241,46.18591959895468,8.01241709608638,7.468633373437719,3.453225517857386,3.5283495376147824,1.1679892217465573,1.1933985223894403
UGC01281,Sdm,spiral,500000000.0,ultra-light,3.2,5,52.06852789767678,51.848980684132705,24.329191097326657,23.982585526653963,4.313095055624667,4.356485493493373,1.7305087982166303,1.7479179982277326
UGC02023,Im,dwarf irregular,5000000000.0,dwarf,3.024,2,23.330967192567535,23.330967192567535,31.829631403878096,31.829631403878096,1.7353121031889809,1.7353121031889809,0.5869370020608033,0.5869370020608033
UGC02259,Sdm,spiral,1500000000.0,dwarf,6.5120000000000005,2,51.10909578824722,51.10909578824722,19.60483478498024,19.60483478498024,4.203291841899063,4.203291841899063,1.5544824368503323,1.5544824368503323
UGC02455,Im,dwarf irregular,2500000000.0,dwarf,3.224,2,29.06660280196731,29.06660280196731,116.29331711093725,116.29331711093725,0.6147916450224991,0.6147916450224991,0.21891197173626556,0.21891197173626556
UGC02487,S0,lenticular,0.0,ultra-light,64.304,4,45.253605244197296,45.335639758159346,100.0,100.0,3.3514841229065944,3.359132491620329,inf,inf
UGC02885,Sc,spiral,0.0,ultra-light,59.256,4,36.31851567431379,36.37295669898825,100.0,100.0,2.470583751101445,2.4703690084769114,inf,inf
UGC02916,Sab,spiral,0.0,ultra-light,30.400000000000002,3,18.756314784290755,18.617875951039203,100.0,100.0,1.509878353143353,1.5175943856219603,inf,inf
UGC02953,Sab,spiral,0.0,ultra-light,49.912000000000006,8,44.30543009036262,44.250486810367846,100.0,100.0,3.2178163638286894,3.244034594642475,inf,inf
UGC03205,Sab,spiral,0.0,ultra-light,32.032000000000004,2,43.72191697408376,43.72191697408376,100.0,100.0,3.165529320028739,3.165529320028739,inf,inf
UGC03546,Sa,spiral,0.0,ultra-light,23.384,2,30.797606724493782,30.797606724493782,100.0,100.0,2.103214467628312,2.103214467628312,inf,inf
UGC03580,Sa,spiral,2000000000.0,dwarf,21.648,2,52.19629260065456,52.19629260065456,20.5494604840047,20.5494604840047,4.380978900639674,4.380978900639674,1.5859906372385084,1.5859906372385084
UGC04278,Sd,spiral,1500000000.0,dwarf,5.352,6,46.97053850311023,46.367053882158174,12.799479022907228,11.807121720697598,3.4888018037188213,3.605511494288851,1.2902461531394427,1.3334083153269198
UGC04305,Im,dwarf irregular,5000000000.0,dwarf,4.4159999999999995,5,13.085518128661496,12.581037158510625,94.44646196935986,93.5790251710856,0.7889863858076184,0.7823464647686064,0.2668599516488709,0.26461412201315504
UGC04325,Sm,dwarf irregular,1500000000.0,dwarf,4.472,2,40.489238770108926,40.489238770108926,2.1417673024223047,2.1417673024223047,2.824065280390095,2.824065280390095,1.044409963430427,1.044409963430427
UGC04483,Im,dwarf irregular,1500000000.0,dwarf,0.968,2,41.073495072407695,41.073495072407695,3.1025059655443092,3.1025059655443092,2.8800322301938137,2.8800322301938137,1.0651079410599453,1.0651079410599453
UGC04499,Sdm,spiral,1500000000.0,dwarf,6.5440000000000005,2,37.59424901201557,37.59424901201557,2.618692411917699,2.618692411917699,2.5677886952040154,2.5677886952040154,0.9496324733982928,0.9496324733982928
UGC05005,Im,dwarf irregular,5000000000.0,dwarf,11.444,4,51.69478857889694,52.17999118875678,16.9409345162225,17.77522287061819,4.373809743159406,4.293888050327823,1.4793596918483214,1.4523276676355077
UGC05253,Sab,spiral,0.0,ultra-light,42.632000000000005,4,36.32311491862437,36.03630938455923,100.0,100.0,2.4454905961529203,2.4808400726092543,inf,inf
UGC05414,Im,dwarf irregular,1500000000.0,dwarf,3.2880000000000003,2,30.6876548753104,30.6876548753104,13.975749223315804,13.975749223315804,2.085338339878712,2.085338339878712,0.7712102671337496,0.7712102671337496
UGC05716,Sm,dwarf irregular,5000000000.0,dwarf,6.4,6,55.118750610857866,54.97396240604094,22.828313502051127,22.57935541592805,4.932760700462096,4.979223655387346,1.6684144437718316,1.6841296729923254
UGC05721,Sd,spiral,2500000000.0,dwarf,5.392,3,60.40555705987754,60.427732424820086,33.64655753883157,33.68371961745952,6.385841369562384,6.384720111305895,2.2738388472321494,2.2734395951314728
UGC05750,Sdm,spiral,5000000000.0,dwarf,11.425,2,41.711839376652556,41.711839376652556,1.0371199899932686,1.0371199899932686,2.9442780063622154,2.9442780063622154,0.9958472041496511,0.9958472041496511
UGC05764,Im,dwarf irregular,5000000000.0,dwarf,1.81,6,57.45396290651291,57.68563042683744,26.843626659310157,27.241970588981758,5.59447257459959,5.5886636067804565,1.8922261620907235,1.8902613869067295
UGC05829,Im,dwarf irregular,5000000000.0,dwarf,3.2,6,41.09085563697327,41.49509358685455,2.290340933976642,1.4972939096623854,2.921582339811419,2.887858705771782,0.9881708176018846,0.9767644264256544
UGC05918,Im,dwarf irregular,2500000000.0,dwarf,2.23,5,48.85768470773363,49.079221493629376,14.294319528420283,14.665576888908856,3.8566473628161377,3.826112516819781,1.3732559401562012,1.3623832430435376
UGC05986,Sm,dwarf irregular,1500000000.0,dwarf,7.5280000000000005,4,47.3198094785424,47.70533959757021,13.37381280190759,14.007770347064943,3.656666825727672,3.607052652119325,1.352326836158673,1.3339782740330954
UGC05999,Im,dwarf irregular,5000000000.0,dwarf,6.4879999999999995,4,44.54115681272745,43.70063737385279,4.6405231975893635,3.195280395414624,3.1569798013303396,3.2704084492110908,1.0677896251366996,1.1061547528924462
UGC06399,Sm,dwarf irregular,1000000000.0,dwarf,6.28,2,43.615520732454804,43.615520732454804,8.66630791210514,8.66630791210514,3.1513863807746287,3.1513863807746287,1.2010436008299843,1.2010436008299843
UGC06446,Sd,spiral,1500000000.0,dwarf,8.176,4,51.60812744747258,51.62524070591607,20.42543185385802,20.45357253282711,4.278359808652043,4.27761512922149,1.5822444482158935,1.5819690471399228
UGC06614,Sa,spiral,0.0,ultra-light,51.672000000000004,1,45.86538744544169,45.86538744544169,100.0,100.0,3.4123214354971134,3.4123214354971134,inf,inf
UGC06628,Sm,dwarf irregular,5000000000.0,dwarf,6.152000000000001,2,30.578823993435897,30.578823993435897,124.5255692665755,124.5255692665755,0.5871393943100699,0.5871393943100699,0.19858896578595392,0.19858896578595392
UGC06667,Scd,spiral,500000000.0,ultra-light,3.2,6,62.9198764492857,62.483096556464034,41.4605306237273,40.770973504937366,7.105892834887106,7.392588661478867,2.8510408213518255,2.9660695058418725
UGC06786,S0,lenticular,1500000000.0,dwarf,27.24,4,49.800117818728275,50.095381031856796,17.452379193925754,17.93790375486605,4.023213454719858,3.9828893900660995,1.4878849459656798,1.472972098453677
UGC06787,Sab,spiral,1500000000.0,dwarf,29.752,4,51.819494779467526,51.597055769627985,20.772999808486006,20.407225821797972,4.271836900680583,4.339443823890573,1.5798321137265892,1.6048348446080913
UGC06818,Sm,dwarf irregular,1500000000.0,dwarf,5.5840000000000005,2,42.02688367071133,42.02688367071133,5.69339739361447,5.69339739361447,3.007438060026562,3.007438060026562,1.1122258030302123,1.1122258030302123
UGC06917,Sm,dwarf irregular,1000000000.0,dwarf,8.376000000000001,3,36.18003793625485,36.41467416747166,3.377965708133131,2.997893149638204,2.4733535351641476,2.457114408064227,0.9426344716476586,0.9364454813653467
UGC06923,Im,dwarf irregular,1000000000.0,dwarf,4.128,2,24.48838973746086,24.48838973746086,22.3165355142267,22.3165355142267,1.754895875762864,1.754895875762864,0.6688188013269998,0.6688188013269998
UGC06930,Sd,spiral,2500000000.0,dwarf,13.288,3,36.29922060982516,37.288447883492346,6.751495566930111,5.093721644373411,2.542757245708197,2.481345226211031,0.9054124381997519,0.8835451496878225
