ell_eff,Cl_uK2,template_F,Cl_plus_1sigma,Cl_minus_1sigma
2.030000000000000000e+02,8.263209951324459457e-01,2.173641332771787393e-01,8.269517913572191903e-01,8.256901989076727011e-01
2.120000000000000000e+02,7.842628184192179663e-01,1.858317724798779214e-01,7.848021069336379441e-01,7.837235299047979886e-01
2.210000000000000000e+02,7.448946160106659775e-01,1.561637273806670834e-01,7.453478071061473420e-01,7.444414249151846130e-01
2.300000000000000000e+02,6.722708480224609540e-01,1.640120691890585292e-01,6.727468152048192707e-01,6.717948808401026373e-01
2.390000000000000000e+02,6.327171197282079884e-01,1.427779285239156870e-01,6.331314648960880698e-01,6.323027745603279071e-01
2.480000000000000000e+02,5.530515476618409476e-01,1.653924229076233487e-01,5.535315206656814535e-01,5.525715746580004417e-01
2.570000000000000000e+02,4.954071581504940203e-01,1.694951965895003521e-01,4.958990375075612578e-01,4.949152787934267828e-01
2.660000000000000000e+02,4.503288227766160112e-01,1.643372701076283304e-01,4.508057337002836507e-01,4.498519118529483718e-01
2.750000000000000000e+02,4.218994635278580096e-01,1.456536858326124007e-01,4.223221542163459463e-01,4.214767728393700730e-01
2.840000000000000000e+02,3.529097394862180104e-01,1.704919586664343512e-01,3.534045114720996139e-01,3.524149675003364068e-01
2.930000000000000000e+02,3.188382482092380066e-01,1.632295122818835931e-01,3.193119443916145883e-01,3.183645520268614248e-01
3.020000000000000000e+02,2.702427861546869980e-01,1.731797559164233169e-01,2.707453581963215061e-01,2.697402141130524900e-01
3.110000000000000000e+02,2.363502910179499927e-01,1.709993540456479499e-01,2.368465354780841248e-01,2.358540465578158607e-01
3.200000000000000000e+02,2.087020020389259989e-01,1.650403042995087499e-01,2.091809531856398119e-01,2.082230508922121859e-01
3.290000000000000000e+02,1.836825002292689912e-01,1.588182852933905653e-01,1.841433949191039476e-01,1.832216055394340348e-01
3.380000000000000000e+02,1.558503665383760006e-01,1.576796314159561174e-01,1.563079568257947083e-01,1.553927762509572930e-01
3.470000000000000000e+02,1.299884141098860135e-01,1.567490471139462438e-01,1.304433038180707327e-01,1.295335244017012943e-01
3.560000000000000000e+02,1.165902916503999964e-01,1.454413079497896832e-01,1.170123660128884052e-01,1.161682172879115876e-01
3.650000000000000000e+02,1.028303358501640036e-01,1.364900907141154418e-01,1.032264335533284588e-01,1.024342381469995483e-01
3.740000000000000000e+02,9.133252836139500730e-02,1.271780801556754437e-01,9.170160237386701385e-02,9.096345434892300075e-02
3.830000000000000000e+02,8.081931018342078388e-02,1.186875843768785410e-01,8.116374456191560727e-02,8.047487580492596049e-02
3.920000000000000000e+02,7.290694272035359857e-02,1.093049430607938161e-01,7.322414843590686895e-02,7.258973700480032820e-02
4.010000000000000000e+02,6.760890529986471331e-02,9.891720167152862064e-02,6.789596552658559714e-02,6.732184507314382949e-02
4.100000000000000000e+02,6.480633978119491878e-02,8.754199718936468699e-02,6.506038887615643584e-02,6.455229068623340172e-02
4.190000000000000000e+02,6.182522267930209980e-02,7.775092715241793684e-02,6.205085784082078199e-02,6.159958751778341762e-02
4.280000000000000000e+02,6.056966974406689103e-02,6.753694748722771646e-02,6.076566367768116567e-02,6.037367581045261639e-02
4.370000000000000000e+02,5.812511288005114268e-02,5.971200947506314499e-02,5.829839864519834047e-02,5.795182711490394489e-02
4.460000000000000000e+02,5.851943186525254692e-02,5.014680651116687482e-02,5.866495916892845719e-02,5.837390456157663665e-02
4.550000000000000000e+02,6.195671302334219283e-02,3.853791402041154696e-02,6.206855102673400348e-02,6.184487501995038217e-02
4.640000000000000000e+02,6.478587456759064833e-02,2.844004348305563534e-02,6.486840829471030023e-02,6.470334084047099643e-02
4.730000000000000000e+02,6.104449124977737867e-02,2.572304369358432291e-02,6.111914017463426774e-02,6.096984232492048961e-02
4.820000000000000000e+02,6.270495142447948811e-02,1.832648784708253153e-02,6.275813535677318700e-02,6.265176749218578922e-02
4.910000000000000000e+02,6.290931140393764276e-02,1.302545888663290963e-02,6.294711161581137415e-02,6.287151119206391137e-02
5.000000000000000000e+02,6.138341791852563317e-02,1.001703315652243548e-02,6.141248760266945078e-02,6.135434823438181556e-02
5.090000000000000000e+02,6.239310712137074305e-02,4.964198977158169879e-03,6.240751335264083793e-02,6.237870089010064817e-02
5.180000000000000000e+02,5.979577876007557274e-02,3.944880444069050196e-03,5.980722690312375439e-02,5.978433061702739110e-02
5.270000000000000000e+02,5.824024254436045711e-02,2.251939475458937523e-03,5.824677772980306478e-02,5.823370735891784944e-02
5.360000000000000000e+02,5.509682698299735865e-02,2.463154645719070612e-03,5.510397512021818905e-02,5.508967884577652824e-02
5.450000000000000000e+02,5.319178416694699679e-02,1.706799328700485396e-03,5.319673734186484981e-02,5.318683099202914377e-02
5.540000000000000000e+02,5.244848086113482882e-02,2.004378088606845187e-05,5.244853902869505563e-02,5.244842269357460202e-02
5.630000000000000000e+02,5.037902019516377755e-02,-1.429150319898972454e-04,5.037860545211816227e-02,5.037943493820939284e-02
5.720000000000000000e+02,4.619669873493909701e-02,1.976270474286320744e-03,4.620243392195231419e-02,4.619096354792587983e-02
5.810000000000000000e+02,4.478373579305410662e-02,1.471799707802687318e-03,4.478800699311506761e-02,4.477946459299314563e-02
5.900000000000000000e+02,4.276831845684349320e-02,1.696326144361118282e-03,4.277324123831490604e-02,4.276339567537208036e-02
5.990000000000000000e+02,3.857435315988212710e-02,4.210557279724101709e-03,3.858657230384206910e-02,3.856213401592218509e-02
6.080000000000000000e+02,3.596941362068056813e-02,5.234783090182923426e-03,3.598460509390574713e-02,3.595422214745538914e-02
6.170000000000000000e+02,3.518814504199475196e-02,4.524912124306799954e-03,3.520127645168230623e-02,3.517501363230719769e-02
6.260000000000000000e+02,3.123482914682478018e-02,7.069435979583586771e-03,3.125534482924195029e-02,3.121431346440761354e-02
6.350000000000000000e+02,3.015397089019418095e-02,6.818302862497755551e-03,3.017375777793954508e-02,3.013418400244881681e-02
6.440000000000000000e+02,2.813349562175199853e-02,7.579284341942910119e-03,2.815549089704097105e-02,2.811150034646302601e-02
6.530000000000000000e+02,2.717538679072261168e-02,7.346938171470539930e-03,2.719670779153508799e-02,2.715406578991013536e-02
6.620000000000000000e+02,2.645775141010433054e-02,6.940231731068533666e-03,2.647789213851708609e-02,2.643761068169157499e-02
6.710000000000000000e+02,2.529030572607367938e-02,7.046711283984742613e-03,2.531075546084816594e-02,2.526985599129919283e-02
6.800000000000000000e+02,2.388777129273116084e-02,7.448930166295400501e-03,2.390938827689803245e-02,2.386615430856428924e-02
6.890000000000000000e+02,2.408557667331024874e-02,6.308537685164511410e-03,2.410388420958886266e-02,2.406726913703163481e-02
6.980000000000000000e+02,2.427387122662737901e-02,5.232170523656199529e-03,2.428905511811826901e-02,2.425868733513648901e-02
7.070000000000000000e+02,2.373656638839468855e-02,4.932340979273978215e-03,2.375088016694734683e-02,2.372225260984203027e-02
7.160000000000000000e+02,2.336150088305026171e-02,4.517253480710536201e-03,2.337461006715996215e-02,2.334839169894056127e-02
7.250000000000000000e+02,2.380640044993535126e-02,3.324857575346697874e-03,2.381604927090142515e-02,2.379675162896927737e-02
7.340000000000000000e+02,2.387604389151557968e-02,2.545748004052848790e-03,2.388343171675597065e-02,2.386865606627518871e-02
7.430000000000000000e+02,2.483248598745465066e-02,9.130193236318411010e-04,2.483513559267612122e-02,2.482983638223318010e-02
7.520000000000000000e+02,2.507702401586622137e-02,2.039104773206290577e-05,2.507708319120363627e-02,2.507696484052880648e-02
7.610000000000000000e+02,2.540446069647743846e-02,-9.319317763066096993e-04,2.540175620683888733e-02,2.540716518611598959e-02
7.700000000000000000e+02,2.485440715008228885e-02,-9.884559084579538912e-04,2.485153862597939620e-02,2.485727567418518150e-02
7.790000000000000000e+02,2.431014801866934055e-02,-1.037141392298275566e-03,2.430713820805820505e-02,2.431315782928047606e-02
7.880000000000000000e+02,2.507295282733067870e-02,-2.383603771276908423e-03,2.506603554876402767e-02,2.507987010589732974e-02
7.970000000000000000e+02,2.437114974038675011e-02,-2.260083842839925861e-03,2.436459091978355335e-02,2.437770856098994687e-02
8.060000000000000000e+02,2.408984018477797889e-02,-2.555087785230662767e-03,2.408242525525585570e-02,2.409725511430010209e-02
8.150000000000000000e+02,2.411774002204835135e-02,-3.160149552259256672e-03,2.410856918794048939e-02,2.412691085615621331e-02
8.240000000000000000e+02,2.330828883974626897e-02,-2.930899107299982098e-03,2.329978329624099107e-02,2.331679438325154688e-02
8.330000000000000000e+02,2.256535599678382090e-02,-2.772737281628363804e-03,2.255730944290591442e-02,2.257340255066172738e-02
8.420000000000000000e+02,2.217834580693766114e-02,-2.975934918742415003e-03,2.216970956836595771e-02,2.218698204550936456e-02
8.510000000000000000e+02,2.065194595587253878e-02,-2.045394695553315323e-03,2.064601016861696003e-02,2.065788174312811754e-02
8.600000000000000000e+02,1.998803305628150950e-02,-1.982589996891728767e-03,1.998227952985349651e-02,1.999378658270952250e-02
8.690000000000000000e+02,1.859462831505761041e-02,-1.194570294483027206e-03,1.859116164178164013e-02,1.859809498833358068e-02
8.780000000000000000e+02,1.765274015446379949e-02,-8.608660858694487661e-04,1.765024189926035422e-02,1.765523840966724475e-02
8.870000000000000000e+02,1.654220513862744019e-02,-3.594074218956702649e-04,1.654116212917841611e-02,1.654324814807646427e-02
8.960000000000000000e+02,1.523533640592359024e-02,3.397430353561242677e-04,1.523632234882440172e-02,1.523435046302277877e-02
9.050000000000000000e+02,1.412587318391353083e-02,8.453495512723251115e-04,1.412832640974024181e-02,1.412341995808681985e-02
9.140000000000000000e+02,1.311469591146520973e-02,1.259195097527152432e-03,1.311835012755779850e-02,1.311104169537262096e-02
9.230000000000000000e+02,1.193093294749036047e-02,1.854881857765439471e-03,1.193631586166133199e-02,1.192555003331938895e-02
9.320000000000000000e+02,1.128944600921683028e-02,1.920256590590337445e-03,1.129501864251965595e-02,1.128387337591400461e-02
9.410000000000000000e+02,1.018968946764991015e-02,2.458467519090484776e-03,1.019682400271045009e-02,1.018255493258937022e-02
9.500000000000000000e+02,9.335850269764661702e-03,2.767749646494800306e-03,9.343882349398978035e-03,9.327818190130345369e-03
9.590000000000000000e+02,8.775003824055195578e-03,2.803203222465411315e-03,8.783138790865696946e-03,8.766868857244694210e-03
9.680000000000000000e+02,8.258236642090603305e-03,2.815617862413353698e-03,8.266407636500935213e-03,8.250065647680271397e-03
9.770000000000000000e+02,7.424256709155626320e-03,3.167821234048987140e-03,7.433449806678512142e-03,7.415063611632740498e-03
9.860000000000000000e+02,7.125044739495963245e-03,3.008999565644668306e-03,7.133776932511140013e-03,7.116312546480786476e-03
9.950000000000000000e+02,6.893724814018234275e-03,2.806810296722683611e-03,6.901870248649666882e-03,6.885579379386801667e-03
1.004000000000000000e+03,6.381603406619280362e-03,2.910341972074149790e-03,6.390049292797026284e-03,6.373157520441534440e-03
1.013000000000000000e+03,6.603091634658165600e-03,2.305200340301902413e-03,6.609781384480663789e-03,6.596401884835667410e-03
1.022000000000000000e+03,6.204459512097760740e-03,2.344773584387074838e-03,6.211264104477743492e-03,6.197654919717777988e-03
1.031000000000000000e+03,6.146176196789369245e-03,2.067922037977835970e-03,6.152177358963712046e-03,6.140175034615026443e-03
1.040000000000000000e+03,6.128029584364965386e-03,1.773894591128514879e-03,6.133177471435196509e-03,6.122881697294734263e-03
1.049000000000000000e+03,6.172103470166214086e-03,1.439395195959567580e-03,6.176280631512378987e-03,6.167926308820049185e-03
1.058000000000000000e+03,6.335825533478520698e-03,1.005581729269413270e-03,6.338743757147534755e-03,6.332907309809506641e-03
1.067000000000000000e+03,6.188545700804331390e-03,9.015377092390199423e-04,6.191161986089785928e-03,6.185929415518876852e-03
1.076000000000000000e+03,6.253015421914868283e-03,6.028437033429017572e-04,6.254764889623563515e-03,6.251265954206173051e-03
1.085000000000000000e+03,6.493285543503238624e-03,1.437288996783579395e-04,6.493702648413515223e-03,6.492868438592962026e-03
1.094000000000000000e+03,6.383081212617457145e-03,4.874302386355128941e-05,6.383222666108304827e-03,6.382939759126609464e-03
1.103000000000000000e+03,6.250806529862805785e-03,-1.220408278340082836e-05,6.250771113305205080e-03,6.250841946420406491e-03
1.112000000000000000e+03,6.159846944374032171e-03,-1.041064235798323107e-04,6.159544824893790731e-03,6.160149063854273611e-03
1.121000000000000000e+03,6.225882385182194591e-03,-3.441423337701863747e-04,6.224883675405867151e-03,6.226881094958522031e-03
1.130000000000000000e+03,6.084126223199069067e-03,-3.688863409519781492e-04,6.083055705686659688e-03,6.085196740711478446e-03
1.139000000000000000e+03,5.883355975090526387e-03,-3.283193605684965946e-04,5.882403183983529391e-03,5.884308766197523383e-03
1.148000000000000000e+03,5.775745037198066340e-03,-3.756479531522348772e-04,5.774654897315650327e-03,5.776835177080482352e-03
1.157000000000000000e+03,5.724065270291641035e-03,-4.744992405325545656e-04,5.722688261467448467e-03,5.725442279115833602e-03
1.166000000000000000e+03,5.353070599584839814e-03,-2.503045280383515633e-04,5.352344209499457911e-03,5.353796989670221718e-03
1.175000000000000000e+03,5.198726925405673834e-03,-2.395342292697607428e-04,5.198031791000336070e-03,5.199422059811011597e-03
1.184000000000000000e+03,5.089812287678942282e-03,-2.713084489745932332e-04,5.089024943682570606e-03,5.090599631675313957e-03
1.193000000000000000e+03,4.791409991044551057e-03,-1.109049283236013608e-04,4.791088142131206748e-03,4.791731839957895367e-03
1.202000000000000000e+03,4.368696419997140402e-03,1.764348417129437546e-04,4.369208438380269878e-03,4.368184401614010927e-03
1.211000000000000000e+03,4.174665772401727794e-03,2.377603763245635798e-04,4.175355759040852259e-03,4.173975785762603329e-03
1.220000000000000000e+03,4.094520019418559573e-03,1.879996780091803751e-04,4.095065599249780169e-03,4.093974439587338976e-03
1.229000000000000000e+03,3.767882142962887797e-03,3.877226575944732988e-04,3.769007323943679173e-03,3.766756961982096422e-03
1.238000000000000000e+03,3.668229520426132158e-03,3.636846990879615341e-04,3.669284942641994930e-03,3.667174098210269385e-03
1.247000000000000000e+03,3.472356399618555054e-03,4.393421032284363335e-04,3.473631381539086811e-03,3.471081417698023298e-03
1.256000000000000000e+03,3.206150854729116102e-03,5.890542711813641363e-04,3.207860305156128109e-03,3.204441404302104095e-03
1.265000000000000000e+03,3.050352617151104190e-03,6.323076311655476990e-04,3.052187589925227634e-03,3.048517644376980747e-03
1.274000000000000000e+03,2.978516806446947045e-03,5.957358333052854664e-04,2.980245646936614812e-03,2.976787965957279278e-03
1.283000000000000000e+03,2.809231777653097874e-03,6.608891877228234048e-04,2.811149694828869554e-03,2.807313860477326194e-03
1.292000000000000000e+03,2.851617783406749061e-03,5.187261771095134227e-04,2.853123139922004916e-03,2.850112426891493207e-03
1.301000000000000000e+03,2.722090312702114996e-03,5.528437391224029496e-04,2.723694679247184568e-03,2.720485946157045424e-03
1.310000000000000000e+03,2.606816628190223011e-03,5.770179316456468949e-04,2.608491148854791015e-03,2.605142107525655008e-03
1.319000000000000000e+03,2.594366323038469965e-03,5.025530132076782078e-04,2.595824744622106210e-03,2.592907901454833720e-03
1.328000000000000000e+03,2.575372216564602874e-03,4.386237067071467599e-04,2.576645113680219121e-03,2.574099319448986626e-03
1.337000000000000000e+03,2.662106396515387819e-03,2.727047819337954059e-04,2.662897792705402628e-03,2.661315000325373010e-03
1.346000000000000000e+03,2.556390828237403105e-03,3.026680753597430461e-04,2.557269178664485151e-03,2.555512477810321058e-03
1.355000000000000000e+03,2.616486674504355046e-03,1.699028516858728556e-04,2.616979736886845560e-03,2.615993612121864532e-03
1.364000000000000000e+03,2.621868034484795950e-03,9.455315353845998236e-05,2.622142430133209481e-03,2.621593638836382419e-03
1.373000000000000000e+03,2.589081858709920032e-03,5.966943235218014063e-05,2.589255020915177518e-03,2.588908696504662547e-03
1.382000000000000000e+03,2.544369535161182180e-03,3.859949074111034689e-05,2.544481551861778410e-03,2.544257518460585950e-03
1.391000000000000000e+03,2.615606167819816991e-03,-9.693887314877677741e-05,2.615324848752618135e-03,2.615887486887015848e-03
1.400000000000000000e+03,2.659404569242150140e-03,-2.039500560851717145e-04,2.658812701009424101e-03,2.659996437474876178e-03
1.409000000000000000e+03,2.600278268934692796e-03,-2.073119944957669408e-04,2.599676644271476864e-03,2.600879893597908728e-03
1.418000000000000000e+03,2.554646611102856946e-03,-2.237736229192544002e-04,2.553997214376667151e-03,2.555296007829046742e-03
1.427000000000000000e+03,2.455150721446610913e-03,-1.862632290454383117e-04,2.454610180834300524e-03,2.455691262058921302e-03
1.436000000000000000e+03,2.446441190257667847e-03,-2.396663363138959273e-04,2.445745672474339272e-03,2.447136708040996422e-03
1.445000000000000000e+03,2.401611493478064078e-03,-2.572578230851481004e-04,2.400864924754195912e-03,2.402358062201932244e-03
1.454000000000000000e+03,2.298264420059975034e-03,-2.167658836814603113e-04,2.297635359970693573e-03,2.298893480149256496e-03
1.463000000000000000e+03,2.235907598299440024e-03,-2.177646684648434396e-04,2.235275639711398980e-03,2.236539556887481069e-03
1.472000000000000000e+03,2.171996920180040928e-03,-2.177208686152181868e-04,2.171365088700273876e-03,2.172628751659807980e-03
1.481000000000000000e+03,2.113206230323295878e-03,-2.232675807946552914e-04,2.112558302144179525e-03,2.113854158502412230e-03
1.490000000000000000e+03,2.057328473320230861e-03,-2.321067933285785468e-04,2.056654893522274173e-03,2.058002053118187548e-03
1.499000000000000000e+03,1.960662210946437136e-03,-2.004046803849232616e-04,1.960080631483865528e-03,1.961243790409008744e-03
1.512000000000000000e+03,1.800858067600521984e-03,-1.056432562848400210e-04,1.800551488192813276e-03,1.801164647008230693e-03
1.529000000000000000e+03,1.580323289583437105e-03,4.996707506221701248e-05,1.580468295301892118e-03,1.580178283864982092e-03
1.546000000000000000e+03,1.437061354673002016e-03,1.286410878090045104e-04,1.437434674370769968e-03,1.436688034975234065e-03
1.563000000000000000e+03,1.294550582817756076e-03,2.071311028747971610e-04,1.295151682528902564e-03,1.293949483106609588e-03
1.580000000000000000e+03,1.177262113327160039e-03,2.612031204953662884e-04,1.178020131404122935e-03,1.176504095250197144e-03
1.597000000000000000e+03,1.056496950428466915e-03,3.197920782955650763e-04,1.057424995146148163e-03,1.055568905710785668e-03
1.614000000000000000e+03,9.832963012648978339e-04,3.320857670344721548e-04,9.842600225789342044e-04,9.823325799508614634e-04
1.631000000000000000e+03,9.432048756058793648e-04,3.127567790809137943e-04,9.441125037069005065e-04,9.422972475048582231e-04
1.648000000000000000e+03,8.996207692025927436e-04,2.986084180702434747e-04,9.004873384013115838e-04,8.987542000038739034e-04
1.665000000000000000e+03,8.867856101143406283e-04,2.555815184036744304e-04,8.875273141595303554e-04,8.860439060691509012e-04
1.682000000000000000e+03,8.554147821011719990e-04,2.331225972792466726e-04,8.560913097879433581e-04,8.547382544144006399e-04
1.699000000000000000e+03,8.709565015168627480e-04,1.659231897747147182e-04,8.714380148196060327e-04,8.704749882141194633e-04
1.716000000000000000e+03,8.381615436904830702e-04,1.493497219370492138e-04,8.385949603694376354e-04,8.377281270115285051e-04
1.733000000000000000e+03,8.522702603741781884e-04,8.825566608371691098e-05,8.525263805543620461e-04,8.520141401939943307e-04
1.750000000000000000e+03,7.744987357917707026e-04,1.214948973845802593e-04,7.748513170637769381e-04,7.741461545197644671e-04
1.767000000000000000e+03,7.622938649284187506e-04,9.166543490456851868e-05,7.625598803441555398e-04,7.620278495126819613e-04
1.784000000000000000e+03,7.445641832189867169e-04,6.987642328590802643e-05,7.447669663706725073e-04,7.443614000673009264e-04
1.801000000000000000e+03,6.946386917765485060e-04,8.278542115639961861e-05,6.948789371672870353e-04,6.943984463858099768e-04
1.818000000000000000e+03,6.506473321564262445e-04,9.221278830134124055e-05,6.509149360055954550e-04,6.503797283072570339e-04
1.835000000000000000e+03,5.837456837915815057e-04,1.269089468108096710e-04,5.841139767722644538e-04,5.833773908108985575e-04
1.852000000000000000e+03,5.591156245340825467e-04,1.215442382661120410e-04,5.594683489945777343e-04,5.587629000735873592e-04
1.869000000000000000e+03,4.964424967181402942e-04,1.562190267957899552e-04,4.968958482939261163e-04,4.959891451423544722e-04
1.886000000000000000e+03,4.694641736116026906e-04,1.569003035708527736e-04,4.699195022698595585e-04,4.690088449533458227e-04
1.903000000000000000e+03,4.333865568906767078e-04,1.679893248774549149e-04,4.338740661698629918e-04,4.328990476114904238e-04
1.920000000000000000e+03,4.394444493867923074e-04,1.377434182194296405e-04,4.398441842781480242e-04,4.390447144954365906e-04
1.937000000000000000e+03,4.106468540736240777e-04,1.425119368842977944e-04,4.110604273270232522e-04,4.102332808202249033e-04
1.954000000000000000e+03,3.804591463917749881e-04,1.480367408729913641e-04,3.808887527663986023e-04,3.800295400171513739e-04
1.971000000000000000e+03,3.706379832104431246e-04,1.316014126710823807e-04,3.710198938460026867e-04,3.702560725748835625e-04
1.988000000000000000e+03,3.588394917322439105e-04,1.144112064343839365e-04,3.591715159535469569e-04,3.585074675109408641e-04
2.005000000000000000e+03,3.750609415997751238e-04,6.514427109381763998e-05,3.752499919258433549e-04,3.748718912737068927e-04
2.030000000000000000e+03,3.565802739438368035e-04,4.501246639677009042e-05,3.567109012623494104e-04,3.564496466253241967e-04
2.063000000000000000e+03,3.190950262994155873e-04,3.663151221725111269e-05,3.192013318764489252e-04,3.189887207223822494e-04
2.096000000000000000e+03,2.929206309943983952e-04,7.841804897660697039e-06,2.929433881109947215e-04,2.928978738778020689e-04
2.129000000000000000e+03,2.772396127683750830e-04,-4.250970759907019437e-05,2.771162485193362892e-04,2.773629770174138769e-04
2.162000000000000000e+03,2.267475370739703013e-04,-7.117208388963399768e-05,2.265409938823685046e-04,2.269540802655720980e-04
2.195000000000000000e+03,1.826789523911428938e-04,-1.214601761668055417e-04,1.823264718809907597e-04,1.830314329012950280e-04
2.228000000000000000e+03,1.634916677911823883e-04,-2.138704003151844948e-04,1.628710104680281164e-04,1.641123251143366602e-04
2.261000000000000000e+03,1.453406165349733982e-04,-3.264747407743400810e-04,1.443931785613788022e-04,1.462880545085679942e-04
2.294000000000000000e+03,1.414351508914842069e-04,-4.741889996699745740e-04,1.400590423941389215e-04,1.428112593888294923e-04
2.327000000000000000e+03,1.338547118126152892e-04,-6.404929347003189815e-04,1.319959850801433101e-04,1.357134385450872683e-04
2.360000000000000000e+03,1.296774708503871886e-04,-8.334604053934773112e-04,1.272587476263961962e-04,1.320961940743781810e-04
2.393000000000000000e+03,1.391985223590454950e-04,-1.063880148412109762e-03,1.361111151998625464e-04,1.422859295182284437e-04
2.426000000000000000e+03,9.604956851318456916e-05,-1.265284152018289867e-03,9.237768183010984177e-05,9.972145519625929655e-05
2.459000000000000000e+03,8.719360308698515373e-05,-1.523861594817128764e-03,8.277131811018166704e-05,9.161588806378864042e-05
2.492000000000000000e+03,7.960151324436835036e-05,-1.805070637333094918e-03,7.436315249776446307e-05,8.483987399097223765e-05
3.200000000000000000e+01,8.997789557719498149e-03,-1.103113156239274306e-02,8.965776934295278250e-03,9.029802181143718048e-03
3.700000000000000000e+01,1.392983887229047070e-02,-1.628702658038222797e-02,1.388257350829140771e-02,1.397710423628953369e-02
4.200000000000000000e+01,2.853679717305821102e-03,-5.546792383708420981e-03,2.837582785201652347e-03,2.869776649409989857e-03
4.700000000000000000e+01,2.980415794971730953e-03,-6.016883132701940362e-03,2.962954647597567000e-03,2.997876942345894906e-03
5.200000000000000000e+01,2.469314485662248929e-03,-5.851230683546723363e-03,2.452334065894687734e-03,2.486294905429810125e-03
5.700000000000000000e+01,-7.267653635464682398e-03,3.544115059820158835e-03,-7.257368523720668547e-03,-7.277938747208696248e-03
6.200000000000000000e+01,-6.913401735732639317e-03,2.858442934989852136e-03,-6.905106461876109672e-03,-6.921697009589168961e-03
6.700000000000000000e+01,-2.814282069198605161e-03,-1.555219868598840902e-03,-2.818795356680829645e-03,-2.809768781716380677e-03
7.200000000000000000e+01,-1.021933751214632036e-02,5.558966665852898247e-03,-1.020320524996676075e-02,-1.023546977432587997e-02
7.700000000000000000e+01,-7.568035140044089039e-03,2.647196748428510236e-03,-7.560352907975878729e-03,-7.575717372112299348e-03
8.200000000000000000e+01,-9.132745169271195423e-03,3.988296902082980912e-03,-9.121171030561288709e-03,-9.144319307981102138e-03
8.700000000000000000e+01,-1.043982114854944028e-02,5.114604274791214114e-03,-1.042497843729296367e-02,-1.045466385980591689e-02
9.200000000000000000e+01,-1.410315759626682916e-02,8.645328980979057401e-03,-1.407806863241201425e-02,-1.412824656012164407e-02
9.700000000000000000e+01,-1.258988398976204973e-02,7.052067112735420362e-03,-1.256941871223676149e-02,-1.261034926728733796e-02
1.040000000000000000e+02,-1.618478166600503115e-02,1.062305812825774243e-02,-1.615395328203099792e-02,-1.621561004997906438e-02
