Galaxy,rmse,median_ape,n_points
UGC08837,7.204063199055083,0.19644888214474182,8
UGC04278,12.610532514834095,0.19129321332075788,25
UGC06399,11.630185697703665,0.1693074993062308,9
NGC6503,19.183627121236757,0.16803472316194445,31
DDO161,8.647186122594782,0.15741668991807978,31
UGC05986,15.416494432553483,0.15570053373922527,15
UGC02916,53.68155468530004,0.15477518812731617,43
UGC05253,35.581379585492336,0.1537481362023243,73
UGC02953,49.10275556117023,0.15357283169668945,115
UGC07323,17.413533800547402,0.15282600858605738,10
DDO168,7.925218489513226,0.15011602886923148,10
NGC2683,24.833794166954444,0.14640968980033206,11
NGC3769,21.32685768170322,0.1449605071880058,12
NGC3917,19.505865658698188,0.14462009221992286,17
NGC0247,13.270066222279686,0.14416325383534512,26
NGC4559,16.71088177893762,0.14335835309881745,32
UGC12506,42.12785932884587,0.1424092983915412,31
NGC0289,27.8048161118853,0.14101510999559902,28
UGC06614,27.60392405093726,0.1404979612890053,13
NGC2366,7.116392989014772,0.14038336484869657,26
ESO116-G012,12.437306806076704,0.13846115948165363,15
NGC4013,29.6209083034091,0.13674384815840845,36
NGC4100,28.54043490298286,0.13636972077679652,24
IC2574,6.708211027584908,0.13379110680514533,34
NGC2998,36.25417508556147,0.13160178570802308,13
ESO079-G014,26.408573868908167,0.12939826432423895,15
NGC5585,8.535058118958846,0.12765572492153765,24
NGC7793,19.209624348272193,0.12659755924963267,46
UGC04499,7.461606905067144,0.12195892521415487,9
UGC09133,44.886097749953166,0.11853602002367011,68
NGC5907,25.018195699062396,0.11778804897594147,19
UGC06787,39.19787878458749,0.11730668714199995,71
KK98-251,2.6130336428226015,0.11283270479309973,15
UGC06818,7.582134332062,0.11219649603052573,8
UGC07089,9.058052311691563,0.11207082244126697,12
ESO563-G021,33.75780146631942,0.11029986036276579,30
NGC0100,7.254792829342413,0.10520537726548845,21
NGC5985,48.060585347392134,0.10403971097535411,33
UGC07125,8.186141789446333,0.10324627550242327,13
UGC04483,2.4055465753068943,0.10315067682714854,8
UGC02487,39.64612309111571,0.10100375165229238,17
UGC06917,9.977227088556006,0.10034178217931299,11
NGC3992,29.61545591414886,0.09537511079134604,9
NGC2841,39.16053460718747,0.09503113917868197,50
NGC6674,25.495419425087462,0.09458337648907557,15
NGC7814,32.73893636639417,0.08319247100683705,18
UGC06930,12.206015526505182,0.08316613277230525,10
NGC0055,7.645845916645058,0.08316467069620097,21
NGC3198,22.689643712711007,0.08306313574362266,43
NGC2403,13.902274577825823,0.08009752191174672,73
UGC07151,10.253839691480074,0.07895522460755511,11
NGC6015,13.083369977354085,0.07698326644342013,44
NGC5033,35.16701305821256,0.07134286740025109,22
F583-4,5.108465319846436,0.06670684013251918,12
NGC4183,12.342531435334648,0.0638225362337511,23
UGC03205,16.78463533614348,0.05504715225483855,48
UGC06786,22.587710969647645,0.047484769197737364,45
UGC02885,16.904803082881124,0.03716467624523486,19
UGC08699,25.015547993716876,0.028808244926212433,41
