ell_eff,Cl_uK2,template_F,Cl_plus_1sigma,Cl_minus_1sigma
3.650000000000000000e+02,1.028303358501640036e-01,1.459559245834521717e-08,1.028303361284605422e-01,1.028303355718674650e-01
3.740000000000000000e+02,9.133252836139500730e-02,8.067050987690032211e-09,9.133252851521078686e-02,9.133252820757922774e-02
3.830000000000000000e+02,8.081931018342078388e-02,4.444724398531610574e-09,8.081931026816906172e-02,8.081931009867250604e-02
3.920000000000000000e+02,7.290694272035359857e-02,2.497921674109993479e-09,7.290694276798187490e-02,7.290694267272532225e-02
4.010000000000000000e+02,6.760890529986471331e-02,1.443853192804592342e-09,6.760890532739489978e-02,6.760890527233452685e-02
4.100000000000000000e+02,6.480633978119491878e-02,8.631070076865394519e-10,6.480633979765192121e-02,6.480633976473791635e-02
4.190000000000000000e+02,6.182522267930209980e-02,5.137480259529085505e-10,6.182522268909781960e-02,6.182522266950638001e-02
4.280000000000000000e+02,6.056966974406689103e-02,3.141791982195861152e-10,6.056966975005739773e-02,6.056966973807638432e-02
4.370000000000000000e+02,5.812511288005114268e-02,1.882850553232164285e-10,5.812511288364120149e-02,5.812511287646108388e-02
4.460000000000000000e+02,5.851943186525254692e-02,1.184312207477978775e-10,5.851943186751069198e-02,5.851943186299440186e-02
4.550000000000000000e+02,6.195671302334219283e-02,7.836920166107918551e-11,6.195671302483646975e-02,6.195671302184791590e-02
4.640000000000000000e+02,6.478587456759064833e-02,5.123872089427775568e-11,6.478587456856763072e-02,6.478587456661366595e-02
4.730000000000000000e+02,6.104449124977737867e-02,3.019873567050975117e-11,6.104449125035318197e-02,6.104449124920157538e-02
4.820000000000000000e+02,6.270495142447948811e-02,1.941000731168522677e-11,6.270495142484958095e-02,6.270495142410939526e-02
4.910000000000000000e+02,6.290931140393764276e-02,1.218910519870985271e-11,6.290931140417005407e-02,6.290931140370523145e-02
5.000000000000000000e+02,6.138341791852563317e-02,7.447095868066218782e-12,6.138341791866763070e-02,6.138341791838363565e-02
5.090000000000000000e+02,6.239310712137074305e-02,4.741242829051291246e-12,6.239310712146114296e-02,6.239310712128034314e-02
5.180000000000000000e+02,5.979577876007557274e-02,2.846961511130529272e-12,5.979577876012985571e-02,5.979577876002128978e-02
5.270000000000000000e+02,5.824024254436045711e-02,1.737884749655521258e-12,5.824024254439359033e-02,5.824024254432732389e-02
5.360000000000000000e+02,5.509682698299735865e-02,1.030712837874213177e-12,5.509682698301700959e-02,5.509682698297770770e-02
5.450000000000000000e+02,5.319178416694699679e-02,6.240099114884075213e-13,5.319178416695889700e-02,5.319178416693509659e-02
5.540000000000000000e+02,5.244848086113482882e-02,3.859527670309799680e-13,5.244848086114219099e-02,5.244848086112746666e-02
5.630000000000000000e+02,5.037902019516377755e-02,2.326053751114445246e-13,5.037902019516821150e-02,5.037902019515934360e-02
5.720000000000000000e+02,4.619669873493909701e-02,1.338629880768868159e-13,4.619669873494165052e-02,4.619669873493654350e-02
5.810000000000000000e+02,4.478373579305410662e-02,8.146264700480241861e-14,4.478373579305566093e-02,4.478373579305255231e-02
5.900000000000000000e+02,4.276831845684349320e-02,4.884857652775462782e-14,4.276831845684442301e-02,4.276831845684256339e-02
5.990000000000000000e+02,3.857435315988212710e-02,2.767068795825480889e-14,3.857435315988265445e-02,3.857435315988159974e-02
6.080000000000000000e+02,3.596941362068056813e-02,1.620850386593631941e-14,3.596941362068088038e-02,3.596941362068025588e-02
6.170000000000000000e+02,3.518814504199475196e-02,9.963082040715682814e-15,3.518814504199493931e-02,3.518814504199456461e-02
6.260000000000000000e+02,3.123482914682478018e-02,5.557948276195113063e-15,3.123482914682488773e-02,3.123482914682467262e-02
6.350000000000000000e+02,3.015397089019418095e-02,3.372858321021278311e-15,3.015397089019424687e-02,3.015397089019411503e-02
6.440000000000000000e+02,2.813349562175199853e-02,1.978440795253963230e-15,2.813349562175203669e-02,2.813349562175196036e-02
6.530000000000000000e+02,2.717538679072261168e-02,1.201839650770960157e-15,2.717538679072263597e-02,2.717538679072258739e-02
6.620000000000000000e+02,2.645775141010433054e-02,7.358587545700354237e-16,2.645775141010434442e-02,2.645775141010431666e-02
6.710000000000000000e+02,2.529030572607367938e-02,4.425509029596076670e-16,2.529030572607368632e-02,2.529030572607367244e-02
6.800000000000000000e+02,2.388777129273116084e-02,2.630234748926034388e-16,2.388777129273116431e-02,2.388777129273115737e-02
6.890000000000000000e+02,2.408557667331024874e-02,1.668846961851372477e-16,2.408557667331025220e-02,2.408557667331024527e-02
6.980000000000000000e+02,2.427387122662737901e-02,1.057899504402444109e-16,2.427387122662738247e-02,2.427387122662737554e-02
7.070000000000000000e+02,2.373656638839468855e-02,6.515535878689396961e-17,2.373656638839468855e-02,2.373656638839468855e-02
7.160000000000000000e+02,2.336150088305026171e-02,4.042612766187468822e-17,2.336150088305026171e-02,2.336150088305026171e-02
7.250000000000000000e+02,2.380640044993535126e-02,2.595648924969795716e-17,2.380640044993535126e-02,2.380640044993535126e-02
7.340000000000000000e+02,2.387604389151557968e-02,1.632356351052490521e-17,2.387604389151557968e-02,2.387604389151557968e-02
7.430000000000000000e+02,2.483248598745465066e-02,1.068646586562943678e-17,2.483248598745465066e-02,2.483248598745465066e-02
7.520000000000000000e+02,2.507702401586622137e-02,6.812181461535443886e-18,2.507702401586622137e-02,2.507702401586622137e-02
7.610000000000000000e+02,2.540446069647743846e-02,4.299258336972450865e-18,2.540446069647743846e-02,2.540446069647743846e-02
7.700000000000000000e+02,2.485440715008228885e-02,2.723557228816415709e-18,2.485440715008228885e-02,2.485440715008228885e-02
7.790000000000000000e+02,2.431014801866934055e-02,1.663035854934366790e-18,2.431014801866934055e-02,2.431014801866934055e-02
7.880000000000000000e+02,2.507295282733067870e-02,1.130419066974332393e-18,2.507295282733067870e-02,2.507295282733067870e-02
7.970000000000000000e+02,2.437114974038675011e-02,6.789814699715125476e-19,2.437114974038675011e-02,2.437114974038675011e-02
8.060000000000000000e+02,2.408984018477797889e-02,3.981900034642310478e-19,2.408984018477797889e-02,2.408984018477797889e-02
8.150000000000000000e+02,2.411774002204835135e-02,2.628325916505689356e-19,2.411774002204835135e-02,2.411774002204835135e-02
8.240000000000000000e+02,2.330828883974626897e-02,1.256184414296110844e-19,2.330828883974626897e-02,2.330828883974626897e-02
8.330000000000000000e+02,2.256535599678382090e-02,1.203004935725942313e-19,2.256535599678382090e-02,2.256535599678382090e-02
8.420000000000000000e+02,2.217834580693766114e-02,0.000000000000000000e+00,2.217834580693766114e-02,2.217834580693766114e-02
8.510000000000000000e+02,2.065194595587253878e-02,0.000000000000000000e+00,2.065194595587253878e-02,2.065194595587253878e-02
8.600000000000000000e+02,1.998803305628150950e-02,0.000000000000000000e+00,1.998803305628150950e-02,1.998803305628150950e-02
8.690000000000000000e+02,1.859462831505761041e-02,0.000000000000000000e+00,1.859462831505761041e-02,1.859462831505761041e-02
8.780000000000000000e+02,1.765274015446379949e-02,0.000000000000000000e+00,1.765274015446379949e-02,1.765274015446379949e-02
8.870000000000000000e+02,1.654220513862744019e-02,0.000000000000000000e+00,1.654220513862744019e-02,1.654220513862744019e-02
8.960000000000000000e+02,1.523533640592359024e-02,0.000000000000000000e+00,1.523533640592359024e-02,1.523533640592359024e-02
9.050000000000000000e+02,1.412587318391353083e-02,0.000000000000000000e+00,1.412587318391353083e-02,1.412587318391353083e-02
9.140000000000000000e+02,1.311469591146520973e-02,0.000000000000000000e+00,1.311469591146520973e-02,1.311469591146520973e-02
9.230000000000000000e+02,1.193093294749036047e-02,0.000000000000000000e+00,1.193093294749036047e-02,1.193093294749036047e-02
9.320000000000000000e+02,1.128944600921683028e-02,0.000000000000000000e+00,1.128944600921683028e-02,1.128944600921683028e-02
9.410000000000000000e+02,1.018968946764991015e-02,0.000000000000000000e+00,1.018968946764991015e-02,1.018968946764991015e-02
9.500000000000000000e+02,9.335850269764661702e-03,0.000000000000000000e+00,9.335850269764661702e-03,9.335850269764661702e-03
9.590000000000000000e+02,8.775003824055195578e-03,0.000000000000000000e+00,8.775003824055195578e-03,8.775003824055195578e-03
9.680000000000000000e+02,8.258236642090603305e-03,0.000000000000000000e+00,8.258236642090603305e-03,8.258236642090603305e-03
9.770000000000000000e+02,7.424256709155626320e-03,0.000000000000000000e+00,7.424256709155626320e-03,7.424256709155626320e-03
9.860000000000000000e+02,7.125044739495963245e-03,0.000000000000000000e+00,7.125044739495963245e-03,7.125044739495963245e-03
9.950000000000000000e+02,6.893724814018234275e-03,0.000000000000000000e+00,6.893724814018234275e-03,6.893724814018234275e-03
1.004000000000000000e+03,6.381603406619280362e-03,0.000000000000000000e+00,6.381603406619280362e-03,6.381603406619280362e-03
1.013000000000000000e+03,6.603091634658165600e-03,0.000000000000000000e+00,6.603091634658165600e-03,6.603091634658165600e-03
1.022000000000000000e+03,6.204459512097760740e-03,0.000000000000000000e+00,6.204459512097760740e-03,6.204459512097760740e-03
1.031000000000000000e+03,6.146176196789369245e-03,0.000000000000000000e+00,6.146176196789369245e-03,6.146176196789369245e-03
1.040000000000000000e+03,6.128029584364965386e-03,0.000000000000000000e+00,6.128029584364965386e-03,6.128029584364965386e-03
1.049000000000000000e+03,6.172103470166214086e-03,0.000000000000000000e+00,6.172103470166214086e-03,6.172103470166214086e-03
1.058000000000000000e+03,6.335825533478520698e-03,0.000000000000000000e+00,6.335825533478520698e-03,6.335825533478520698e-03
1.067000000000000000e+03,6.188545700804331390e-03,0.000000000000000000e+00,6.188545700804331390e-03,6.188545700804331390e-03
1.076000000000000000e+03,6.253015421914868283e-03,0.000000000000000000e+00,6.253015421914868283e-03,6.253015421914868283e-03
1.085000000000000000e+03,6.493285543503238624e-03,0.000000000000000000e+00,6.493285543503238624e-03,6.493285543503238624e-03
1.094000000000000000e+03,6.383081212617457145e-03,0.000000000000000000e+00,6.383081212617457145e-03,6.383081212617457145e-03
1.103000000000000000e+03,6.250806529862805785e-03,0.000000000000000000e+00,6.250806529862805785e-03,6.250806529862805785e-03
1.112000000000000000e+03,6.159846944374032171e-03,0.000000000000000000e+00,6.159846944374032171e-03,6.159846944374032171e-03
1.121000000000000000e+03,6.225882385182194591e-03,0.000000000000000000e+00,6.225882385182194591e-03,6.225882385182194591e-03
1.130000000000000000e+03,6.084126223199069067e-03,0.000000000000000000e+00,6.084126223199069067e-03,6.084126223199069067e-03
1.139000000000000000e+03,5.883355975090526387e-03,0.000000000000000000e+00,5.883355975090526387e-03,5.883355975090526387e-03
1.148000000000000000e+03,5.775745037198066340e-03,0.000000000000000000e+00,5.775745037198066340e-03,5.775745037198066340e-03
1.157000000000000000e+03,5.724065270291641035e-03,0.000000000000000000e+00,5.724065270291641035e-03,5.724065270291641035e-03
1.166000000000000000e+03,5.353070599584839814e-03,0.000000000000000000e+00,5.353070599584839814e-03,5.353070599584839814e-03
1.175000000000000000e+03,5.198726925405673834e-03,0.000000000000000000e+00,5.198726925405673834e-03,5.198726925405673834e-03
1.184000000000000000e+03,5.089812287678942282e-03,0.000000000000000000e+00,5.089812287678942282e-03,5.089812287678942282e-03
1.193000000000000000e+03,4.791409991044551057e-03,0.000000000000000000e+00,4.791409991044551057e-03,4.791409991044551057e-03
1.202000000000000000e+03,4.368696419997140402e-03,0.000000000000000000e+00,4.368696419997140402e-03,4.368696419997140402e-03
1.211000000000000000e+03,4.174665772401727794e-03,0.000000000000000000e+00,4.174665772401727794e-03,4.174665772401727794e-03
1.220000000000000000e+03,4.094520019418559573e-03,0.000000000000000000e+00,4.094520019418559573e-03,4.094520019418559573e-03
1.229000000000000000e+03,3.767882142962887797e-03,0.000000000000000000e+00,3.767882142962887797e-03,3.767882142962887797e-03
1.238000000000000000e+03,3.668229520426132158e-03,0.000000000000000000e+00,3.668229520426132158e-03,3.668229520426132158e-03
1.247000000000000000e+03,3.472356399618555054e-03,0.000000000000000000e+00,3.472356399618555054e-03,3.472356399618555054e-03
1.256000000000000000e+03,3.206150854729116102e-03,0.000000000000000000e+00,3.206150854729116102e-03,3.206150854729116102e-03
1.265000000000000000e+03,3.050352617151104190e-03,0.000000000000000000e+00,3.050352617151104190e-03,3.050352617151104190e-03
1.274000000000000000e+03,2.978516806446947045e-03,0.000000000000000000e+00,2.978516806446947045e-03,2.978516806446947045e-03
1.283000000000000000e+03,2.809231777653097874e-03,0.000000000000000000e+00,2.809231777653097874e-03,2.809231777653097874e-03
1.292000000000000000e+03,2.851617783406749061e-03,0.000000000000000000e+00,2.851617783406749061e-03,2.851617783406749061e-03
1.301000000000000000e+03,2.722090312702114996e-03,0.000000000000000000e+00,2.722090312702114996e-03,2.722090312702114996e-03
1.310000000000000000e+03,2.606816628190223011e-03,0.000000000000000000e+00,2.606816628190223011e-03,2.606816628190223011e-03
1.319000000000000000e+03,2.594366323038469965e-03,0.000000000000000000e+00,2.594366323038469965e-03,2.594366323038469965e-03
1.328000000000000000e+03,2.575372216564602874e-03,0.000000000000000000e+00,2.575372216564602874e-03,2.575372216564602874e-03
1.337000000000000000e+03,2.662106396515387819e-03,0.000000000000000000e+00,2.662106396515387819e-03,2.662106396515387819e-03
1.346000000000000000e+03,2.556390828237403105e-03,0.000000000000000000e+00,2.556390828237403105e-03,2.556390828237403105e-03
1.355000000000000000e+03,2.616486674504355046e-03,0.000000000000000000e+00,2.616486674504355046e-03,2.616486674504355046e-03
1.364000000000000000e+03,2.621868034484795950e-03,0.000000000000000000e+00,2.621868034484795950e-03,2.621868034484795950e-03
1.373000000000000000e+03,2.589081858709920032e-03,0.000000000000000000e+00,2.589081858709920032e-03,2.589081858709920032e-03
1.382000000000000000e+03,2.544369535161182180e-03,0.000000000000000000e+00,2.544369535161182180e-03,2.544369535161182180e-03
1.391000000000000000e+03,2.615606167819816991e-03,0.000000000000000000e+00,2.615606167819816991e-03,2.615606167819816991e-03
1.400000000000000000e+03,2.659404569242150140e-03,0.000000000000000000e+00,2.659404569242150140e-03,2.659404569242150140e-03
1.409000000000000000e+03,2.600278268934692796e-03,0.000000000000000000e+00,2.600278268934692796e-03,2.600278268934692796e-03
1.418000000000000000e+03,2.554646611102856946e-03,0.000000000000000000e+00,2.554646611102856946e-03,2.554646611102856946e-03
1.427000000000000000e+03,2.455150721446610913e-03,0.000000000000000000e+00,2.455150721446610913e-03,2.455150721446610913e-03
1.436000000000000000e+03,2.446441190257667847e-03,0.000000000000000000e+00,2.446441190257667847e-03,2.446441190257667847e-03
1.445000000000000000e+03,2.401611493478064078e-03,0.000000000000000000e+00,2.401611493478064078e-03,2.401611493478064078e-03
1.454000000000000000e+03,2.298264420059975034e-03,0.000000000000000000e+00,2.298264420059975034e-03,2.298264420059975034e-03
1.463000000000000000e+03,2.235907598299440024e-03,0.000000000000000000e+00,2.235907598299440024e-03,2.235907598299440024e-03
1.472000000000000000e+03,2.171996920180040928e-03,0.000000000000000000e+00,2.171996920180040928e-03,2.171996920180040928e-03
1.481000000000000000e+03,2.113206230323295878e-03,0.000000000000000000e+00,2.113206230323295878e-03,2.113206230323295878e-03
1.490000000000000000e+03,2.057328473320230861e-03,0.000000000000000000e+00,2.057328473320230861e-03,2.057328473320230861e-03
1.499000000000000000e+03,1.960662210946437136e-03,0.000000000000000000e+00,1.960662210946437136e-03,1.960662210946437136e-03
1.512000000000000000e+03,1.800858067600521984e-03,0.000000000000000000e+00,1.800858067600521984e-03,1.800858067600521984e-03
1.529000000000000000e+03,1.580323289583437105e-03,0.000000000000000000e+00,1.580323289583437105e-03,1.580323289583437105e-03
1.546000000000000000e+03,1.437061354673002016e-03,0.000000000000000000e+00,1.437061354673002016e-03,1.437061354673002016e-03
1.563000000000000000e+03,1.294550582817756076e-03,0.000000000000000000e+00,1.294550582817756076e-03,1.294550582817756076e-03
1.580000000000000000e+03,1.177262113327160039e-03,0.000000000000000000e+00,1.177262113327160039e-03,1.177262113327160039e-03
1.597000000000000000e+03,1.056496950428466915e-03,0.000000000000000000e+00,1.056496950428466915e-03,1.056496950428466915e-03
1.614000000000000000e+03,9.832963012648978339e-04,0.000000000000000000e+00,9.832963012648978339e-04,9.832963012648978339e-04
1.631000000000000000e+03,9.432048756058793648e-04,0.000000000000000000e+00,9.432048756058793648e-04,9.432048756058793648e-04
1.648000000000000000e+03,8.996207692025927436e-04,0.000000000000000000e+00,8.996207692025927436e-04,8.996207692025927436e-04
1.665000000000000000e+03,8.867856101143406283e-04,0.000000000000000000e+00,8.867856101143406283e-04,8.867856101143406283e-04
1.682000000000000000e+03,8.554147821011719990e-04,0.000000000000000000e+00,8.554147821011719990e-04,8.554147821011719990e-04
1.699000000000000000e+03,8.709565015168627480e-04,0.000000000000000000e+00,8.709565015168627480e-04,8.709565015168627480e-04
1.716000000000000000e+03,8.381615436904830702e-04,0.000000000000000000e+00,8.381615436904830702e-04,8.381615436904830702e-04
1.733000000000000000e+03,8.522702603741781884e-04,0.000000000000000000e+00,8.522702603741781884e-04,8.522702603741781884e-04
1.750000000000000000e+03,7.744987357917707026e-04,0.000000000000000000e+00,7.744987357917707026e-04,7.744987357917707026e-04
1.767000000000000000e+03,7.622938649284187506e-04,0.000000000000000000e+00,7.622938649284187506e-04,7.622938649284187506e-04
1.784000000000000000e+03,7.445641832189867169e-04,0.000000000000000000e+00,7.445641832189867169e-04,7.445641832189867169e-04
1.801000000000000000e+03,6.946386917765485060e-04,0.000000000000000000e+00,6.946386917765485060e-04,6.946386917765485060e-04
1.818000000000000000e+03,6.506473321564262445e-04,0.000000000000000000e+00,6.506473321564262445e-04,6.506473321564262445e-04
1.835000000000000000e+03,5.837456837915815057e-04,0.000000000000000000e+00,5.837456837915815057e-04,5.837456837915815057e-04
1.852000000000000000e+03,5.591156245340825467e-04,0.000000000000000000e+00,5.591156245340825467e-04,5.591156245340825467e-04
1.869000000000000000e+03,4.964424967181402942e-04,0.000000000000000000e+00,4.964424967181402942e-04,4.964424967181402942e-04
1.886000000000000000e+03,4.694641736116026906e-04,0.000000000000000000e+00,4.694641736116026906e-04,4.694641736116026906e-04
1.903000000000000000e+03,4.333865568906767078e-04,0.000000000000000000e+00,4.333865568906767078e-04,4.333865568906767078e-04
1.920000000000000000e+03,4.394444493867923074e-04,0.000000000000000000e+00,4.394444493867923074e-04,4.394444493867923074e-04
1.937000000000000000e+03,4.106468540736240777e-04,0.000000000000000000e+00,4.106468540736240777e-04,4.106468540736240777e-04
1.954000000000000000e+03,3.804591463917749881e-04,0.000000000000000000e+00,3.804591463917749881e-04,3.804591463917749881e-04
1.971000000000000000e+03,3.706379832104431246e-04,0.000000000000000000e+00,3.706379832104431246e-04,3.706379832104431246e-04
1.988000000000000000e+03,3.588394917322439105e-04,0.000000000000000000e+00,3.588394917322439105e-04,3.588394917322439105e-04
2.005000000000000000e+03,3.750609415997751238e-04,0.000000000000000000e+00,3.750609415997751238e-04,3.750609415997751238e-04
2.030000000000000000e+03,3.565802739438368035e-04,0.000000000000000000e+00,3.565802739438368035e-04,3.565802739438368035e-04
2.063000000000000000e+03,3.190950262994155873e-04,0.000000000000000000e+00,3.190950262994155873e-04,3.190950262994155873e-04
2.096000000000000000e+03,2.929206309943983952e-04,0.000000000000000000e+00,2.929206309943983952e-04,2.929206309943983952e-04
2.129000000000000000e+03,2.772396127683750830e-04,0.000000000000000000e+00,2.772396127683750830e-04,2.772396127683750830e-04
2.162000000000000000e+03,2.267475370739703013e-04,0.000000000000000000e+00,2.267475370739703013e-04,2.267475370739703013e-04
2.195000000000000000e+03,1.826789523911428938e-04,0.000000000000000000e+00,1.826789523911428938e-04,1.826789523911428938e-04
2.228000000000000000e+03,1.634916677911823883e-04,0.000000000000000000e+00,1.634916677911823883e-04,1.634916677911823883e-04
2.261000000000000000e+03,1.453406165349733982e-04,0.000000000000000000e+00,1.453406165349733982e-04,1.453406165349733982e-04
2.294000000000000000e+03,1.414351508914842069e-04,0.000000000000000000e+00,1.414351508914842069e-04,1.414351508914842069e-04
2.327000000000000000e+03,1.338547118126152892e-04,0.000000000000000000e+00,1.338547118126152892e-04,1.338547118126152892e-04
2.360000000000000000e+03,1.296774708503871886e-04,0.000000000000000000e+00,1.296774708503871886e-04,1.296774708503871886e-04
2.393000000000000000e+03,1.391985223590454950e-04,0.000000000000000000e+00,1.391985223590454950e-04,1.391985223590454950e-04
2.426000000000000000e+03,9.604956851318456916e-05,0.000000000000000000e+00,9.604956851318456916e-05,9.604956851318456916e-05
2.459000000000000000e+03,8.719360308698515373e-05,0.000000000000000000e+00,8.719360308698515373e-05,8.719360308698515373e-05
2.492000000000000000e+03,7.960151324436835036e-05,0.000000000000000000e+00,7.960151324436835036e-05,7.960151324436835036e-05
3.200000000000000000e+01,8.997789557719498149e-03,2.062354784429777654e-02,9.391022098009295729e-03,8.604557017429700569e-03
3.700000000000000000e+01,1.392983887229047070e-02,2.697626323220279551e-02,1.444419966988031746e-02,1.341547807470062394e-02
4.200000000000000000e+01,2.853679717305821102e-03,4.728365338983866149e-03,2.943836228091667537e-03,2.763523206519974667e-03
4.700000000000000000e+01,2.980415794971730953e-03,4.255734701178505615e-03,3.061560580533279063e-03,2.899271009410182842e-03
5.200000000000000000e+01,2.469314485662248929e-03,3.047452763357810530e-03,2.527420763039721959e-03,2.411208208284775899e-03
5.700000000000000000e+01,-7.267653635464682398e-03,-7.747175125249573108e-03,-7.415370283326225449e-03,-7.119936987603139346e-03
6.200000000000000000e+01,-6.913401735732639317e-03,-6.342038097375430131e-03,-7.034326407397953514e-03,-6.792477064067325120e-03
6.700000000000000000e+01,-2.814282069198605161e-03,-2.207776435078097951e-03,-2.856378101487140435e-03,-2.772186036910069887e-03
7.200000000000000000e+01,-1.021933751214632036e-02,-6.797990292273652611e-03,-1.034895589845298385e-02,-1.008971912583965687e-02
7.700000000000000000e+01,-7.568035140044089039e-03,-4.225753719345409255e-03,-7.648608273349894252e-03,-7.487462006738283826e-03
8.200000000000000000e+01,-9.132745169271195423e-03,-4.232433200834135635e-03,-9.213445661336678791e-03,-9.052044677205712056e-03
8.700000000000000000e+01,-1.043982114854944028e-02,-3.968403257064301824e-03,-1.051548733874382857e-02,-1.036415495835505199e-02
9.200000000000000000e+01,-1.410315759626682916e-02,-4.345534744818192220e-03,-1.418601461386261205e-02,-1.402030057867104627e-02
9.700000000000000000e+01,-1.258988398976204973e-02,-3.109133970289178466e-03,-1.264916635274190675e-02,-1.253060162678219271e-02
1.040000000000000000e+02,-1.618478166600503115e-02,-2.881827569353572968e-03,-1.623972994087653429e-02,-1.612983339113352801e-02
1.130000000000000000e+02,-1.550649468262121043e-02,-1.768661996412041132e-03,-1.554021804850442071e-02,-1.547277131673800016e-02
