r_kpc,n_e_cm3
109.16000000000001,0.0022327
102.11999999999999,0.0022541
95.07499999999999,0.0024127
88.03,0.002591
80.99000000000001,0.0027081
73.95,0.002806
66.905,0.0029726
59.86000000000001,0.0030228
52.82,0.0028064
45.78,0.0035103
38.735,0.0036295
31.689999999999998,0.0042737
24.65,0.0041613
17.61,0.006229
10.565,0.0083151
219.61999999999998,0.0013801
213.065,0.0010449
206.51,0.0010088
199.95000000000002,0.0010978
193.395,0.0012898
186.84,0.0013735
180.285,0.0012924
173.73,0.0013355
167.17499999999998,0.0014998
160.61999999999998,0.0014139
154.06,0.0015937
147.505,0.0014365
140.95,0.0019305
134.39499999999998,0.0020242
127.84,0.002457
121.28,0.0021775
114.725,0.0024793
108.16999999999999,0.0023924
101.615,0.003176
95.06,0.0033116
88.505,0.0037644
81.94999999999999,0.003948
75.39,0.0040155
68.835,0.0043514
62.279999999999994,0.0046674
55.724999999999994,0.0052978
49.17,0.0064249
42.60999999999999,0.0075848
36.055,0.0093253
29.5,0.011319
22.945,0.014992
16.39,0.024214
9.835,0.03064
3.28,0.033587
391.15,0.0011115
375.81,0.00095072
360.47,0.001312
345.135,0.00083513
329.79999999999995,0.0012641
314.46000000000004,0.0013021
299.12,0.0017995
283.78000000000003,0.0016591
268.44,0.0011957
253.1,0.0019567
237.76,0.0016056
222.42000000000002,0.0016539
207.07999999999998,0.0015629
191.74,0.0019354
176.4,0.0015994
161.05999999999997,0.0027116
145.72000000000003,0.0027422
130.38,0.00308
115.045,0.0042431
99.71,0.0053949
84.37,0.0060919
69.03,0.010237
53.690000000000005,0.0129
38.349999999999994,0.016631
23.009999999999998,0.022502
7.67,0.047305
480.495,0.00057554
451.37,0.00074642
422.25,0.00030864
393.13,0.00097836
364.01,0.0012133
334.89000000000004,0.00085974
305.77,0.0012107
276.65000000000003,0.0013876
247.53,0.0019223
218.41,0.0021594
189.29000000000002,0.0027223
160.165,0.0038909
131.04,0.0062567
101.92,0.0084845
72.8,0.013157
43.68,0.03273
14.56,0.071555
265.16499999999996,0.00056178
256.75000000000006,0.00057882
248.32999999999998,0.00035691
239.91000000000003,0.00056743
231.49,0.00047388
223.07500000000002,0.00020998
214.66000000000003,0.00064589
206.23999999999998,0.00071931
197.82,0.00079449
189.4,0.00051818
180.985,0.00087244
172.57,0.00095957
164.15,0.00092814
155.73,0.00085308
147.31,0.0011167
138.89499999999998,0.00099326
130.48,0.0014728
122.06,0.001302
113.63999999999999,0.0012917
105.22000000000001,0.0015848
96.805,0.0021569
88.39,0.0020784
79.97,0.0019862
71.55,0.0023089
63.135,0.0028841
54.720000000000006,0.0029792
46.300000000000004,0.0038062
37.879999999999995,0.0049987
29.46,0.0061334
21.045,0.0059319
12.63,0.013503
4.21,0.027422
670.27,0.00039544
651.39,0.00010671
632.51,0.00028722
613.63,0.00019473
594.75,0.00027652
575.87,0.00014195
556.99,0.00028016
538.11,0.00027515
519.23,0.00032688
500.345,0.00017899
481.46,0.00040827
462.58,0.00027081
443.7,0.00031242
424.82,0.00035072
405.94,0.00049511
387.06,0.000411
368.18,0.00046841
349.3,0.00048027
330.42,0.00063906
311.53999999999996,0.00073608
292.655,0.00063477
273.77000000000004,0.00080391
254.89000000000001,0.0010923
236.01,0.0010927
217.13,0.0012982
198.25,0.0015774
179.37,0.0017048
160.48999999999998,0.0020394
141.61,0.0024138
122.73,0.0033264
103.845,0.0037013
84.96000000000001,0.0049445
66.08,0.0061587
47.2,0.0098655
28.32,0.017098
9.440000000000001,0.027169
469.065,0.0007963
460.455,0.00019422
451.84999999999997,0.0005252
443.245,0.00050991
434.635,0.0004336
426.03000000000003,0.00037215
417.425,0.00059343
408.815,0.00040574
400.21,0.00048289
391.60499999999996,0.00054836
382.99499999999995,0.00048982
374.39,0.00064605
365.785,0.00060639
357.175,0.00043914
348.57000000000005,0.00079165
339.96500000000003,0.0004736
331.355,0.00074774
322.75,0.00063291
314.145,0.00072715
305.535,0.00085572
296.93,0.00077139
288.325,0.00071338
279.715,0.00093564
271.10999999999996,0.0010995
262.505,0.0010448
253.89499999999998,0.0012109
245.29000000000002,0.0010618
236.685,0.00097662
228.075,0.001335
219.47,0.0010263
210.865,0.0012295
202.255,0.0012752
193.64999999999998,0.0013383
185.04500000000002,0.001436
176.435,0.0014661
167.83,0.0015438
159.225,0.0015859
150.615,0.0014521
142.01,0.0016537
133.405,0.0017184
124.79499999999999,0.0022596
116.19,0.0011891
107.585,0.0027012
98.97500000000001,0.0022224
90.37,0.0024662
81.765,0.0026644
73.155,0.0033501
64.55,0.0029241
55.94499999999999,0.0034807
47.335,0.003295
38.730000000000004,0.0049487
30.125,0.0027091
21.515,0.0063929
12.91,0.0038876
4.305,0.0081999
637.23,0.00067902
617.6250000000001,0.0005817
598.015,0.00072389
578.4050000000001,0.00073921
558.8,0.00078016
539.195,0.00076279
519.5849999999999,0.00083767
499.97999999999996,0.00050708
480.375,0.0010403
460.765,0.00090242
441.15999999999997,0.0012615
421.555,0.001218
401.945,0.0012064
382.335,0.0013011
362.73,0.0013709
343.125,0.0020095
323.515,0.0019051
303.91,0.002077
284.305,0.0021137
264.695,0.0025992
245.085,0.0027151
225.48000000000002,0.003106
205.875,0.0032975
186.26500000000001,0.003876
166.66,0.0042876
147.05499999999998,0.0043601
127.44500000000001,0.0052775
107.83999999999999,0.0046351
88.23500000000001,0.005833
68.62499999999999,0.0060106
49.015,0.0082821
29.41,0.011182
9.805,0.016116
248.20999999999998,0.0026585
243.095,0.0022598
237.98,0.002407
232.86,0.0027374
227.74,0.0027801
222.625,0.0028854
217.51,0.0028078
212.39,0.0027196
207.27,0.0031073
202.15,0.0027562
197.035,0.0029173
191.92,0.0033526
186.79999999999998,0.0027067
181.68,0.0033269
176.56,0.0034251
171.44500000000002,0.0027667
166.33,0.0039255
161.21,0.0036485
156.09,0.0036654
150.975,0.0041892
145.85999999999999,0.003935
140.74,0.004442
135.62,0.0047822
130.5,0.004566
125.38499999999999,0.0049236
120.26999999999998,0.0049245
115.15,0.0054636
110.02999999999999,0.0056813
104.915,0.0057712
99.8,0.0056468
94.67999999999999,0.0070055
89.56,0.007592
84.43999999999998,0.0078301
79.325,0.0077897
74.21,0.0092533
69.09000000000002,0.0088298
63.97,0.010331
58.855000000000004,0.010323
53.74,0.011715
48.62,0.012382
43.5,0.014569
38.379999999999995,0.015467
33.265,0.018454
28.150000000000002,0.022245
23.03,0.025719
17.91,0.028419
12.795000000000002,0.040358
7.6800000000000015,0.063456
2.56,0.085558
489.99,0.0020829
484.205,0.00103
475.63500000000005,0.00098171
467.065,0.00087855
458.495,0.00085954
449.925,0.0008367
441.355,0.00082929
432.78499999999997,0.00082545
424.21500000000003,0.00082647
415.64500000000004,0.00083029
407.075,0.00083656
398.505,0.00084471
389.93500000000006,0.00085445
381.365,0.00086023
372.79499999999996,0.00086503
364.225,0.00087058
355.655,0.00087673
347.085,0.00088339
338.515,0.00089046
329.94500000000005,0.00089809
321.37499999999994,0.00091527
312.805,0.00093306
304.235,0.00095144
295.66499999999996,0.00097038
287.09499999999997,0.00098987
278.52500000000003,0.0010099
269.955,0.0010266
261.385,0.0010436
252.815,0.0010611
244.24499999999998,0.001079
235.675,0.0010973
227.105,0.0011161
218.53499999999997,0.0011332
209.965,0.0011508
201.39499999999998,0.0011689
192.82500000000002,0.0011878
184.255,0.0012076
175.68499999999997,0.0012284
167.115,0.0012481
158.545,0.0012689
149.975,0.0012914
141.405,0.0013161
132.83499999999998,0.0013435
124.265,0.0013743
115.695,0.0014093
107.125,0.0014499
98.555,0.0014974
89.98500000000001,0.0015537
81.415,0.0016214
72.845,0.0017038
64.275,0.0018049
55.705000000000005,0.0019299
47.135,0.0020848
38.565000000000005,0.0022751
29.995,0.002502
21.425,0.0027541
12.854999999999999,0.0029926
4.285,0.0031476
135.62,0.0033842
130.5,0.0031117
125.38499999999999,0.0035938
120.26999999999998,0.0030947
115.15,0.0035176
110.02999999999999,0.0038911
104.915,0.0036471
99.8,0.0042959
94.67999999999999,0.0034859
89.56,0.0049553
84.43999999999998,0.0039545
79.325,0.0052958
74.21,0.0049011
69.09000000000002,0.0054962
63.97,0.0064744
58.855000000000004,0.0067836
53.74,0.0075961
48.62,0.0083158
43.5,0.0093171
38.379999999999995,0.012301
33.265,0.014643
28.150000000000002,0.01415
23.03,0.017686
17.91,0.025804
12.795000000000002,0.033425
7.6800000000000015,0.040681
2.56,0.040986
1081.1000000000001,0.00020431
1062.95,0.00026721
1044.8,0.00019291
1026.6000000000001,0.00030721
1008.4300000000002,0.00030871
990.275,0.00040829
972.105,0.00048034
953.935,0.00055523
935.765,0.00055355
917.5899999999999,0.00053783
899.415,0.00033342
881.245,0.00053465
863.075,0.00046442
844.905,0.00064551
826.735,0.00050292
808.5649999999999,0.00055233
790.395,0.00044823
772.2249999999999,0.00052667
754.0550000000001,0.00077014
735.885,0.0007086
717.715,0.00074347
699.545,0.00056367
681.3750000000001,0.00066457
663.205,0.00054018
645.0350000000001,0.00061714
626.865,0.00044156
608.6949999999999,0.00061504
590.525,0.00058462
572.3549999999999,0.00037791
554.1850000000001,0.00066275
536.015,0.00048628
517.845,0.00076269
499.67499999999995,0.00071917
481.505,0.00069666
463.335,0.0010297
445.165,0.00071905
426.995,0.00086497
408.825,0.00061782
390.655,0.0010055
372.485,0.0011834
354.315,0.0012674
336.14500000000004,0.0012615
317.975,0.0016389
299.805,0.0014794
281.635,0.0017786
263.46500000000003,0.0014076
245.295,0.0019227
227.12500000000003,0.0024875
208.955,0.0027741
190.78499999999997,0.0030087
172.615,0.0024584
154.445,0.0026309
136.27499999999998,0.0029446
118.105,0.0033195
99.935,0.0030476
81.765,0.0031473
63.595,0.0044038
45.425,0.0054998
27.255,0.005612
9.084999999999999,0.0040496
413.605,0.00078281
409.275,0.00034725
404.945,0.00046425
400.61500000000007,0.0003909
396.28000000000003,0.00039507
391.945,0.00037977
387.61500000000007,0.00037596
383.28499999999997,0.00037156
378.95500000000004,0.00036972
374.625,0.00036881
370.295,0.000369
365.965,0.00036994
361.63500000000005,0.00037158
357.305,0.00037378
352.975,0.00037649
348.64,0.00037965
344.30499999999995,0.00038321
339.975,0.00038713
335.645,0.0003914
331.31500000000005,0.00039598
326.98499999999996,0.00040086
322.65500000000003,0.00040603
318.325,0.00041147
313.995,0.00041718
309.66499999999996,0.00042314
305.33500000000004,0.00042935
301.0,0.00043581
296.66499999999996,0.00044251
292.33500000000004,0.00044946
288.00499999999994,0.00045664
283.675,0.00046406
279.34499999999997,0.00047172
275.015,0.00047961
270.68499999999995,0.00048598
266.355,0.00049231
262.025,0.0004988
257.695,0.00050545
253.36000000000004,0.00051224
249.025,0.00051918
244.695,0.00052627
240.365,0.0005335
236.035,0.00054089
231.70499999999998,0.00054841
227.375,0.00055608
223.045,0.00056389
218.715,0.00057184
214.385,0.00057994
210.05,0.00058819
205.715,0.00059658
201.38500000000002,0.00060511
197.055,0.0006138
192.725,0.00062263
188.395,0.00063163
184.065,0.00064078
179.735,0.00065011
175.405,0.0006606
171.07500000000002,0.00067327
166.745,0.00068629
162.41,0.00069969
158.075,0.00071349
153.745,0.00072773
149.415,0.00074245
145.08499999999998,0.00075769
140.755,0.0007735
136.42499999999998,0.00078994
132.095,0.0008071
127.76499999999999,0.00082504
123.43499999999999,0.00084389
119.105,0.00086375
114.77000000000001,0.00088477
110.435,0.00090711
106.105,0.00093097
101.775,0.00095657
97.44500000000001,0.00098418
93.11500000000001,0.0010141
88.785,0.0010467
84.455,0.0010824
80.125,0.0011216
75.795,0.0011649
71.46,0.0012129
67.125,0.0012661
62.795,0.0013253
58.465,0.0013912
54.135000000000005,0.0014643
49.805,0.0015451
45.475,0.0016342
41.145,0.0017313
36.815,0.0018359
32.485,0.0019467
28.155,0.0020612
23.82,0.0021759
19.485,0.0022858
15.154999999999998,0.0023849
10.825,0.0024662
6.494999999999999,0.0025233
2.165,0.0025517
189.47,0.0041304
184.795,0.0018423
180.12,0.002448
175.44,0.0020671
170.76,0.0021104
166.08,0.0020598
161.39999999999998,0.0020698
156.725,0.0020782
152.05,0.0021021
147.37,0.0021392
142.69,0.0021844
138.01000000000002,0.0022364
133.33,0.002295
128.655,0.0023532
123.97999999999999,0.0024155
119.29999999999998,0.0024836
114.62,0.0025575
109.94000000000001,0.0026317
105.25999999999999,0.0026955
100.58500000000001,0.0027638
95.91,0.0028365
91.23,0.0029149
86.54999999999998,0.0030066
81.87,0.0031033
77.19000000000001,0.0032046
72.515,0.0033105
67.84000000000002,0.0034305
63.16,0.0035873
58.480000000000004,0.0037497
53.8,0.0039168
49.12,0.0040872
44.445,0.0042594
39.77,0.0044312
35.089999999999996,0.0046004
30.41,0.0047639
25.730000000000004,0.0049187
21.05,0.0050615
16.375,0.0051888
11.700000000000001,0.0052974
7.0200000000000005,0.0053846
2.34,0.0054488
584.1350000000001,0.00056955
568.13,0.00061352
552.13,0.00070754
536.125,0.00070396
520.12,0.00089974
504.11499999999995,0.00089435
488.11,0.00083627
472.11,0.0010424
456.10499999999996,0.0011209
440.09999999999997,0.0012972
424.1,0.0012749
408.09499999999997,0.0012567
392.09,0.0010004
376.085,0.0011163
360.08,0.0012384
344.08,0.0016642
328.075,0.0017104
312.07,0.0017456
296.07,0.0019363
280.065,0.002123
264.06,0.0023436
248.06,0.002472
232.055,0.0024492
216.05,0.0027047
200.045,0.0029633
184.04,0.0032653
168.04,0.0036889
152.03499999999997,0.0037128
136.02999999999997,0.0042602
120.03,0.0041828
104.025,0.0052363
88.01999999999998,0.0059207
72.015,0.0051171
56.01,0.0063218
40.01,0.0076462
24.005,0.011879
8.0,0.014242
698.095,0.00035082
681.665,0.00041075
665.24,0.00041706
648.8149999999999,0.00040026
632.39,0.00040539
615.965,0.00051248
599.54,0.00048002
583.115,0.00054038
566.685,0.00053866
550.26,0.0004068
533.835,0.00057915
517.41,0.00053267
500.985,0.00063805
484.56,0.0004905
468.135,0.00067141
451.70500000000004,0.00058305
435.28,0.00072844
418.85499999999996,0.00072514
402.43,0.00098089
386.00500000000005,0.00095972
369.58000000000004,0.000942
353.155,0.00096966
336.7250000000001,0.00099896
320.3,0.0010288
303.875,0.00098928
287.45,0.0011165
271.025,0.0012962
254.6,0.001311
238.175,0.0012711
221.745,0.0014487
205.32,0.0017379
188.895,0.0018697
172.47,0.0020554
156.045,0.0022935
139.62,0.0026264
123.195,0.0027126
106.765,0.0024933
90.34,0.0031826
73.91499999999999,0.0030868
57.49,0.0040682
41.065,0.0034751
24.639999999999997,0.0049036
8.215,0.0058367
762.255,0.00038795
745.505,0.00018528
728.75,0.00021893
711.9949999999999,0.00019864
695.245,0.00017544
678.49,0.00019987
661.735,0.00016376
644.985,0.00022678
628.235,0.00023055
611.48,0.00020002
594.7249999999999,0.00020572
577.975,0.00020883
561.22,0.00028697
544.465,0.00026415
527.7149999999999,0.00026067
510.965,0.00024438
494.21,0.00027508
477.455,0.00027935
460.70500000000004,0.00030272
443.95,0.00033686
427.195,0.00033426
410.445,0.00036306
393.695,0.00039377
376.94,0.00042903
360.185,0.00040693
343.43500000000006,0.00034332
326.68,0.0003948
309.925,0.00042454
293.17499999999995,0.00059603
276.425,0.0005674
259.67,0.00074664
242.915,0.0007143
226.165,0.00091316
209.41,0.00086905
192.655,0.0010999
175.905,0.0011923
159.155,0.0014008
142.4,0.0013095
125.64500000000001,0.0014939
108.895,0.001755
92.14,0.0019306
75.385,0.0025028
58.635,0.0028014
41.885,0.0035078
25.13,0.0043547
8.375,0.0061957
81.32000000000001,0.0061806
79.675,0.0029193
78.03,0.0037263
76.39,0.0032997
74.75,0.0033604
73.105,0.0032374
71.46,0.0030456
69.82,0.0031125
68.18,0.0030913
66.53500000000001,0.003099
64.89,0.0031277
63.25,0.0031591
61.605,0.0032203
59.96,0.0032769
58.32,0.0032366
56.68,0.0033111
55.035000000000004,0.0033239
53.39,0.0032524
51.75000000000001,0.0032611
50.105,0.0033285
48.46,0.0034907
46.82,0.0036451
45.18,0.003758
43.535,0.0038966
41.88999999999999,0.0039245
40.25,0.0041604
38.605000000000004,0.0044476
36.96,0.0047138
35.32000000000001,0.0049951
33.68,0.0050994
32.035000000000004,0.0052474
30.39,0.005354
28.749999999999996,0.0054591
27.105,0.0057247
25.46,0.0060367
23.82,0.0064462
22.18,0.0067132
20.534999999999997,0.0070719
18.889999999999997,0.0077714
17.25,0.0084714
15.61,0.0090109
13.965,0.0097601
12.32,0.010774
10.68,0.010898
9.035000000000002,0.013122
7.390000000000001,0.017497
5.75,0.022314
4.11,0.027518
2.4650000000000003,0.030876
0.82,0.036569
587.5200000000001,0.00033401
569.4399999999999,0.00049952
551.3600000000001,0.00048605
533.285,0.00056275
515.2099999999999,0.00054231
497.13,0.00070388
479.04999999999995,0.00055854
460.975,0.00055995
442.90000000000003,0.0005446
424.82,0.00072779
406.74,0.00079327
388.665,0.00098219
370.59,0.00098194
352.51,0.0010357
334.43,0.00098399
316.355,0.0012661
298.28,0.0013319
280.2,0.0014536
262.12,0.001495
244.04500000000002,0.0018146
225.97,0.0021078
207.89000000000001,0.0022564
189.80999999999997,0.0026793
171.73499999999999,0.0030645
153.66000000000003,0.0037302
135.58,0.0040577
117.50000000000001,0.0046753
99.425,0.0051502
81.35000000000001,0.0052782
63.269999999999996,0.0062528
45.19,0.0064504
27.115000000000002,0.007571
9.04,0.0081435
570.795,0.00017502
553.23,0.00028653
535.67,0.00039342
518.105,0.00047986
500.53999999999996,0.00060115
482.97999999999996,0.00033919
465.42,0.00049762
447.855,0.00054285
430.29,0.00041927
412.72999999999996,0.00063895
395.16499999999996,0.00068544
377.59999999999997,0.00072508
360.04,0.00080773
342.48,0.00022726
324.915,0.0011647
307.35,0.00060146
289.78999999999996,0.0013621
272.225,0.0012053
254.66,0.0012043
237.09999999999997,0.0017544
219.53499999999997,0.0016566
201.96999999999997,0.0017124
184.41000000000003,0.0018856
166.85,0.0028159
149.285,0.0026942
131.72,0.0031149
114.16,0.0035762
96.595,0.0050288
79.03,0.0059401
61.470000000000006,0.0063933
43.910000000000004,0.011059
26.345,0.016942
8.78,0.028121
799.81,0.0013368
780.6149999999999,0.00064088
755.025,0.0007148
729.4300000000001,0.00068452
703.835,0.00064565
678.24,0.00072509
652.645,0.00072308
627.0550000000001,0.00089477
601.46,0.00091893
575.865,0.00097274
550.27,0.00089398
524.675,0.0009965
499.085,0.0010789
473.48999999999995,0.0012265
447.895,0.0012815
422.3,0.0014888
396.705,0.0015794
371.11499999999995,0.0016558
345.52000000000004,0.0019312
319.925,0.0021739
294.33,0.0024846
268.735,0.0024621
243.145,0.002791
217.54999999999998,0.003036
191.95499999999998,0.0032663
166.36,0.0034132
140.76500000000001,0.0035828
115.175,0.0042615
89.58,0.0043546
63.985,0.0048407
38.39,0.0044181
12.795000000000002,0.0049154
289.195,0.00175
274.36499999999995,0.0017589
259.535,0.0022346
244.705,0.0019397
229.875,0.0021258
215.04000000000002,0.0019468
200.20499999999998,0.0032289
185.375,0.0033986
170.54500000000002,0.0039001
155.715,0.0044554
140.885,0.0059087
126.055,0.0051443
111.225,0.007362
96.39500000000001,0.0091997
81.565,0.0098296
66.73499999999999,0.014673
51.905,0.015042
37.074999999999996,0.023961
22.245,0.045562
7.415,0.074562
499.76,0.00070946
493.315,0.00070396
486.865,0.00074273
480.415,0.00079719
473.965,0.00081503
467.515,0.00080228
461.065,0.00078419
454.62,0.00081427
448.175,0.00077671
441.725,0.00082295
435.275,0.0007907
428.825,0.00090353
422.375,0.0008774
415.925,0.00093424
409.48,0.00088978
403.035,0.00093744
396.585,0.00094662
390.135,0.0009514
383.685,0.00093115
377.235,0.00093661
370.79,0.001032
364.345,0.0010894
357.895,0.0011372
351.445,0.0010604
344.995,0.001075
338.54499999999996,0.0010674
332.095,0.0012074
325.65,0.0012312
319.205,0.0013123
312.755,0.0012855
306.30500000000006,0.0013607
299.85499999999996,0.001377
293.40500000000003,0.0014105
286.955,0.0013944
280.51,0.001402
274.065,0.00144
267.61500000000007,0.0014909
261.16499999999996,0.0015418
254.71500000000003,0.0015941
248.26500000000001,0.0016415
241.82,0.0017183
235.375,0.0017363
228.92499999999998,0.0017893
222.475,0.0017294
216.025,0.0016948
209.57500000000002,0.0016005
203.125,0.0015998
196.68,0.001673
190.23499999999999,0.0017704
183.785,0.0018765
177.33499999999998,0.0019426
170.88500000000002,0.0019959
164.435,0.0020002
157.98499999999999,0.0019243
151.54000000000002,0.0019162
145.095,0.0020179
138.645,0.0022295
132.195,0.0024341
125.74499999999999,0.0025044
119.29500000000002,0.0025679
112.845,0.0025846
106.39999999999999,0.0026587
99.95499999999998,0.0027395
93.50500000000001,0.0028008
87.05499999999999,0.003005
80.605,0.0031406
74.155,0.0035048
67.71000000000001,0.0037067
61.265,0.0040998
54.815000000000005,0.0041479
48.364999999999995,0.0045292
41.915,0.0047297
35.464999999999996,0.0052069
29.015,0.0053545
22.57,0.005298
16.125,0.0057906
9.674999999999999,0.0070274
3.225,0.0092133
241.82999999999998,0.0020847
239.445,0.0008911
237.06,0.0012005
234.68,0.00098734
232.3,0.00098767
229.91500000000002,0.00093489
227.53,0.00091503
225.15,0.00089318
222.76999999999998,0.0008784
220.385,0.00086601
218.0,0.00085653
215.62,0.00084903
213.23999999999998,0.00084329
210.85500000000002,0.000839
208.47,0.00083595
206.09,0.00083398
203.71,0.00083295
201.32500000000002,0.00083277
198.94,0.00083335
196.56,0.00083462
194.17999999999998,0.00083653
191.795,0.00083903
189.41,0.00084209
187.03,0.00084566
184.65,0.00084972
182.26500000000001,0.00085426
179.88,0.00085925
177.5,0.00086564
175.12,0.00087264
172.735,0.00088008
170.35,0.00088795
167.97,0.00089625
165.59,0.00090498
163.20499999999998,0.00091412
160.82,0.0009237
158.44,0.00093369
156.06,0.00094412
153.675,0.00095497
151.29000000000002,0.00096626
148.91,0.00097799
146.53,0.00099016
144.14499999999998,0.0010028
141.76,0.0010159
139.38,0.0010294
137.0,0.0010435
134.61499999999998,0.0010581
132.23000000000002,0.0010732
129.85,0.0010888
127.47,0.0011049
125.08500000000001,0.0011215
122.7,0.0011387
120.32000000000001,0.0011565
117.935,0.0011748
115.55,0.0011937
113.16999999999999,0.0012132
110.79,0.0012333
108.405,0.001254
106.02000000000001,0.0012754
103.64000000000001,0.0012974
101.26,0.0013191
98.875,0.0013365
96.49,0.0013543
94.11,0.0013726
91.73,0.0013913
89.34500000000001,0.0014104
86.96000000000001,0.0014299
84.58,0.0014498
82.19999999999999,0.0014701
79.815,0.0014908
77.42999999999999,0.0015118
75.05000000000001,0.0015332
72.67,0.0015548
70.285,0.0015767
67.9,0.0015989
65.52,0.0016212
63.14,0.0016436
60.755,0.0016661
58.370000000000005,0.0016886
55.989999999999995,0.0017111
53.61000000000001,0.0017334
51.225,0.0017554
48.839999999999996,0.0017771
46.46,0.0017984
44.07999999999999,0.0018191
41.69499999999999,0.0018391
39.309999999999995,0.0018582
36.93000000000001,0.0018764
34.55,0.0018934
32.165,0.0019092
29.78,0.0019234
27.400000000000002,0.0019361
25.02,0.001947
22.635,0.001956
20.25,0.0019629
17.87,0.0019676
15.49,0.0019699
13.105,0.0019698
10.72,0.0019671
8.34,0.0019617
498.215,0.00086617
491.525,0.00085999
484.84,0.00084011
478.155,0.00097497
471.46500000000003,0.00098085
464.775,0.0010776
458.09,0.0009964
451.405,0.0010223
444.715,0.00097878
438.03000000000003,0.0010589
431.34499999999997,0.0010544
424.65500000000003,0.0011354
417.96500000000003,0.001097
411.28,0.001107
404.595,0.0011141
397.90500000000003,0.0011708
391.215,0.0012342
384.53,0.0012004
377.84499999999997,0.0011868
371.15500000000003,0.00115
364.46500000000003,0.001126
357.78,0.0011851
351.09499999999997,0.0012611
344.405,0.0013904
337.715,0.0013843
331.03,0.001385
324.34499999999997,0.0014152
317.65500000000003,0.001484
