galaxy,hubble_type,mass_category,geometry,M_bary,r_half,sigma_mean,median_outer_accuracy,mean_outer_accuracy,S0,rc,gamma,beta
F583-4,5.0,intermediate,thin_disk,5000000000.0,2.0,397.88735772973837,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
IC2574,9.0,intermediate,irregular,3500000000.0,1.0,1114.0846016432674,0.0,12.093658775371855,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
IC4202,4.0,dwarf,thin_disk,0.0,39.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
KK98-251,10.0,intermediate,irregular,2500000000.0,,,,,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC0024,5.0,intermediate,thin_disk,1500000000.0,15.0,2.122065907891938,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC0055,9.0,intermediate,irregular,1500000000.0,5.0,19.098593171027442,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC0100,6.0,dwarf,thin_disk,500000000.0,6.0,4.420970641441537,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC0247,7.0,intermediate,thin_disk,1500000000.0,3.0,53.05164769729844,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC0289,4.0,intermediate,thin_disk,2500000000.0,158.0,0.03187689134191142,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC0300,7.0,intermediate,thin_disk,5000000000.0,14.0,8.120150157749762,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC0801,5.0,dwarf,thin_disk,0.0,81.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC0891,3.0,dwarf,thick_disk,0.0,161.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC1003,6.0,intermediate,thin_disk,2500000000.0,14.0,4.060075078874881,0.0,2.746611666390024,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC1090,4.0,intermediate,thin_disk,1500000000.0,28.0,0.6090112618312322,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC1705,11.0,intermediate,irregular,5000000000.0,34.0,1.3767728641167418,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC2366,10.0,intermediate,irregular,2500000000.0,3.0,88.41941282883074,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC2403,6.0,intermediate,thin_disk,1500000000.0,34.0,0.4130318592350225,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC2683,3.0,intermediate,thick_disk,2500000000.0,113.0,0.062320832912481534,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC2841,3.0,dwarf,thick_disk,0.0,98.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC2903,4.0,intermediate,thin_disk,1500000000.0,63.0,0.12029852085555204,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC2915,11.0,intermediate,irregular,2000000000.0,34.0,0.5507091456466967,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC2955,3.0,dwarf,thick_disk,0.0,97.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC2976,5.0,intermediate,thin_disk,5000000000.0,30.0,1.768388256576615,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC2998,5.0,dwarf,thin_disk,0.0,47.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3109,9.0,intermediate,irregular,2500000000.0,1.0,795.7747154594767,5.20261289694432,10.432035121733938,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC3198,5.0,intermediate,thin_disk,1500000000.0,17.0,1.65212743694009,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3521,4.0,intermediate,thin_disk,2500000000.0,223.0,0.016002226376148256,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3726,5.0,intermediate,thin_disk,1000000000.0,19.0,0.8817448370742125,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3741,10.0,intermediate,irregular,2000000000.0,4.0,39.78873577297384,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC3769,3.0,intermediate,thick_disk,1000000000.0,62.0,0.08280694229547103,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3877,5.0,dwarf,thin_disk,500000000.0,59.0,0.04572104081927473,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3893,5.0,intermediate,thin_disk,1000000000.0,157.0,0.012913703849397162,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3917,6.0,intermediate,thin_disk,1000000000.0,11.0,2.630660216394964,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3953,4.0,dwarf,thin_disk,0.0,58.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3972,4.0,dwarf,thin_disk,500000000.0,16.0,0.6216989964527162,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC3992,4.0,dwarf,thin_disk,0.0,36.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4010,7.0,dwarf,thin_disk,500000000.0,1.0,159.15494309189535,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4013,3.0,dwarf,thick_disk,500000000.0,74.0,0.029064087489389216,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4088,4.0,dwarf,thin_disk,0.0,45.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4100,4.0,intermediate,thin_disk,1000000000.0,38.0,0.22043620926855312,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4157,3.0,dwarf,thick_disk,0.0,84.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4183,6.0,intermediate,thin_disk,1000000000.0,8.0,4.97359197162173,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4214,10.0,intermediate,irregular,5000000000.0,36.0,1.2280474004004271,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
NGC4217,3.0,intermediate,thick_disk,1000000000.0,48.0,0.13815533254504803,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC4559,6.0,dwarf,thin_disk,500000000.0,21.0,0.3608955625666561,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC5005,4.0,dwarf,thin_disk,0.0,178.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC5033,5.0,dwarf,thin_disk,0.0,203.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC5055,4.0,dwarf,thin_disk,0.0,138.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC5371,4.0,dwarf,thin_disk,0.0,56.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC5585,7.0,intermediate,thin_disk,1000000000.0,9.0,3.929751681281367,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC5907,5.0,dwarf,thin_disk,0.0,44.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC5985,3.0,dwarf,thick_disk,0.0,28.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC6015,6.0,intermediate,thin_disk,1000000000.0,33.0,0.29229557959944047,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC6195,3.0,dwarf,thick_disk,0.0,68.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC6503,6.0,intermediate,thin_disk,1000000000.0,77.0,0.05368694319173397,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC6674,3.0,dwarf,thick_disk,0.0,56.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC6946,6.0,intermediate,thin_disk,1000000000.0,57.0,0.09797164856380139,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC7331,3.0,dwarf,thick_disk,0.0,247.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC7793,7.0,intermediate,thin_disk,4500000000.0,23.0,2.7077400526031346,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
NGC7814,2.0,dwarf,thick_disk,500000000.0,270.0,0.0021831953784896482,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC00128,8.0,intermediate,irregular,5000000000.0,2.0,397.88735772973837,40.50460387576392,40.97465918404967,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC00191,9.0,intermediate,irregular,2500000000.0,5.0,31.830988618379067,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC00731,10.0,intermediate,irregular,1500000000.0,2.0,119.36620731892151,0.0,13.468885478633839,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC01230,9.0,intermediate,irregular,5000000000.0,2.0,397.88735772973837,0.0,1.7346010623605346,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC01281,8.0,dwarf,irregular,500000000.0,1.0,159.15494309189535,0.0,0.8451035896113023,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC02259,8.0,intermediate,irregular,1500000000.0,4.0,29.841551829730378,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC02455,10.0,intermediate,irregular,2500000000.0,25.0,1.2732395447351628,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC02487,0.0,dwarf,spheroidal,0.0,81.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC02885,5.0,dwarf,thin_disk,0.0,42.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC02916,2.0,dwarf,thick_disk,0.0,242.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC02953,2.0,dwarf,thick_disk,0.0,154.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC03205,2.0,dwarf,thick_disk,0.0,58.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC03546,1.0,dwarf,thick_disk,0.0,240.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC03580,1.0,intermediate,thick_disk,2000000000.0,61.0,0.17108835591711405,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC04278,7.0,intermediate,thin_disk,1500000000.0,3.0,53.05164769729844,0.0,7.872710413823621,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC04305,10.0,intermediate,irregular,5000000000.0,7.0,32.48060063099905,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC04325,9.0,intermediate,irregular,1500000000.0,4.0,29.841551829730378,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC04483,10.0,intermediate,irregular,1500000000.0,2.0,119.36620731892151,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC04499,8.0,intermediate,irregular,1500000000.0,3.0,53.05164769729844,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC05005,10.0,intermediate,irregular,5000000000.0,2.0,397.88735772973837,28.106330120342083,20.205509723227447,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC05253,2.0,dwarf,thick_disk,0.0,148.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC05716,9.0,intermediate,irregular,5000000000.0,2.0,397.88735772973837,0.0,0.29420202381001404,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC05721,7.0,intermediate,thin_disk,2500000000.0,23.0,1.5043000292239637,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC05750,8.0,intermediate,irregular,5000000000.0,,,,,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC05764,10.0,intermediate,irregular,5000000000.0,,,,,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC05829,10.0,intermediate,irregular,5000000000.0,1.0,1591.5494309189535,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC05918,10.0,intermediate,irregular,2500000000.0,,,,,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC05986,9.0,intermediate,irregular,1500000000.0,7.0,9.744180189299716,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC06399,9.0,intermediate,irregular,1000000000.0,3.0,35.367765131532295,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC06446,7.0,intermediate,thin_disk,1500000000.0,3.0,53.05164769729844,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC06614,1.0,dwarf,thick_disk,0.0,146.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC06667,6.0,dwarf,thin_disk,500000000.0,1.0,159.15494309189535,64.22062485802596,63.783319758508895,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC06786,0.0,intermediate,spheroidal,1500000000.0,99.0,0.04871592993324009,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC06787,2.0,intermediate,thick_disk,1500000000.0,189.0,0.013366502317283561,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC06818,9.0,intermediate,irregular,1500000000.0,5.0,19.098593171027442,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC06917,9.0,intermediate,irregular,1000000000.0,5.0,12.732395447351626,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC06930,7.0,intermediate,thin_disk,2500000000.0,7.0,16.240300315499525,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC06973,2.0,intermediate,thick_disk,1500000000.0,331.0,0.004357981665699346,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC06983,6.0,dwarf,thin_disk,500000000.0,5.0,6.366197723675813,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC07089,8.0,intermediate,irregular,1500000000.0,3.0,53.05164769729844,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC07125,9.0,intermediate,irregular,1500000000.0,2.0,119.36620731892151,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC07151,6.0,intermediate,thin_disk,1500000000.0,7.0,9.744180189299716,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC07323,8.0,intermediate,irregular,1500000000.0,6.0,13.26291192432461,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC07399,8.0,intermediate,irregular,1500000000.0,11.0,3.9459903245924464,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC07524,9.0,intermediate,irregular,1500000000.0,2.0,119.36620731892151,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC07577,10.0,intermediate,irregular,1500000000.0,1.0,477.46482927568604,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC07603,7.0,intermediate,thin_disk,1500000000.0,8.0,7.460387957432594,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC07608,10.0,intermediate,irregular,5000000000.0,1.0,1591.5494309189535,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC08286,6.0,intermediate,thin_disk,1500000000.0,3.0,53.05164769729844,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC08490,9.0,intermediate,irregular,1500000000.0,12.0,3.3157279810811526,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC08550,7.0,intermediate,thin_disk,1500000000.0,4.0,29.841551829730378,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC08699,2.0,intermediate,thick_disk,4500000000.0,219.0,0.02986581780669832,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC08837,10.0,intermediate,irregular,2500000000.0,1.0,795.7747154594767,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC09037,6.0,intermediate,thin_disk,2500000000.0,33.0,0.7307389489986011,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC09133,2.0,dwarf,thick_disk,0.0,128.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC11455,6.0,dwarf,thin_disk,0.0,57.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC11557,8.0,intermediate,irregular,5000000000.0,10.0,15.915494309189533,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC11820,9.0,intermediate,irregular,5000000000.0,2.0,397.88735772973837,0.0,3.0425917924023405,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC11914,2.0,dwarf,thick_disk,0.0,242.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC12506,6.0,dwarf,thin_disk,0.0,14.0,0.0,0.0,0.0,0.00024716627176030274,40.94781055946767,0.9245641385842158,0.11513511393485207
UGC12632,9.0,intermediate,irregular,1500000000.0,1.0,477.46482927568604,3.0638893945826196,7.1114536888245885,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGC12732,9.0,intermediate,irregular,3000000000.0,2.0,238.73241463784302,15.10183133812632,15.909727584581615,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGCA442,9.0,intermediate,irregular,3500000000.0,,,,,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
UGCA444,10.0,intermediate,irregular,2000000000.0,1.0,636.6197723675814,0.0,0.0,0.0007717395258396295,31.24067513979646,0.8997510146183497,0.11513511393485207
