gal_id,vflat_kms,M_bary_Msun
UGC03205,172.0934074341191,0.0
UGC03546,162.07034539309183,0.0
UGC03580,119.39534701247688,2000000000.0
UGC04278,76.38016611421087,1500000000.0
UGC04305,83.83191013107796,5000000000.0
UGC04325,79.36898114708634,1500000000.0
UGC04483,23.574465448589443,1500000000.0
UGC04499,85.54326220274208,1500000000.0
UGC05005,130.71630702010705,5000000000.0
UGC05253,189.6992685405955,0.0
UGC05414,63.40890168952222,1500000000.0
UGC05716,115.55053246537214,5000000000.0
UGC05721,75.55245567200188,2500000000.0
UGC05750,119.92568307946226,5000000000.0
UGC05764,58.77156786063891,5000000000.0
UGC05829,95.93125160560248,5000000000.0
UGC05918,59.619206321315545,2500000000.0
UGC05986,94.63175067601968,1500000000.0
UGC05999,130.8912874559505,5000000000.0
UGC06399,80.40372991675622,1000000000.0
UGC06446,86.13593885491602,1500000000.0
UGC06614,121.16848829757346,0.0
UGC06628,108.69287364667643,5000000000.0
UGC06667,63.7055024820221,500000000.0
UGC06786,159.46615422345744,1500000000.0
UGC06787,170.07391265860798,1500000000.0
UGC06818,77.93384591420482,1500000000.0
UGC06917,98.85931970079461,1000000000.0
UGC06923,79.22833538792865,1000000000.0
UGC06930,119.4329094248024,2500000000.0
UGC06973,195.76649967824926,1500000000.0
UGC06983,87.99337600970512,500000000.0
UGC07089,92.68842950444962,1500000000.0
UGC07125,99.0543135675728,1500000000.0
UGC07151,77.96656478798668,1500000000.0
UGC07232,32.54283315460456,2500000000.0
UGC07261,97.8935475732365,5000000000.0
UGC07323,88.58813611916736,1500000000.0
UGC07399,72.04845272141907,1500000000.0
UGC07524,92.17798736959173,1500000000.0
UGC07559,38.02512517778626,1500000000.0
UGC07577,28.104559166115926,1500000000.0
UGC07603,52.64528454637114,1500000000.0
UGC07608,74.57199051252255,5000000000.0
UGC07690,65.11031943432224,2500000000.0
UGC07866,39.53678645819035,2500000000.0
UGC08286,79.703320153297,1500000000.0
UGC08490,82.80273002032209,1500000000.0
UGC08550,60.82181316183449,1500000000.0
UGC08699,175.44956647860934,4500000000.0
UGC08837,62.74069398913268,2500000000.0
UGC09037,162.4094900526583,2500000000.0
UGC09133,141.0726767751591,0.0
UGC09992,68.15977402238809,5000000000.0
UGC10310,95.61714433853251,3000000000.0
UGC11455,249.86542856848473,0.0
UGC11557,138.5952574761486,5000000000.0
UGC11820,120.80168784463066,5000000000.0
UGC11914,298.0163997622478,0.0
UGC12506,145.3177145600533,0.0
UGC12632,88.16113711813378,1500000000.0
UGC12732,111.40011561299099,3000000000.0
UGCA281,26.128078869965186,1500000000.0
UGCA442,79.6274898617087,3500000000.0
UGCA444,36.74384452529307,2000000000.0
