Galaxy,Galaxy_Type,Galaxy_Class,Radius_kpc,Boundary_kpc,In_Outer_Region,Observed_Speed_km_s,Baryonic_Speed_km_s,GR_Speed_km_s,GR_Percent_Off,G_Predicted,Predicted_Speed_km_s,Model_Percent_Off,Baryonic_Mass_Msun,Model
D564-8,Im,dwarf irregular,0.51,2.456,False,8.54,7.245032781154272,7.245032781154272,15.163550571964018,1.0,7.245032781154272,15.163550571964018,3500000000.0,shell
D564-8,Im,dwarf irregular,1.02,2.456,False,15.1,10.168800322555262,10.168800322555262,32.65695150625654,1.0,10.168800322555262,32.65695150625654,3500000000.0,shell
D564-8,Im,dwarf irregular,1.53,2.456,False,19.8,11.082585438425458,11.082585438425458,44.0273462705785,1.0875591459011975,11.557596561068607,41.6283001966232,3500000000.0,shell
D564-8,Im,dwarf irregular,2.04,2.456,False,21.9,11.118547567016117,11.118547567016117,49.230376406319095,1.4580353051769275,13.425549757835345,38.69611982723587,3500000000.0,shell
D564-8,Im,dwarf irregular,2.56,2.456,True,24.0,10.791264986089443,10.791264986089443,55.036395891293985,1.867116055351515,14.745449420352077,38.560627415199676,3500000000.0,shell
D564-8,Im,dwarf irregular,3.07,2.456,True,25.0,10.39635032114636,10.39635032114636,58.414598715414556,1.940114886554415,14.48086915243129,42.07652339027484,3500000000.0,shell
D631-7,Im,dwarf irregular,0.45,5.752000000000001,False,8.41,13.052206709978202,13.052206709978202,55.19865291293938,1.0,13.052206709978202,55.19865291293938,1500000000.0,shell
D631-7,Im,dwarf irregular,0.9,5.752000000000001,False,17.8,20.57645499108143,20.57645499108143,15.598061747648481,1.0,20.57645499108143,15.598061747648481,1500000000.0,shell
D631-7,Im,dwarf irregular,1.35,5.752000000000001,False,26.0,26.643340631384795,26.643340631384795,2.4743870437876745,1.0,26.643340631384795,2.4743870437876745,1500000000.0,shell
D631-7,Im,dwarf irregular,1.8,5.752000000000001,False,30.9,28.40977472631559,28.40977472631559,8.058981468234334,1.0,28.40977472631559,8.058981468234334,1500000000.0,shell
D631-7,Im,dwarf irregular,2.25,5.752000000000001,False,34.7,28.156995578363823,28.156995578363823,18.855920523447203,1.0,28.156995578363823,18.855920523447203,1500000000.0,shell
D631-7,Im,dwarf irregular,2.69,5.752000000000001,False,38.8,27.869512015821158,27.869512015821158,28.171360783966083,1.0,27.869512015821158,28.171360783966083,1500000000.0,shell
D631-7,Im,dwarf irregular,3.14,5.752000000000001,False,42.5,27.03890715247197,27.03890715247197,36.3790419941836,1.015087237992183,27.242114774998285,35.90090641176874,1500000000.0,shell
D631-7,Im,dwarf irregular,3.59,5.752000000000001,False,45.6,26.289056658617476,26.289056658617476,42.348559959172206,1.1056044787261898,27.642345893802343,39.3808204083282,1500000000.0,shell
D631-7,Im,dwarf irregular,4.04,5.752000000000001,False,48.8,25.52609057415569,25.52609057415569,47.692437348041615,1.2576323789869837,28.626032565174505,41.34009720251126,1500000000.0,shell
D631-7,Im,dwarf irregular,4.49,5.752000000000001,False,51.8,24.616459940454476,24.616459940454476,52.477876562829195,1.4351704972795103,29.490174800321455,43.06916061714005,1500000000.0,shell
D631-7,Im,dwarf irregular,4.94,5.752000000000001,False,54.8,23.785779364990336,23.785779364990336,56.59529312957967,1.5961775330940087,30.05093456964568,45.16252815758087,1500000000.0,shell
D631-7,Im,dwarf irregular,5.39,5.752000000000001,False,56.6,22.912599154177162,22.912599154177162,59.51837605269052,1.702526771773572,29.896567743445843,47.179208933841274,1500000000.0,shell
D631-7,Im,dwarf irregular,5.84,5.752000000000001,True,58.4,22.092193191261025,22.092193191261025,62.17090206975852,2.199391358401836,32.763484908330376,43.8981422802562,1500000000.0,shell
D631-7,Im,dwarf irregular,6.29,5.752000000000001,True,58.5,21.303694515271285,21.303694515271285,63.583428179023436,2.2347266260925323,31.846897320820243,45.560859280649154,1500000000.0,shell
D631-7,Im,dwarf irregular,6.74,5.752000000000001,True,57.7,20.562927807099843,20.562927807099843,64.3623434885618,2.2676192234565122,30.96492381277582,46.33462077508524,1500000000.0,shell
D631-7,Im,dwarf irregular,7.19,5.752000000000001,True,57.3,19.850120906432785,19.850120906432785,65.35755513711555,2.298385139949044,30.09362874520525,47.48057810609903,1500000000.0,shell
DDO064,Im,dwarf irregular,0.1,2.384,False,6.29,1.96,1.96,68.83942766295708,1.0,1.96,68.83942766295708,2500000000.0,shell
DDO064,Im,dwarf irregular,0.3,2.384,False,13.9,6.31,6.31,54.6043165467626,1.0,6.31,54.6043165467626,2500000000.0,shell
DDO064,Im,dwarf irregular,0.49,2.384,False,15.6,9.67,9.67,38.01282051282051,1.0,9.67,38.01282051282051,2500000000.0,shell
DDO064,Im,dwarf irregular,0.69,2.384,False,18.4,14.140951170271396,14.140951170271396,23.147004509394577,1.0,14.140951170271396,23.147004509394577,2500000000.0,shell
DDO064,Im,dwarf irregular,0.89,2.384,False,22.5,15.274897708331798,15.274897708331798,32.111565740747565,1.0,15.274897708331798,32.111565740747565,2500000000.0,shell
DDO064,Im,dwarf irregular,1.09,2.384,False,26.5,17.146107429967888,17.146107429967888,35.29770781144193,1.0,17.146107429967888,35.29770781144193,2500000000.0,shell
DDO064,Im,dwarf irregular,1.29,2.384,False,35.3,19.671799612643476,19.671799612643476,44.272522343786186,1.0109422262727468,19.77913343502085,43.96846052402025,2500000000.0,shell
DDO064,Im,dwarf irregular,1.48,2.384,False,40.5,22.844255295369116,22.844255295369116,43.594431369458974,1.0905527786000238,23.856149585383815,41.0959269496696,2500000000.0,shell
DDO064,Im,dwarf irregular,1.68,2.384,False,44.2,25.09904380648793,25.09904380648793,43.214833016995634,1.23724327948474,27.91802734490326,36.83704220610123,2500000000.0,shell
DDO064,Im,dwarf irregular,1.88,2.384,False,46.3,26.6757792763398,26.6757792763398,42.38492596902851,1.4090814177428164,31.66541317333185,31.6081788912919,2500000000.0,shell
DDO064,Im,dwarf irregular,2.08,2.384,False,46.4,27.395977806970134,27.395977806970134,40.95694438152988,1.5594176125910075,34.211177576736674,26.269013843239925,2500000000.0,shell
DDO064,Im,dwarf irregular,2.27,2.384,False,46.3,27.55252801468497,27.55252801468497,40.49130018426572,1.6449761682860569,35.33794234742284,23.676150437531664,2500000000.0,shell
DDO064,Im,dwarf irregular,2.37,2.384,False,46.4,27.75392224533318,27.75392224533318,40.18551240229918,1.6595294245243022,35.7533586817863,22.945347668564,2500000000.0,shell
DDO064,Im,dwarf irregular,2.98,2.384,True,46.9,28.065868951450625,28.065868951450625,40.15806193720549,2.0751670127572672,40.43011909183314,13.79505524129394,2500000000.0,shell
DDO154,Im,dwarf irregular,0.49,3.2,False,13.8,12.865601423952167,12.865601423952167,6.771004174259661,1.0,12.865601423952167,6.771004174259661,1500000000.0,shell
DDO154,Im,dwarf irregular,0.99,3.2,False,21.6,16.350966332299752,16.350966332299752,24.301081794908562,1.0,16.350966332299752,24.301081794908562,1500000000.0,shell
DDO154,Im,dwarf irregular,1.48,3.2,False,28.9,16.907377088123397,16.907377088123397,41.49696509299862,1.0,16.907377088123397,41.49696509299862,1500000000.0,shell
DDO154,Im,dwarf irregular,1.97,3.2,False,34.3,17.623677255328978,17.623677255328978,48.61901674831201,1.0922505187633038,18.418644293887905,46.30132858924809,1500000000.0,shell
DDO154,Im,dwarf irregular,2.47,3.2,False,38.2,17.938375065763342,17.938375065763342,53.040902969205916,1.415419554463329,21.34153710394002,44.132101822146545,1500000000.0,shell
DDO154,Im,dwarf irregular,2.96,3.2,False,42.0,18.61036270468687,18.61036270468687,55.6896126078884,1.690899349960889,24.199908055647942,42.381171296076324,1500000000.0,shell
DDO154,Im,dwarf irregular,3.46,3.2,True,44.6,19.48889170784219,19.48889170784219,56.30293339048837,2.2293496344857666,29.098877421414677,34.75588022104333,1500000000.0,shell
DDO154,Im,dwarf irregular,3.95,3.2,True,46.3,19.522832786253126,19.522832786253126,57.834054457336656,2.2923973587741084,29.558867057458787,36.15795451952745,1500000000.0,shell
DDO154,Im,dwarf irregular,4.44,3.2,True,47.4,18.93923176900267,18.93923176900267,60.0438148333277,2.3480628372728534,29.021323632532123,38.77357883432041,1500000000.0,shell
DDO154,Im,dwarf irregular,4.94,3.2,True,48.2,18.278320491773854,18.278320491773854,62.07817325358121,2.398859634255086,28.30992418262051,41.26571746344293,1500000000.0,shell
DDO154,Im,dwarf irregular,5.43,3.2,True,47.4,17.548244926487662,17.548244926487662,62.978386231038684,2.4438788758964454,27.433014062157653,42.12444290684039,1500000000.0,shell
DDO154,Im,dwarf irregular,5.92,3.2,True,45.5,16.8462814888034,16.8462814888034,62.975205519113416,2.485005926791793,26.556312319426358,41.634478418843166,1500000000.0,shell
DDO161,Im,dwarf irregular,0.6,6.4,False,16.0,14.318536936433135,14.318536936433135,10.509144147292904,1.0,14.318536936433135,10.509144147292904,5000000000.0,shell
DDO161,Im,dwarf irregular,0.73,6.4,False,16.6,16.375066412079065,16.375066412079065,1.3550216139815474,1.0,16.375066412079065,1.3550216139815474,5000000000.0,shell
DDO161,Im,dwarf irregular,0.85,6.4,False,18.6,17.879119105817267,17.879119105817267,3.875703732165238,1.0,17.879119105817267,3.875703732165238,5000000000.0,shell
DDO161,Im,dwarf irregular,0.98,6.4,False,20.0,19.968217246414362,19.968217246414362,0.15891376792819045,1.0,19.968217246414362,0.15891376792819045,5000000000.0,shell
DDO161,Im,dwarf irregular,1.07,6.4,False,21.4,21.26249750146958,21.26249750146958,0.6425350398617761,1.0,21.26249750146958,0.6425350398617761,5000000000.0,shell
DDO161,Im,dwarf irregular,1.54,6.4,False,28.9,27.1146086086449,27.1146086086449,6.177824883581655,1.0,27.1146086086449,6.177824883581655,5000000000.0,shell
DDO161,Im,dwarf irregular,2.02,6.4,False,32.9,31.18002565746218,31.18002565746218,5.227885539628624,1.0,31.18002565746218,5.227885539628624,5000000000.0,shell
DDO161,Im,dwarf irregular,2.49,6.4,False,35.2,33.63529247680181,33.63529247680181,4.445191827267597,1.0,33.63529247680181,4.445191827267597,5000000000.0,shell
DDO161,Im,dwarf irregular,2.96,6.4,False,37.6,34.90671138907245,34.90671138907245,7.163001624807321,1.0,34.90671138907245,7.163001624807321,5000000000.0,shell
DDO161,Im,dwarf irregular,3.43,6.4,False,40.6,35.32418010371932,35.32418010371932,12.994630286405615,1.0072899646804663,35.45270231112668,12.67807312530375,5000000000.0,shell
DDO161,Im,dwarf irregular,3.9,6.4,False,42.7,35.80341464162322,35.80341464162322,16.151253766690356,1.0651856297059368,36.951927532170494,13.461528027703766,5000000000.0,shell
DDO161,Im,dwarf irregular,4.37,6.4,False,45.5,35.96655251758222,35.96655251758222,20.952631829489622,1.1695122588334705,38.89566498325925,14.51502201481483,5000000000.0,shell
DDO161,Im,dwarf irregular,4.86,6.4,False,48.9,35.986336295877635,35.986336295877635,26.40831023337907,1.3040807875771274,41.09508494743984,15.960971477628142,5000000000.0,shell
DDO161,Im,dwarf irregular,5.34,6.4,False,51.5,35.891951744088814,35.891951744088814,30.306889817303272,1.4323865369971118,42.956332010614815,16.589646581330456,5000000000.0,shell
DDO161,Im,dwarf irregular,5.81,6.4,False,53.0,35.67475437897225,35.67475437897225,32.68914268118443,1.527506336436537,44.09125919110699,16.808944922439636,5000000000.0,shell
DDO161,Im,dwarf irregular,6.28,6.4,False,55.0,35.70686208559918,35.70686208559918,35.07843257163786,1.5723586144751507,44.77416427230694,18.592428595805565,5000000000.0,shell
DDO161,Im,dwarf irregular,6.75,6.4,True,57.6,35.760271251767655,35.760271251767655,37.916195743458935,1.7429692347682948,47.21126802484754,18.035993012417464,5000000000.0,shell
DDO161,Im,dwarf irregular,7.22,6.4,True,59.7,35.96768549684563,35.96768549684563,39.75262060829878,1.7681545249494266,47.826940568796935,19.88787174405874,5000000000.0,shell
DDO161,Im,dwarf irregular,7.69,6.4,True,60.5,36.35770069737634,36.35770069737634,39.90462694648539,1.7917509219192562,48.66707314878139,19.558556778873733,5000000000.0,shell
DDO161,Im,dwarf irregular,8.16,6.4,True,61.8,36.796836820574676,36.796836820574676,40.45819284696655,1.813947064256079,49.55902930265679,19.80739595039354,5000000000.0,shell
DDO161,Im,dwarf irregular,8.64,6.4,True,62.9,37.021216889778216,37.021216889778216,41.142739443913804,1.8353331715986358,50.154296951153924,20.263438869389624,5000000000.0,shell
DDO161,Im,dwarf irregular,9.11,6.4,True,63.0,37.29874662773536,37.29874662773536,40.79564027343593,1.855152210949151,50.80237457875095,19.36131019245881,5000000000.0,shell
DDO161,Im,dwarf irregular,9.58,6.4,True,64.5,37.20884303495609,37.20884303495609,42.31187126363397,1.8739740344824338,50.93636522949848,21.028891117056624,5000000000.0,shell
DDO161,Im,dwarf irregular,10.05,6.4,True,65.6,37.007901858927376,37.007901858927376,43.585515458952166,1.891894204965588,50.902942413272676,22.40405119927945,5000000000.0,shell
DDO161,Im,dwarf irregular,10.52,6.4,True,67.5,36.29888428037424,36.29888428037424,46.22387514018631,1.9089951743676896,50.15285856961133,25.69946878576099,5000000000.0,shell
DDO161,Im,dwarf irregular,10.99,6.4,True,66.8,35.472186287287116,35.472186287287116,46.89792471963006,1.9253485776673498,49.22011689251624,26.31719028066431,5000000000.0,shell
DDO161,Im,dwarf irregular,11.46,6.4,True,66.8,34.518524012477705,34.518524012477705,48.325562855572294,1.9410170459689096,48.0913415206705,28.00697377145135,5000000000.0,shell
DDO161,Im,dwarf irregular,11.94,6.4,True,66.6,33.57783346197309,33.57783346197309,49.582832639680035,1.956369148919578,46.96540519429797,29.48137358213517,5000000000.0,shell
DDO161,Im,dwarf irregular,12.41,6.4,True,66.8,32.650298620380184,32.650298620380184,51.12230745452068,1.9708147096477453,45.83635298212874,31.382705116573742,5000000000.0,shell
DDO161,Im,dwarf irregular,12.9,6.4,True,66.3,31.86244968611171,31.86244968611171,51.94200650661884,1.9853037550084554,44.894448892413614,32.28589910646514,5000000000.0,shell
DDO161,Im,dwarf irregular,13.37,6.4,True,66.1,30.952935240458213,30.952935240458213,53.17256393274097,1.9986932963096729,43.759758544126086,33.79764214201801,5000000000.0,shell
DDO168,Im,dwarf irregular,0.41,3.2,False,15.0,13.301372109673498,13.301372109673498,11.324185935510018,1.0,13.301372109673498,11.324185935510018,3000000000.0,shell
DDO168,Im,dwarf irregular,0.82,3.2,False,23.4,22.071746645881923,22.071746645881923,5.676296385119981,1.0,22.071746645881923,5.676296385119981,3000000000.0,shell
DDO168,Im,dwarf irregular,1.24,3.2,False,29.2,25.138022993067693,25.138022993067693,13.910880160727077,1.0,25.138022993067693,13.910880160727077,3000000000.0,shell
DDO168,Im,dwarf irregular,1.64,3.2,False,36.2,25.762765767673315,25.762765767673315,28.832138763333386,1.0009804879660658,25.77539271419324,28.797257695598788,3000000000.0,shell
DDO168,Im,dwarf irregular,2.06,3.2,False,44.0,27.735754902291735,27.735754902291735,36.96419340388242,1.1211528484016815,29.36786689752838,33.25484796016278,3000000000.0,shell
DDO168,Im,dwarf irregular,2.47,3.2,False,52.1,28.32203735609428,28.32203735609428,45.63908376949274,1.3616437271422759,33.0488411850356,36.56652363716776,3000000000.0,shell
DDO168,Im,dwarf irregular,2.89,3.2,False,52.9,28.554554803043242,28.554554803043242,46.02163553299954,1.5790058197238888,35.88122476428586,32.171597799081546,3000000000.0,shell
DDO168,Im,dwarf irregular,3.3,3.2,True,54.8,28.506204587773517,28.506204587773517,47.98137848946438,1.9211412764649514,39.51109349889145,27.899464418081298,3000000000.0,shell
DDO168,Im,dwarf irregular,3.71,3.2,True,55.0,28.488123841348344,28.488123841348344,48.20341119754847,1.9696715914241023,39.98165424793166,27.306083185578803,3000000000.0,shell
DDO168,Im,dwarf irregular,4.12,3.2,True,52.0,28.01935937882949,28.01935937882949,46.11661657917406,2.013109690382264,39.755014963132815,23.54804814782151,3000000000.0,shell
DDO170,Im,dwarf irregular,1.87,6.165,False,27.7,20.154862936770375,20.154862936770375,27.238761961117778,1.0,20.154862936770375,27.238761961117778,3500000000.0,shell
DDO170,Im,dwarf irregular,3.36,6.165,False,42.4,24.84285410334328,24.84285410334328,41.40836296381301,1.0122523443726708,24.99458236339199,41.050513293886816,3500000000.0,shell
DDO170,Im,dwarf irregular,4.86,6.165,False,52.5,28.66272317837229,28.66272317837229,45.4043368031004,1.381951405472401,33.694873890300286,35.81928782799945,3500000000.0,shell
DDO170,Im,dwarf irregular,6.35,6.165,True,55.6,31.195207965326983,31.195207965326983,43.89351085372845,1.8623317520350127,42.57125066881527,23.433002394217144,3500000000.0,shell
DDO170,Im,dwarf irregular,7.85,6.165,True,58.6,32.79981249946408,32.79981249946408,44.02762372105106,1.9475412681779025,45.77356052568902,21.88812196981396,3500000000.0,shell
DDO170,Im,dwarf irregular,9.34,6.165,True,59.0,32.63231680405178,32.63231680405178,44.69098846770884,2.017374726080186,46.3490883572593,21.442223123289327,3500000000.0,shell
DDO170,Im,dwarf irregular,10.83,6.165,True,60.0,31.212744192076414,31.212744192076414,47.97875967987264,2.0768496917593855,44.98155722283391,25.03073796194349,3500000000.0,shell
DDO170,Im,dwarf irregular,12.33,6.165,True,62.2,29.074217100379503,29.074217100379503,53.2568856907082,2.1289719259778175,42.4221813635921,31.79713607139534,3500000000.0,shell
ESO079-G014,Sbc,spiral,0.41,13.336000000000002,False,33.2,29.034231520741166,29.034231520741166,12.547495419454329,1.0,29.034231520741166,12.547495419454329,2500000000.0,shell
ESO079-G014,Sbc,spiral,0.98,13.336000000000002,False,50.4,47.803850263341765,47.803850263341765,5.151090747337765,1.0,47.803850263341765,5.151090747337765,2500000000.0,shell
ESO079-G014,Sbc,spiral,1.78,13.336000000000002,False,53.9,62.455829191517424,62.455829191517424,15.87352354641452,1.0,62.455829191517424,15.87352354641452,2500000000.0,shell
ESO079-G014,Sbc,spiral,2.69,13.336000000000002,False,67.6,75.96270729772604,75.96270729772604,12.370868783618414,1.0,75.96270729772604,12.370868783618414,2500000000.0,shell
ESO079-G014,Sbc,spiral,3.36,13.336000000000002,False,81.7,82.7209556279423,82.7209556279423,1.249639691483843,1.0,82.7209556279423,1.249639691483843,2500000000.0,shell
ESO079-G014,Sbc,spiral,4.39,13.336000000000002,False,102.0,87.36533065238179,87.36533065238179,14.347715046684524,1.0,87.36533065238179,14.347715046684524,2500000000.0,shell
ESO079-G014,Sbc,spiral,5.65,13.336000000000002,False,116.0,92.71797506416974,92.71797506416974,20.070711151577814,1.0,92.71797506416974,20.070711151577814,2500000000.0,shell
ESO079-G014,Sbc,spiral,6.34,13.336000000000002,False,132.0,96.73140389759676,96.73140389759676,26.71863341091154,1.0,96.73140389759676,26.71863341091154,2500000000.0,shell
ESO079-G014,Sbc,spiral,6.89,13.336000000000002,False,137.0,101.22834484471234,101.22834484471234,26.11069719364063,1.001802770977856,101.31954951904775,26.044124438651274,2500000000.0,shell
ESO079-G014,Sbc,spiral,8.34,13.336000000000002,False,154.0,115.10685904845114,115.10685904845114,25.255286332174585,1.0971688684260197,120.56963369870475,21.70803006577614,2500000000.0,shell
ESO079-G014,Sbc,spiral,10.04,13.336000000000002,False,163.0,130.9806523880531,130.9806523880531,19.643771541071715,1.3357826138083824,151.3822801857306,7.1274354688769375,2500000000.0,shell
ESO079-G014,Sbc,spiral,11.65,13.336000000000002,False,170.0,136.90796397580382,136.90796397580382,19.46590354364481,1.5610378383714434,171.0548635996971,0.6205079998218153,2500000000.0,shell
ESO079-G014,Sbc,spiral,13.36,13.336000000000002,True,175.0,137.8288072211321,137.8288072211321,21.24068158792451,1.9800346405719502,193.94401939046193,10.825153937406817,2500000000.0,shell
ESO079-G014,Sbc,spiral,15.06,13.336000000000002,True,177.0,134.42007476563907,134.42007476563907,24.05645493466719,2.031513770847193,191.59052077760717,8.243232077744162,2500000000.0,shell
ESO079-G014,Sbc,spiral,16.67,13.336000000000002,True,178.0,130.66190339957552,130.66190339957552,26.594436292373302,2.0751670127572672,188.22422082667757,5.743944284650318,2500000000.0,shell
ESO116-G012,Sd,spiral,0.25,7.888,False,20.9,17.33,17.33,17.081339712918663,1.0,17.33,17.081339712918663,1500000000.0,shell
ESO116-G012,Sd,spiral,0.83,7.888,False,40.0,34.96,34.96,12.599999999999998,1.0,34.96,12.599999999999998,1500000000.0,shell
ESO116-G012,Sd,spiral,1.38,7.888,False,51.5,51.34,51.34,0.3106796116504788,1.0,51.34,0.3106796116504788,1500000000.0,shell
ESO116-G012,Sd,spiral,1.85,7.888,False,67.9,61.93297183245771,61.93297183245771,8.787964900651392,1.0,61.93297183245771,8.787964900651392,1500000000.0,shell
ESO116-G012,Sd,spiral,2.68,7.888,False,80.2,61.776141834854016,61.776141834854016,22.972391727114697,1.0,61.776141834854016,22.972391727114697,1500000000.0,shell
ESO116-G012,Sd,spiral,3.19,7.888,False,83.3,65.33506944972203,65.33506944972203,21.566543277644623,1.0,65.33506944972203,21.566543277644623,1500000000.0,shell
ESO116-G012,Sd,spiral,3.68,7.888,False,91.4,68.19718249312064,68.19718249312064,25.38601477776736,1.0,68.19718249312064,25.38601477776736,1500000000.0,shell
ESO116-G012,Sd,spiral,4.13,7.888,False,102.0,69.97198367918405,69.97198367918405,31.40001600079995,1.0040026628323124,70.1118809577666,31.262861806111175,1500000000.0,shell
ESO116-G012,Sd,spiral,5.23,7.888,False,105.0,69.42425584765024,69.42425584765024,33.88166109747596,1.1755034923269223,75.2702216896789,28.314074581258186,1500000000.0,shell
ESO116-G012,Sd,spiral,6.05,7.888,False,109.0,65.99247305564477,65.99247305564477,39.45644673794058,1.4042843776692044,78.20273392022712,28.25437255025035,1500000000.0,shell
ESO116-G012,Sd,spiral,6.81,7.888,False,108.0,62.639955300111765,62.639955300111765,42.0000413887854,1.6041006813921914,79.33544293707668,26.541256539743816,1500000000.0,shell
ESO116-G012,Sd,spiral,7.56,7.888,False,109.0,61.778006604292436,61.778006604292436,43.32292972083263,1.7183220799257248,80.98156699493099,25.704984408320197,1500000000.0,shell
ESO116-G012,Sd,spiral,8.32,7.888,True,110.0,61.35031621760397,61.35031621760397,44.226985256723665,2.2175451653575626,91.35935873730415,16.946037511541682,1500000000.0,shell
ESO116-G012,Sd,spiral,9.09,7.888,True,111.0,60.56720647347044,60.56720647347044,45.434949122999605,2.2596791645630856,91.04601332081764,17.97656457583997,1500000000.0,shell
ESO116-G012,Sd,spiral,9.86,7.888,True,112.0,57.32175154337139,57.32175154337139,48.8198646934184,2.298385139949044,86.90221677249791,22.408735024555437,1500000000.0,shell
ESO444-G084,Im,dwarf irregular,0.26,3.2,False,18.3,9.493376638478008,9.493376638478008,48.123624926349684,1.0,9.493376638478008,48.123624926349684,3000000000.0,shell
ESO444-G084,Im,dwarf irregular,0.77,3.2,False,35.3,18.765569535721532,18.765569535721532,46.83974635772936,1.0,18.765569535721532,46.83974635772936,3000000000.0,shell
ESO444-G084,Im,dwarf irregular,1.29,3.2,False,47.8,21.954819516452417,21.954819516452417,54.06941523754724,1.0,21.954819516452417,54.06941523754724,3000000000.0,shell
ESO444-G084,Im,dwarf irregular,1.81,3.2,False,52.8,23.4251253998778,23.4251253998778,55.634232197201136,1.0266576698039442,23.735301481682765,55.04677749681294,3000000000.0,shell
ESO444-G084,Im,dwarf irregular,2.32,3.2,False,58.0,23.545838273461406,23.545838273461406,59.40372711472172,1.2683085952262683,26.517136519603927,54.28079910413116,3000000000.0,shell
ESO444-G084,Im,dwarf irregular,3.39,3.2,True,63.1,20.045273757172787,20.045273757172787,68.23252970337118,1.9322917654445757,27.864313218677783,55.84102501001936,3000000000.0,shell
ESO444-G084,Im,dwarf irregular,4.44,3.2,True,62.7,16.779851012449424,16.779851012449424,73.2378771731269,2.044107425642578,23.990536399363215,61.737581500218155,3000000000.0,shell
ESO563-G021,Sbc,spiral,0.45,33.928,False,18.9,65.19,65.19,244.92063492063494,,,,0.0,shell
ESO563-G021,Sbc,spiral,1.34,33.928,False,58.3,120.17,120.17,106.12349914236707,,,,0.0,shell
ESO563-G021,Sbc,spiral,2.23,33.928,False,74.1,137.48,137.48,85.53306342780027,,,,0.0,shell
ESO563-G021,Sbc,spiral,3.12,33.928,False,119.0,146.18,146.18,22.84033613445379,,,,0.0,shell
ESO563-G021,Sbc,spiral,4.01,33.928,False,141.0,157.86,157.86,11.957446808510648,,,,0.0,shell
ESO563-G021,Sbc,spiral,4.9,33.928,False,195.0,175.79,175.79,9.851282051282055,,,,0.0,shell
ESO563-G021,Sbc,spiral,5.79,33.928,False,227.0,199.19,199.19,12.251101321585903,,,,0.0,shell
ESO563-G021,Sbc,spiral,6.69,33.928,False,246.0,217.87,217.87,11.434959349593495,,,,0.0,shell
ESO563-G021,Sbc,spiral,7.58,33.928,False,268.0,228.65,228.65,14.682835820895521,,,,0.0,shell
ESO563-G021,Sbc,spiral,8.47,33.928,False,283.0,241.76,241.76,14.572438162544174,,,,0.0,shell
ESO563-G021,Sbc,spiral,10.23,33.928,False,291.0,260.94,260.94,10.329896907216495,,,,0.0,shell
ESO563-G021,Sbc,spiral,12.06,33.928,False,310.0,275.0400029086679,275.0400029086679,11.27741841655875,,,,0.0,shell
ESO563-G021,Sbc,spiral,13.44,33.928,False,310.0,277.98028779033956,277.98028779033956,10.328939422471109,,,,0.0,shell
