r_kpc,kT_keV,kT_err_keV
318.585,8.4541,0.66695
311.73499999999996,8.6033,0.68768
304.88499999999993,8.7107,0.71645
298.03499999999997,8.8129,0.74625
291.185,8.6273,0.71637
284.33,8.195,0.63531
277.475,7.9094,0.57531
270.625,7.9389,0.56054
263.775,8.075,0.56554
256.925,8.4769,0.61985
250.075,8.4197,0.60329
243.22500000000002,7.7897,0.49829
236.37000000000003,7.9301,0.5143
229.51500000000001,8.2896,0.56787
222.665,7.9155,0.54162
215.81499999999997,8.0287,0.56436
208.965,8.4863,0.61791
202.11499999999998,8.5507,0.59644
195.26500000000001,8.6698,0.61101
188.415,8.7435,0.62174
181.56,8.6869,0.59886
174.705,8.3053,0.56568
167.855,7.9171,0.50504
161.005,7.9606,0.52902
154.15499999999997,8.0978,0.53445
147.305,8.1182,0.49742
140.45499999999998,8.3921,0.56054
133.6,8.6653,0.61735
126.74499999999999,8.2895,0.51931
119.895,8.2056,0.50443
113.045,7.9615,0.48384
106.195,7.6318,0.46638
99.345,7.63,0.42394
92.49499999999999,7.5723,0.44556
85.645,7.8329,0.44
78.78999999999999,7.4869,0.4208
71.935,7.6212,0.44841
65.08500000000001,7.0673,0.36346
58.23499999999999,7.1653,0.3918
51.385,7.1845,0.37799
44.535000000000004,6.9555,0.35133
37.684999999999995,6.995,0.34844
30.835,6.3879,0.32578
23.98,6.2461,0.28386
17.125,5.75,0.22875
10.274999999999999,5.3873,0.22047
3.4250000000000003,4.18,0.11
867.7349999999999,3.6064,0.34353
828.8899999999999,3.8625,0.37709
804.125,4.0258,0.39849
780.82,4.1795,0.41862
757.515,4.3332,0.43876
734.205,4.4869,0.4589
712.35,4.631,0.47778
691.9550000000002,4.7654,0.4954
671.5649999999999,4.8999,0.51302
649.715,5.0439,0.5319
629.3199999999999,5.1784,0.54952
611.8399999999999,5.2937,0.56462
594.355,5.409,0.57973
576.87,5.5243,0.59484
560.85,5.6299,0.60868
544.825,5.7081,0.61239
528.8,5.7834,0.61503
514.235,5.8518,0.61743
499.665,5.9202,0.61983
485.09499999999997,5.9886,0.62223
471.985,6.0502,0.62439
460.33500000000004,6.1049,0.62631
448.68,6.1597,0.62823
437.025,6.2185,0.63127
425.37,6.3238,0.64692
413.715,6.4291,0.66256
403.52,6.5212,0.67625
393.32500000000005,6.6132,0.68994
383.13,6.7053,0.70363
374.39,6.7843,0.71536
365.645,6.8633,0.72711
356.9,6.9422,0.73885
348.16,6.9767,0.73016
339.42,7.0063,0.71924
332.14,7.031,0.71015
326.315,7.0508,0.70288
320.485,7.0705,0.6956
314.65500000000003,7.0903,0.68832
308.83000000000004,7.11,0.68104
303.00500000000005,7.1298,0.67377
297.175,7.1682,0.67781
291.35,7.2267,0.69398
285.525,7.2852,0.71016
279.69500000000005,7.3437,0.72635
273.87,7.4022,0.74252
268.04499999999996,7.4607,0.7587
262.215,7.5192,0.77489
256.385,7.5777,0.79108
250.56,7.5945,0.79542
244.735,7.56,0.78519
238.905,7.5255,0.77496
233.08,7.491,0.76474
227.25500000000002,7.4565,0.75452
221.425,7.422,0.74428
215.60000000000002,7.3875,0.73406
209.77499999999998,7.3529,0.72384
203.945,7.332,0.716
198.11499999999998,7.3192,0.70961
192.29000000000002,7.3064,0.70322
186.465,7.2937,0.69683
180.635,7.2809,0.69044
174.81,7.2681,0.68405
168.98499999999999,7.2553,0.67766
163.155,7.2425,0.67126
157.32999999999998,7.2928,0.67961
151.505,7.3587,0.69158
145.675,7.4246,0.70356
139.845,7.4905,0.71554
134.02,7.5563,0.72751
128.195,7.6221,0.73948
122.365,7.688,0.75146
116.54,7.7539,0.76343
110.715,7.7753,0.76774
104.885,7.7426,0.76271
99.06,7.71,0.75769
93.235,7.6773,0.75267
87.405,7.6447,0.74764
81.57499999999999,7.612,0.74262
74.28999999999999,7.5712,0.73634
65.55,7.5222,0.7288
56.81,7.4733,0.72127
48.07,7.4243,0.71374
39.330000000000005,7.4,0.71
29.135,7.4,0.71
11.655000000000001,7.4,0.71
122.24,3.5531,0.1538
119.29999999999998,3.5461,0.16775
115.84,3.5595,0.18278
112.385,3.5717,0.17955
108.92999999999999,3.5,0.16373
105.47000000000001,3.5822,0.17457
102.00999999999999,3.4742,0.16824
98.55,3.3641,0.16
95.095,3.3717,0.16
91.64,3.3302,0.15003
88.18,3.4352,0.16
84.71999999999998,3.4728,0.16
81.26,3.3827,0.15284
77.80499999999999,3.3796,0.15
74.35,3.5046,0.14761
70.89000000000001,3.3198,0.14
67.42999999999999,3.3215,0.14829
63.97,3.4032,0.15
60.515,3.3863,0.14205
57.06,3.3506,0.14528
53.599999999999994,3.2914,0.13
50.14,3.165,0.13
46.68,3.3427,0.1387
43.225,3.15,0.12
39.77,3.0157,0.1116
36.309999999999995,3.0401,0.1
32.849999999999994,2.9204,0.10991
29.39,2.9867,0.10834
25.935,2.9036,0.1
22.48,2.6499,0.082876
19.020000000000003,2.2523,0.072128
15.56,1.7483,0.04
12.1,1.5911,0.04
8.645,1.6299,0.04
5.19,1.5755,0.04
1.73,1.55,0.04
287.16999999999996,4.1748,0.44816
283.73499999999996,4.1284,0.44096
280.3,4.082,0.43376
276.86,4.0356,0.42655
273.42,3.9891,0.41935
269.98,3.9427,0.41214
266.54,3.8962,0.40493
263.1,3.8498,0.39772
259.66,3.8033,0.39052
256.22,3.7569,0.38331
252.78,3.7104,0.3761
249.34,3.664,0.36889
245.9,3.6175,0.36169
242.46,3.5711,0.35448
239.02499999999998,3.5247,0.34728
235.59,3.4783,0.34009
232.15,3.4319,0.33288
228.71,3.3854,0.32567
225.27,3.339,0.31846
221.83,3.2925,0.31126
218.39000000000001,3.2461,0.30405
214.95,3.2787,0.3082
211.51,3.4126,0.32692
208.07,3.5465,0.34564
204.63,3.6804,0.36436
201.19,3.8144,0.38309
197.75,3.9483,0.40181
194.31500000000003,4.082,0.4205
190.88,4.1294,0.42344
187.44,4.0874,0.41008
184.0,4.0454,0.39671
180.56,4.0034,0.38335
177.12,3.9614,0.36999
173.68,3.959,0.36
170.24,4.0739,0.36
166.8,4.1889,0.36
163.36,4.3038,0.36
159.92000000000002,4.4187,0.36
156.48000000000002,4.3273,0.35768
153.045,4.2336,0.35534
149.60999999999999,4.1399,0.353
146.17,4.0461,0.35065
142.73,3.9828,0.34492
139.29,3.9312,0.33789
135.85,3.8796,0.33085
132.41,3.828,0.32381
128.97,3.8604,0.32739
125.53,3.9922,0.34354
122.09,4.1241,0.35969
118.65,4.256,0.37583
115.21000000000001,4.2041,0.36602
111.77,4.0884,0.34718
108.335,3.9728,0.32837
104.89999999999999,3.859,0.30988
101.46,3.8142,0.30491
98.02,3.7694,0.29993
94.58,3.7246,0.29496
91.14,3.6801,0.29001
87.7,3.7249,0.2925
84.26,3.7697,0.29498
80.82000000000001,3.8145,0.29747
77.38000000000001,3.8592,0.29996
73.94000000000001,3.8784,0.28848
70.5,3.8972,0.27675
67.05999999999999,3.916,0.26502
63.625,3.9347,0.25331
60.19,3.9417,0.25168
56.75,3.944,0.25403
53.309999999999995,3.9464,0.25637
49.87,3.9487,0.25872
46.43,3.9012,0.2547
42.99,3.7934,0.24297
39.550000000000004,3.6855,0.23125
36.11000000000001,3.5776,0.21952
32.669999999999995,3.4909,0.20937
29.23,3.496,0.20602
25.79,3.501,0.20267
22.355,3.506,0.19932
18.919999999999998,3.511,0.19598
15.48,3.5161,0.19263
12.04,3.5211,0.18928
8.6,3.5261,0.18593
5.159999999999999,3.5311,0.18258
1.72,3.5362,0.17923
537.365,8.255,2.025
530.515,7.9438,1.8878
523.67,7.6328,1.7506
516.8249999999999,7.3219,1.6135
509.97999999999996,7.0109,1.4763
503.135,6.6999,1.3392
496.29,6.3889,1.202
489.445,6.0779,1.0649
482.6,5.7669,0.92773
475.75500000000005,5.5009,0.8089
468.91,5.5071,0.80116
462.065,5.5133,0.79341
455.21999999999997,5.5195,0.78566
448.37499999999994,5.5257,0.77791
441.525,5.5319,0.77016
434.67999999999995,5.5381,0.76241
427.835,5.5766,0.76457
420.98999999999995,5.6297,0.77121
414.145,5.6828,0.77785
407.3,5.7359,0.78448
400.455,5.789,0.79112
393.61,5.8421,0.79776
386.76500000000004,5.8436,0.78714
379.92,5.8189,0.76771
373.075,5.7942,0.74828
366.23,5.7694,0.72885
359.385,5.7447,0.70942
352.53499999999997,5.7199,0.68998
345.69,5.6467,0.67613
338.845,5.5735,0.66228
331.99999999999994,5.5003,0.64843
325.155,5.427,0.63457
318.31,5.3538,0.62072
311.465,5.6041,0.68148
304.62,5.8721,0.74632
297.77500000000003,6.1401,0.81116
290.93,6.4081,0.876
284.08500000000004,6.5441,0.90766
277.24000000000007,6.4012,0.86926
270.395,6.2582,0.83087
263.545,6.1152,0.79244
256.70000000000005,5.9723,0.75404
249.855,5.9186,0.73718
243.01,5.9164,0.73274
236.16500000000002,5.9142,0.7283
229.32,5.9119,0.72387
222.47499999999997,5.9298,0.72449
215.63,6.0824,0.75919
208.785,6.2351,0.79389
201.94,6.3878,0.8286
195.09500000000003,6.5405,0.8633
188.25,6.4682,0.84695
181.40499999999997,6.342,0.81838
174.555,6.2158,0.78979
167.71,6.0896,0.76123
160.86499999999998,6.1413,0.77288
154.01999999999998,6.3083,0.81058
147.175,6.4752,0.84828
140.33,6.6422,0.88598
133.485,6.3099,0.81277
126.64,5.918,0.72631
119.795,5.526,0.63986
112.94999999999999,5.3316,0.58368
106.105,5.4063,0.56875
99.25999999999999,5.4809,0.55381
92.41499999999999,5.5512,0.54
85.565,5.5673,0.54
78.72000000000001,5.5834,0.54
71.875,5.5995,0.54
65.03,5.3217,0.50873
58.185,5.0351,0.47652
51.339999999999996,4.7484,0.44432
44.495,4.6158,0.42078
37.650000000000006,4.507,0.39858
30.805,4.3983,0.37638
23.96,4.2895,0.35418
17.115,4.22,0.34
10.270000000000001,4.22,0.34
3.4250000000000003,4.22,0.34
492.2,6.5912,1.2526
481.83500000000004,6.6449,1.28
471.47,6.572,1.2319
461.11,6.4991,1.1838
450.75,6.4262,1.1358
440.39,6.3533,1.0877
430.025,6.2803,1.0396
419.66,6.2074,0.99149
409.3,6.2854,1.0097
398.93999999999994,6.4107,1.0488
388.58000000000004,6.5361,1.0879
378.215,6.6614,1.1269
367.85,6.7868,1.166
357.48999999999995,6.9122,1.2051
347.13,6.9267,1.2017
336.77000000000004,6.8727,1.1721
326.405,6.8188,1.1425
316.03999999999996,6.7648,1.113
305.68,6.7109,1.0834
295.32000000000005,6.657,1.0538
284.96,6.603,1.0242
274.59499999999997,6.5491,0.99466
264.22999999999996,6.4951,0.96507
253.86999999999998,6.4412,0.93549
243.51,6.3873,0.90592
233.15,6.3434,0.87925
222.78500000000003,6.3705,0.87322
212.42,6.3977,0.86718
202.06000000000003,6.4248,0.86115
191.7,6.452,0.85512
181.335,6.4791,0.84908
170.97,6.5063,0.84305
160.61,6.5058,0.83949
150.25,6.477,0.83846
139.89000000000001,6.4482,0.83744
129.525,6.4194,0.83641
119.16,6.3906,0.83538
108.80000000000001,6.3619,0.83435
98.44,6.3331,0.83333
88.08,6.3043,0.8323
77.715,6.2756,0.83127
67.35,6.2468,0.83024
56.99,6.24,0.83
46.63,6.24,0.83
36.269999999999996,6.24,0.83
25.904999999999998,6.24,0.83
15.54,6.24,0.83
5.18,6.24,0.83
337.77000000000004,8.6513,2.1461
325.02500000000003,8.0885,1.8183
312.275,7.5097,1.4824
299.53,7.3534,1.3376
286.78499999999997,7.5922,1.3717
274.04,7.7304,1.383
261.295,7.3832,1.2838
248.545,7.0359,1.1845
235.8,8.342,1.6269
223.055,9.7277,2.0954
210.31,9.1358,1.7053
197.565,8.3863,1.2467
184.815,8.8821,1.6547
172.07,9.4892,2.1233
159.325,9.6412,2.0122
146.57999999999998,10.049,2.0927
133.83499999999998,10.933,2.5293
121.085,11.137,2.5917
108.34,10.505,2.1945
95.595,10.209,2.0769
82.85000000000001,10.125,2.1372
70.105,9.8728,2.0942
57.355,9.4186,1.928
44.61,8.9646,1.7619
31.865000000000006,8.5106,1.5958
19.119999999999997,8.44,1.57
6.375,8.44,1.57
249.92999999999998,3.9522,0.49709
245.93,3.9105,0.48145
241.93,3.8688,0.46581
237.935,3.8272,0.45019
233.94,3.7855,0.43458
229.94,3.7438,0.41894
225.94,3.7021,0.4033
221.94,3.6604,0.38766
217.94,3.6638,0.37923
213.94,3.7105,0.37772
209.94000000000003,3.7572,0.37622
205.94,3.8039,0.37471
201.945,3.8506,0.37321
197.95000000000002,3.8972,0.3717
193.95000000000002,3.9439,0.3702
189.95000000000002,3.956,0.37297
185.95000000000002,3.9628,0.37639
181.95,3.9696,0.37982
177.95,3.9765,0.38323
173.95,3.9833,0.38666
169.95,3.9909,0.39
165.95499999999998,4.0304,0.39
161.95999999999998,4.0699,0.39
157.95999999999998,4.1095,0.39
153.95999999999998,4.149,0.39
149.96,4.1886,0.39
145.96,4.1333,0.37826
141.96,4.0745,0.3661
137.96,4.0157,0.35394
133.96,3.9569,0.34177
129.95999999999998,3.9017,0.3304
125.96499999999999,3.9557,0.34285
121.97,4.0097,0.35531
117.96999999999998,4.0637,0.36778
113.97,4.1178,0.38025
109.97,4.1779,0.39141
105.97000000000001,4.26,0.3979
101.97,4.3421,0.40438
97.97,4.4242,0.41086
93.97,4.5063,0.41734
89.975,4.5997,0.4289
85.98,4.7012,0.444
81.98,4.8027,0.45913
77.97999999999999,4.9042,0.47425
73.98,5.0058,0.48937
69.98,4.9343,0.47606
65.98,4.8553,0.46151
61.98,4.7763,0.44696
57.980000000000004,4.6974,0.43241
53.98500000000001,4.6315,0.4197
49.99,4.6419,0.41762
45.99,4.6523,0.41554
41.99,4.6627,0.41346
37.989999999999995,4.6731,0.41139
33.99,4.6271,0.39857
29.99,4.4683,0.36429
25.99,4.3095,0.33001
21.990000000000002,4.1507,0.29572
17.995,3.9921,0.26148
14.0,3.8335,0.22724
10.0,3.8,0.22
6.0,3.8,0.22
2.0,3.8,0.22
826.735,5.5197,1.9832
808.5649999999999,5.5878,1.9898
790.395,5.6558,1.9964
772.2249999999999,5.7239,2.003
754.0550000000001,5.792,2.0097
735.885,5.86,2.0163
717.715,5.9281,2.0229
699.545,5.9961,2.0296
681.3750000000001,6.0642,2.0362
663.205,6.1322,2.0428
645.0350000000001,6.2003,2.0494
626.865,6.2684,2.0561
608.6949999999999,6.3364,2.0627
590.525,6.4045,2.0693
572.3549999999999,6.4725,2.076
554.1850000000001,6.5406,2.0826
536.015,6.6086,2.0892
517.845,6.6767,2.0958
499.67499999999995,6.7448,2.1025
481.505,6.8128,2.1091
463.335,6.8809,2.1157
445.165,6.9489,2.1224
426.995,7.017,2.129
408.825,7.085,2.1356
390.655,7.1314,2.1349
372.485,7.1355,2.1197
354.315,7.1397,2.1045
336.14500000000004,7.1438,2.0893
317.975,7.148,2.0742
299.805,7.1521,2.059
281.635,7.1562,2.0438
263.46500000000003,7.1604,2.0286
245.295,7.1645,2.0135
227.12500000000003,7.1687,1.9983
208.955,7.1728,1.9831
190.78499999999997,7.1769,1.9679
172.615,7.1811,1.9528
154.445,7.1852,1.9376
136.27499999999998,7.1893,1.9224
118.105,7.1935,1.9072
99.935,7.1976,1.8921
81.765,7.2017,1.8769
63.595,7.2059,1.8617
45.425,7.21,1.8466
27.255,7.2142,1.8314
9.084999999999999,7.2183,1.8162
146.2,4.8268,0.87467
139.98,4.6861,0.83558
133.76,4.5453,0.79648
127.53999999999999,4.5122,0.78787
121.32,4.7051,0.84324
115.10000000000001,4.8979,0.89861
108.875,5.0909,0.95403
102.65,5.2839,1.0094
96.43,5.4495,1.0559
90.21,5.3283,1.009
83.99,5.2071,0.96209
77.77000000000001,5.0859,0.91517
71.55,4.9647,0.86825
65.32499999999999,4.8434,0.8213
59.1,4.8038,0.80643
52.879999999999995,4.7666,0.79249
46.66,4.7295,0.77855
40.440000000000005,4.6923,0.76461
34.22,4.6551,0.75067
27.999999999999996,4.6179,0.73672
21.775,4.6,0.73
15.549999999999999,4.6,0.73
9.33,4.6,0.73
3.11,4.6,0.73
775.28,1.2164,0.71176
756.135,1.2438,0.69165
736.99,1.2711,0.67154
717.85,1.2985,0.65143
698.7099999999999,1.3258,0.63132
679.5649999999999,1.3532,0.61121
660.42,1.3805,0.5911
641.2800000000001,1.4079,0.57099
622.135,1.4352,0.55088
602.9899999999999,1.4626,0.53077
583.85,1.4899,0.51066
564.71,1.5172,0.49055
545.5649999999999,1.5446,0.47044
526.42,1.5719,0.45033
507.28,1.5993,0.43022
488.14000000000004,1.6266,0.41012
468.995,1.654,0.39
449.84999999999997,1.6814,0.36989
430.71000000000004,1.7087,0.34979
411.57,1.736,0.32968
392.425,1.7634,0.30957
373.28,1.7927,0.29014
354.14,1.8905,0.29541
334.995,1.9884,0.30068
315.84999999999997,2.0863,0.30596
296.71000000000004,2.1842,0.31123
277.57,2.2821,0.3165
258.425,2.38,0.32177
239.28,2.4779,0.32704
220.14000000000001,2.5757,0.33231
201.0,2.6736,0.33758
181.855,2.7715,0.34285
162.70999999999998,2.8694,0.34812
143.57,2.9673,0.35339
124.43,3.0652,0.35866
105.285,3.163,0.36393
86.14,3.2609,0.36921
67.0,3.3588,0.37448
47.86,3.4567,0.37974
28.714999999999996,3.5546,0.38502
9.57,3.6525,0.39029
398.07000000000005,10.902,1.5802
394.10999999999996,10.905,1.5915
390.145,10.908,1.6028
386.17999999999995,10.86,1.6019
382.22,10.72,1.5791
378.26000000000005,10.58,1.5564
374.29999999999995,10.44,1.5336
370.34,10.3,1.5108
366.38000000000005,10.16,1.4881
362.41999999999996,10.251,1.4998
358.46,10.47,1.5306
354.50000000000006,10.689,1.5613
350.53999999999996,10.908,1.592
346.58,11.127,1.6228
342.615,11.035,1.5705
338.65000000000003,10.546,1.4128
334.69000000000005,10.058,1.2552
330.72999999999996,9.5701,1.0977
326.77,9.0822,0.94014
322.81000000000006,8.7018,0.81635
318.84999999999997,8.6672,0.80098
314.89,8.6326,0.78561
310.93000000000006,8.598,0.77024
306.96999999999997,8.5635,0.75487
303.01,8.5339,0.74118
299.045,8.6555,0.77741
295.08,8.7769,0.81365
291.12000000000006,8.8983,0.84985
287.15999999999997,9.0197,0.88604
283.2,9.1936,0.93258
279.24000000000007,9.4705,0.99942
275.28,9.7474,1.0663
271.32,10.024,1.1331
267.36,10.203,1.1811
263.4,9.817,1.1214
259.44,9.4313,1.0616
255.48000000000005,9.0456,1.0018
251.515,8.7781,0.93706
247.54999999999998,8.6457,0.86664
243.59,8.5135,0.79631
239.63,8.3812,0.72598
235.67,8.452,0.74983
231.71,8.5417,0.78242
227.75,8.6313,0.81502
223.79,8.6715,0.82985
219.82999999999998,8.5492,0.78639
215.87,8.427,0.74293
211.91,8.3048,0.69947
207.95,8.1599,0.67223
203.985,7.9966,0.65815
200.02,7.8332,0.64407
196.06,7.67,0.63
192.1,8.0796,0.68671
188.14000000000001,8.4892,0.74343
184.18,8.8988,0.80014
180.22,8.6758,0.75793
176.26,8.3198,0.69491
172.3,7.9637,0.6319
168.34,7.8807,0.61643
164.38,7.9431,0.62627
160.41499999999996,8.0055,0.63613
156.45,7.9188,0.62083
152.49,7.7361,0.58932
148.53,7.5533,0.55782
144.57,7.4777,0.56282
140.61,7.5415,0.61533
136.65,7.6052,0.66785
132.69,7.6987,0.65275
128.73000000000002,7.8011,0.61731
124.77,7.8483,0.58472
120.81,7.7105,0.56175
116.85000000000001,7.5726,0.53877
112.885,7.4443,0.5171
108.91999999999999,7.3591,0.50133
104.96,7.2741,0.48557
101.0,7.1897,0.47035
97.04,7.1672,0.50036
93.08,7.1447,0.53037
89.12,7.1831,0.54319
85.16,7.3367,0.5235
81.19999999999999,7.4903,0.50381
77.24000000000001,7.1737,0.48094
73.28,6.7443,0.4573
69.315,6.4633,0.43495
65.35,6.5873,0.41618
61.39,6.711,0.39742
57.42999999999999,6.6217,0.39227
53.470000000000006,6.3929,0.39602
49.51,6.1641,0.39977
45.55,6.3348,0.41109
41.59,6.5317,0.4229
37.629999999999995,6.6213,0.42161
33.67000000000001,6.5496,0.4006
29.71,6.4778,0.3796
25.750000000000004,6.406,0.35859
21.785,6.3342,0.33756
17.820000000000004,6.2623,0.31653
13.860000000000001,6.24,0.31
9.899999999999999,6.24,0.31
3.96,6.24,0.31
196.965,4.0223,0.43626
193.48,4.0653,0.44026
189.995,4.1083,0.44427
186.51000000000002,4.1514,0.44827
183.025,4.1481,0.44408
179.535,4.1094,0.43361
176.04999999999998,4.0707,0.42316
172.565,4.032,0.41271
169.08,3.9933,0.40226
165.595,3.9547,0.39181
162.105,3.916,0.38134
158.61999999999998,3.8773,0.37089
155.135,3.8386,0.36044
151.645,3.8001,0.35001
148.16000000000003,3.8398,0.35323
144.675,3.8795,0.35644
141.18999999999997,3.9191,0.35966
137.70499999999998,3.9588,0.36288
134.215,3.9985,0.3661
130.73000000000002,4.0382,0.36932
127.24499999999999,4.0779,0.37253
123.76,4.1176,0.37575
120.27499999999999,4.1573,0.37897
116.785,4.1693,0.38
113.30000000000001,4.1683,0.38
109.815,4.1673,0.38
106.325,4.1662,0.38
102.84,4.1652,0.38
99.355,4.1642,0.38
95.87,4.1631,0.38
92.38499999999999,4.1621,0.38
88.895,4.1611,0.38
85.41,4.1601,0.38
81.925,4.1784,0.38254
78.44000000000001,4.1981,0.38526
74.955,4.2179,0.38798
71.465,4.2377,0.39071
67.98,4.2574,0.39343
64.49499999999999,4.2771,0.39616
61.005,4.2969,0.39888
57.52,4.3167,0.40161
54.035,4.3364,0.40433
50.55,4.3562,0.40706
47.065,4.3759,0.40978
43.575,4.3957,0.41251
40.09,4.4154,0.41523
36.605,4.4352,0.41795
33.12,4.4549,0.42068
29.635,4.4746,0.4234
26.145000000000003,4.4944,0.42613
22.66,4.5141,0.42885
19.175,4.5339,0.43157
15.685,4.5537,0.4343
12.2,4.5734,0.43702
8.715,4.5932,0.43975
5.23,4.6129,0.44247
1.745,4.6326,0.44519
73.39,2.4738,0.17845
69.81,2.4648,0.17352
66.23,2.4558,0.1686
62.65,2.4467,0.16367
59.07,2.4356,0.15931
55.489999999999995,2.4185,0.15661
51.91,2.4014,0.1539
48.33,2.3842,0.1512
44.75,2.3671,0.14849
41.17,2.35,0.14578
37.589999999999996,2.3328,0.14308
34.01,2.3157,0.14037
30.43,2.2986,0.13767
26.849999999999998,2.2814,0.13496
23.27,2.2643,0.13226
19.689999999999998,2.25,0.13
16.11,2.25,0.13
12.53,2.25,0.13
8.95,2.25,0.13
5.37,2.25,0.13
1.79,2.25,0.13
592.555,21.285,6.6513
578.28,22.127,7.6924
564.0,22.97,8.7338
549.72,22.709,8.319
535.4399999999999,21.77,7.0101
521.1600000000001,20.704,5.8191
506.88500000000005,19.093,5.1304
492.61,17.481,4.4418
478.33000000000004,20.528,7.0879
464.04999999999995,24.202,10.183
449.77,23.017,9.3266
435.49000000000007,20.261,7.1909
421.21,19.318,6.3514
406.935,19.441,6.2743
392.66,18.313,5.4329
378.38,16.61,4.2407
364.09999999999997,17.41,5.1416
349.82,18.695,6.0912
335.54,20.684,6.7292
321.26500000000004,22.934,7.7239
306.99,22.998,7.6537
292.71000000000004,20.812,6.4807
278.42999999999995,19.22,5.9234
264.15,20.247,8.1036
249.87,19.414,7.1351
235.595,15.946,5.1443
221.32000000000002,17.196,4.9554
207.04,18.272,4.9559
192.76,16.884,4.5685
178.48,17.586,4.5029
164.20000000000002,14.421,3.2351
149.92,12.831,2.9502
135.645,14.473,3.7197
121.37,15.945,4.8082
107.08999999999999,15.523,4.1591
92.81,15.367,4.6698
78.52999999999999,16.406,4.9737
64.25,16.122,4.0598
49.97500000000001,15.967,5.3163
35.7,15.934,7.5958
21.419999999999998,15.91,9.28
7.14,15.91,9.28
403.16,7.7936,2.7023
387.945,7.8603,2.6845
372.73,7.927,2.6668
357.51500000000004,7.9852,2.6448
342.30499999999995,7.8994,2.5522
327.09,7.8135,2.4595
311.875,7.7276,2.3668
296.66499999999996,7.6418,2.2741
281.45,7.556,2.1814
266.235,7.4701,2.0888
251.025,7.3843,1.9961
235.81,7.2984,1.9034
220.595,7.2126,1.8107
205.38500000000002,7.1267,1.7181
190.17000000000002,7.0036,1.6254
174.955,6.8715,1.5326
159.745,6.7394,1.44
144.53,6.6073,1.3472
129.315,6.4752,1.2545
114.10000000000001,6.3431,1.1618
98.885,6.211,1.0691
83.675,6.0789,0.9764
68.46,5.97,0.9
53.245,5.97,0.9
38.035,5.97,0.9
22.82,5.97,0.9
7.6049999999999995,5.97,0.9
103.945,4.9312,0.18126
102.02,4.9042,0.18512
99.065,4.8627,0.19105
96.11,4.8212,0.19697
93.15,4.7796,0.20291
90.195,4.7381,0.20884
87.24,4.6966,0.21477
84.27999999999999,4.6551,0.2207
81.32000000000001,4.6135,0.22664
78.365,4.5888,0.23
75.41000000000001,4.586,0.23
72.45,4.5831,0.23
69.49,4.5803,0.23
66.53500000000001,4.5132,0.22443
63.58,4.4389,0.21824
60.62,4.3645,0.21204
57.66499999999999,4.34,0.21
54.709999999999994,4.34,0.21
51.75000000000001,4.34,0.21
48.79,4.3613,0.21
45.835,4.3898,0.21
42.88,4.4183,0.21
39.919999999999995,4.3427,0.21
36.964999999999996,4.2607,0.21
34.01,4.1768,0.20613
31.05,4.0872,0.1912
28.09,3.9976,0.17626
25.135,3.8986,0.16406
22.18,3.7927,0.15381
19.220000000000002,3.6866,0.14354
16.264999999999997,3.4983,0.13318
13.309999999999999,3.2667,0.12277
10.35,3.0346,0.11234
7.39,2.8025,0.10191
4.435,2.76,0.1
1.48,2.76,0.1
1039.75,2.7965,0.85549
1026.65,2.931,0.8326
1013.55,3.0655,0.8097
1000.475,3.2,0.7868
987.41,3.3346,0.7639
974.33,3.4691,0.74101
961.255,3.6036,0.71812
